PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37277356","'Multi-omics' data integration: applications in probiotics studies","Kwoji ID, Aiyegoro OA, Okpeku M, Adeleke MA.","NPJ Sci Food. 2023 Jun 5;7(1):25. doi: 10.1038/s41538-023-00199-x.","Kwoji ID","NPJ Sci Food","2023","2023/06/05","PMC10241933","","10.1038/s41538-023-00199-x"
"37260509","Arena3D(web): interactive 3D visualization of multilayered networks supporting multiple directional information channels, clustering analysis and application integration","Kokoli M, Karatzas E, Baltoumas FA, Schneider R, Pafilis E, Paragkamian S, Doncheva NT, Jensen LJ, Pavlopoulos GA.","NAR Genom Bioinform. 2023 May 30;5(2):lqad053. doi: 10.1093/nargab/lqad053. eCollection 2023 Jun.","Kokoli M","NAR Genom Bioinform","2023","2023/06/01","PMC10227371","","10.1093/nargab/lqad053"
"37116489","Simultaneous targeting of PD-1 and IL-2Rβγ with radiation therapy inhibits pancreatic cancer growth and metastasis","Piper M, Hoen M, Darragh LB, Knitz MW, Nguyen D, Gadwa J, Durini G, Karakoc I, Grier A, Neupert B, Van Court B, Abdelazeem KNM, Yu J, Olimpo NA, Corbo S, Ross RB, Pham TT, Joshi M, Kedl RM, Saviola AJ, Amann M, Umaña P, Codarri Deak L, Klein C, D'Alessandro A, Karam SD.","Cancer Cell. 2023 May 8;41(5):950-969.e6. doi: 10.1016/j.ccell.2023.04.001. Epub 2023 Apr 27.","Piper M","Cancer Cell","2023","2023/04/28","PMC10246400","NIHMS1898030","10.1016/j.ccell.2023.04.001"
"36959975","Exploring microbial functional biodiversity at the protein family level-From metagenomic sequence reads to annotated protein clusters","Baltoumas FA, Karatzas E, Paez-Espino D, Venetsianou NK, Aplakidou E, Oulas A, Finn RD, Ovchinnikov S, Pafilis E, Kyrpides NC, Pavlopoulos GA.","Front Bioinform. 2023 Mar 3;3:1157956. doi: 10.3389/fbinf.2023.1157956. eCollection 2023.","Baltoumas FA","Front Bioinform","2023","2023/03/24","PMC10029925","","10.3389/fbinf.2023.1157956"
"36916532","Metabolomics meets systems immunology","Fu J, Zhu F, Xu CJ, Li Y.","EMBO Rep. 2023 Apr 5;24(4):e55747. doi: 10.15252/embr.202255747. Epub 2023 Mar 14.","Fu J","EMBO Rep","2023","2023/03/14","PMC10074123","","10.15252/embr.202255747"
"36794589","Multiomics Network Medicine Approaches to Precision Medicine and Therapeutics in Cardiovascular Diseases","Wang RS, Maron BA, Loscalzo J.","Arterioscler Thromb Vasc Biol. 2023 Apr;43(4):493-503. doi: 10.1161/ATVBAHA.122.318731. Epub 2023 Feb 16.","Wang RS","Arterioscler Thromb Vasc Biol","2023","2023/02/16","PMC10038904","NIHMS1871322","10.1161/ATVBAHA.122.318731"
"36768849","Comparison between Sickle Cell Disease Patients and Healthy Donors: Untargeted Lipidomic Study of Erythrocytes","Alabed HBR, Gorello P, Pellegrino RM, Lancioni H, La Starza R, Taddei AA, Urbanelli L, Buratta S, Fernandez AGL, Matteucci C, Caniglia M, Arcioni F, Mecucci C, Emiliani C.","Int J Mol Sci. 2023 Jan 28;24(3):2529. doi: 10.3390/ijms24032529.","Alabed HBR","Int J Mol Sci","2023","2023/02/11","PMC9917006","","10.3390/ijms24032529"
"36698396","Application of a multispecies probiotic reduces gastro-intestinal discomfort and induces microbial changes after colonoscopy","Labenz J, Borkenstein DP, Heil FJ, Madisch A, Tappe U, Schmidt H, Terjung B, Klymiuk I, Horvath A, Gross M, Stadlbauer V.","Front Oncol. 2023 Jan 9;12:1078315. doi: 10.3389/fonc.2022.1078315. eCollection 2022.","Labenz J","Front Oncol","2023","2023/01/26","PMC9870247","","10.3389/fonc.2022.1078315"
"36674867","Evaluation of Two Simultaneous Metabolomic and Proteomic Extraction Protocols Assessed by Ultra-High-Performance Liquid Chromatography Tandem Mass Spectrometry","Zenati RA, Giddey AD, Al-Hroub HM, Hagyousif YA, El-Huneidi W, Bustanji Y, Abu-Gharbieh E, Alqudah MAY, Shara M, Abuhelwa AY, Soares NC, Semreen MH.","Int J Mol Sci. 2023 Jan 10;24(2):1354. doi: 10.3390/ijms24021354.","Zenati RA","Int J Mol Sci","2023","2023/01/21","PMC9865896","","10.3390/ijms24021354"
"36572652","Comprehensive investigation of pathway enrichment methods for functional interpretation of LC-MS global metabolomics data","Lu Y, Pang Z, Xia J.","Brief Bioinform. 2023 Jan 19;24(1):bbac553. doi: 10.1093/bib/bbac553.","Lu Y","Brief Bioinform","2023","2022/12/26","PMC9851290","","10.1093/bib/bbac553"
"36458930","Visual Omics: a web-based platform for omics data analysis and visualization with rich graph-tuning capabilities","Li H, Shi M, Ren K, Zhang L, Ye W, Zhang W, Cheng Y, Xia XQ.","Bioinformatics. 2023 Jan 1;39(1):btac777. doi: 10.1093/bioinformatics/btac777.","Li H","Bioinformatics","2023","2022/12/02","PMC9825776","","10.1093/bioinformatics/btac777"
"36452456","Computational approaches for network-based integrative multi-omics analysis","Agamah FE, Bayjanov JR, Niehues A, Njoku KF, Skelton M, Mazandu GK, Ederveen THA, Mulder N, Chimusa ER, 't Hoen PAC.","Front Mol Biosci. 2022 Nov 14;9:967205. doi: 10.3389/fmolb.2022.967205. eCollection 2022.","Agamah FE","Front Mol Biosci","2022","2022/12/01","PMC9703081","","10.3389/fmolb.2022.967205"
"36416120","From single- to multi-omics: future research trends in medicinal plants","Yang L, Yang Y, Huang L, Cui X, Liu Y.","Brief Bioinform. 2023 Jan 19;24(1):bbac485. doi: 10.1093/bib/bbac485.","Yang L","Brief Bioinform","2023","2022/11/23","PMC9851310","","10.1093/bib/bbac485"
"36187917","Angiogenesis goes computational - The future way forward to discover new angiogenic targets?","Subramanian A, Zakeri P, Mousa M, Alnaqbi H, Alshamsi FY, Bettoni L, Damiani E, Alsafar H, Saeys Y, Carmeliet P.","Comput Struct Biotechnol J. 2022 Sep 13;20:5235-5255. doi: 10.1016/j.csbj.2022.09.019. eCollection 2022.","Subramanian A","Comput Struct Biotechnol J","2022","2022/10/03","PMC9508490","","10.1016/j.csbj.2022.09.019"
