PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34795664","Integrative Omics Analysis Unravels Microvascular Inflammation-Related Pathways in Kidney Allograft Biopsies","Tinel C, Lamarthée B, Callemeyn J, Van Loon E, Sauvaget V, Morin L, Aouni L, Rabant M, Gwinner W, Marquet P, Naesens M, Anglicheau D.","Front Immunol. 2021 Nov 2;12:738795. doi: 10.3389/fimmu.2021.738795. eCollection 2021.","Tinel C","Front Immunol","2021","2021/11/19","PMC8593247","","10.3389/fimmu.2021.738795"
"34604112","Targeting Host Glycolysis as a Strategy for Antimalarial Development","Jezewski AJ, Lin YH, Reisz JA, Culp-Hill R, Barekatain Y, Yan VC, D'Alessandro A, Muller FL, Odom John AR.","Front Cell Infect Microbiol. 2021 Sep 16;11:730413. doi: 10.3389/fcimb.2021.730413. eCollection 2021.","Jezewski AJ","Front Cell Infect Microbiol","2021","2021/10/04","PMC8482815","","10.3389/fcimb.2021.730413"
"34594357","Modularity in Biological Networks","Alcalá-Corona SA, Sandoval-Motta S, Espinal-Enríquez J, Hernández-Lemus E.","Front Genet. 2021 Sep 14;12:701331. doi: 10.3389/fgene.2021.701331. eCollection 2021.","Alcalá-Corona SA","Front Genet","2021","2021/10/01","PMC8477004","","10.3389/fgene.2021.701331"
"34471925","Prospects and challenges of cancer systems medicine: from genes to disease networks","Karimi MR, Karimi AH, Abolmaali S, Sadeghi M, Schmitz U.","Brief Bioinform. 2022 Jan 17;23(1):bbab343. doi: 10.1093/bib/bbab343.","Karimi MR","Brief Bioinform","2022","2021/09/02","PMC8769701","","10.1093/bib/bbab343"
"34371836","Systematic Bioinformatic Analyses of Nutrigenomic Modifications by Polyphenols Associated with Cardiometabolic Health in Humans-Evidence from Targeted Nutrigenomic Studies","Ruskovska T, Budić-Leto I, Corral-Jara KF, Ajdžanović V, Arola-Arnal A, Bravo FI, Deligiannidou GE, Havlik J, Janeva M, Kistanova E, Kontogiorgis C, Krga I, Massaro M, Miler M, Milosevic V, Morand C, Scoditti E, Suárez M, Vauzour D, Milenkovic D.","Nutrients. 2021 Jul 6;13(7):2326. doi: 10.3390/nu13072326.","Ruskovska T","Nutrients","2021","2021/08/10","PMC8308901","","10.3390/nu13072326"
"34091802","Interpreting the lipidome: bioinformatic approaches to embrace the complexity","Kyle JE, Aimo L, Bridge AJ, Clair G, Fedorova M, Helms JB, Molenaar MR, Ni Z, Orešič M, Slenter D, Willighagen E, Webb-Robertson BM.","Metabolomics. 2021 Jun 6;17(6):55. doi: 10.1007/s11306-021-01802-6.","Kyle JE","Metabolomics","2021","2021/06/06","","","10.1007/s11306-021-01802-6"
"34027630","Perspectives in systems nephrology","Lindenmeyer MT, Alakwaa F, Rose M, Kretzler M.","Cell Tissue Res. 2021 Aug;385(2):475-488. doi: 10.1007/s00441-021-03470-3. Epub 2021 May 24.","Lindenmeyer MT","Cell Tissue Res","2021","2021/05/24","PMC8523456","","10.1007/s00441-021-03470-3"
"34019646","OmicsAnalyst: a comprehensive web-based platform for visual analytics of multi-omics data","Zhou G, Ewald J, Xia J.","Nucleic Acids Res. 2021 Jul 2;49(W1):W476-W482. doi: 10.1093/nar/gkab394.","Zhou G","Nucleic Acids Res","2021","2021/05/21","PMC8262745","","10.1093/nar/gkab394"
"33893283","The VRNetzer platform enables interactive network analysis in Virtual Reality","Pirch S, Müller F, Iofinova E, Pazmandi J, Hütter CVR, Chiettini M, Sin C, Boztug K, Podkosova I, Kaufmann H, Menche J.","Nat Commun. 2021 Apr 23;12(1):2432. doi: 10.1038/s41467-021-22570-w.","Pirch S","Nat Commun","2021","2021/04/24","PMC8065164","","10.1038/s41467-021-22570-w"
"33852055","Crop breeding for a changing climate: integrating phenomics and genomics with bioinformatics","Marsh JI, Hu H, Gill M, Batley J, Edwards D.","Theor Appl Genet. 2021 Jun;134(6):1677-1690. doi: 10.1007/s00122-021-03820-3. Epub 2021 Apr 14.","Marsh JI","Theor Appl Genet","2021","2021/04/14","","","10.1007/s00122-021-03820-3"
"33363571","Analysis of Pan-omics Data in Human Interactome Network (APODHIN)","Biswas N, Kumar K, Bose S, Bera R, Chakrabarti S.","Front Genet. 2020 Dec 8;11:589231. doi: 10.3389/fgene.2020.589231. eCollection 2020.","Biswas N","Front Genet","2020","2020/12/28","PMC7753071","","10.3389/fgene.2020.589231"
"33249827","Recurrent Topics in Mass Spectrometry-Based Metabolomics and Lipidomics-Standardization, Coverage, and Throughput","Rampler E, Abiead YE, Schoeny H, Rusz M, Hildebrand F, Fitz V, Koellensperger G.","Anal Chem. 2021 Jan 12;93(1):519-545. doi: 10.1021/acs.analchem.0c04698. Epub 2020 Nov 28.","Rampler E","Anal Chem","2021","2020/11/30","PMC7807424","","10.1021/acs.analchem.0c04698"
"33248648","Multi-omics integration in biomedical research - A metabolomics-centric review","Wörheide MA, Krumsiek J, Kastenmüller G, Arnold M.","Anal Chim Acta. 2021 Jan 2;1141:144-162. doi: 10.1016/j.aca.2020.10.038. Epub 2020 Oct 22.","Wörheide MA","Anal Chim Acta","2021","2020/11/29","PMC7701361","NIHMS1642248","10.1016/j.aca.2020.10.038"
"33239287","IGF2R-initiated proton rechanneling dictates an anti-inflammatory property in macrophages","Wang X, Lin L, Lan B, Wang Y, Du L, Chen X, Li Q, Liu K, Hu M, Xue Y, Roberts AI, Shao C, Melino G, Shi Y, Wang Y.","Sci Adv. 2020 Nov 25;6(48):eabb7389. doi: 10.1126/sciadv.abb7389. Print 2020 Nov.","Wang X","Sci Adv","2020","2020/11/26","PMC7688333","","10.1126/sciadv.abb7389"
"33066078","Differential Protein Expression in Striatal D1- and D2-Dopamine Receptor-Expressing Medium Spiny Neurons","Mansuri MS, Peng G, Wilson RS, Lam TT, Zhao H, Williams KR, Nairn AC.","Proteomes. 2020 Oct 13;8(4):27. doi: 10.3390/proteomes8040027.","Mansuri MS","Proteomes","2020","2020/10/17","PMC7709116","","10.3390/proteomes8040027"
"32849587","Systems Biology Approaches to Understanding the Human Immune System","Dhillon BK, Smith M, Baghela A, Lee AHY, Hancock REW.","Front Immunol. 2020 Jul 30;11:1683. doi: 10.3389/fimmu.2020.01683. eCollection 2020.","Dhillon BK","Front Immunol","2020","2020/08/28","PMC7406790","","10.3389/fimmu.2020.01683"
"32651957","TCF7L2 rs290487 C allele aberrantly enhances hepatic gluconeogenesis through allele-specific changes in transcription and chromatin binding","Zhang X, Ye P, Huang H, Wang B, Dong F, Ling Q.","Aging (Albany NY). 2020 Jul 10;12(13):13365-13387. doi: 10.18632/aging.103442. Epub 2020 Jul 10.","Zhang X","Aging (Albany NY)","2020","2020/07/12","PMC7377900","","10.18632/aging.103442"
"32642409","20(S)-Protopanaxatriol promotes the binding of P53 and DNA to regulate the antitumor network via multiomic analysis","Wang Z, Wu W, Guan X, Guo S, Li C, Niu R, Gao J, Jiang M, Bai L, Leung EL, Hou Y, Jiang Z, Bai G.","Acta Pharm Sin B. 2020 Jun;10(6):1020-1035. doi: 10.1016/j.apsb.2020.01.017. Epub 2020 Feb 5.","Wang Z","Acta Pharm Sin B","2020","2020/07/10","PMC7332671","","10.1016/j.apsb.2020.01.017"
"32612148","Novel candidate drugs in anti-tumor necrosis factor refractory Crohn's diseases: in silico study for drug repositioning","Kwak MS, Lee HH, Cha JM, Shin HP, Jeon JW, Yoon JY.","Sci Rep. 2020 Jul 1;10(1):10708. doi: 10.1038/s41598-020-67801-0.","Kwak MS","Sci Rep","2020","2020/07/03","PMC7330029","","10.1038/s41598-020-67801-0"
"32577155","microRNAs targeting cellular cholesterol: implications for combating anticancer drug resistance","Monchusi B, Kaur M.","Genes Cancer. 2020;11(1-2):20-42. doi: 10.18632/genesandcancer.202.","Monchusi B","Genes Cancer","2020","2020/06/25","PMC7289906","","10.18632/genesandcancer.202"
"32430035","NetConfer: a web application for comparative analysis of multiple biological networks","Nagpal S, Baksi KD, Kuntal BK, Mande SS.","BMC Biol. 2020 May 19;18(1):53. doi: 10.1186/s12915-020-00781-9.","Nagpal S","BMC Biol","2020","2020/05/21","PMC7236966","","10.1186/s12915-020-00781-9"
"32429287","Metabolomics and Multi-Omics Integration: A Survey of Computational Methods and Resources","Eicher T, Kinnebrew G, Patt A, Spencer K, Ying K, Ma Q, Machiraju R, Mathé AEA.","Metabolites. 2020 May 15;10(5):202. doi: 10.3390/metabo10050202.","Eicher T","Metabolites","2020","2020/05/21","PMC7281435","","10.3390/metabo10050202"
"32394461","Stored RBC metabolism as a function of caffeine levels","D'Alessandro A, Fu X, Reisz JA, Kanias T, Page GP, Stone M, Kleinman S, Zimring JC, Busch M; Recipient Epidemiology and Donor Evaluation Study-III (REDS III).","Transfusion. 2020 Jun;60(6):1197-1211. doi: 10.1111/trf.15813. Epub 2020 May 11.","D'Alessandro A","Transfusion","2020","2020/05/13","PMC7990510","NIHMS1676432","10.1111/trf.15813"
"32385922","Ethyl glucuronide, a marker of alcohol consumption, correlates with metabolic markers of oxidant stress but not with hemolysis in stored red blood cells from healthy blood donors","D'Alessandro A, Fu X, Reisz JA, Stone M, Kleinman S, Zimring JC, Busch M; Recipient Epidemiology and Donor Evaluation Study-III (REDS III).","Transfusion. 2020 Jun;60(6):1183-1196. doi: 10.1111/trf.15811. Epub 2020 May 8.","D'Alessandro A","Transfusion","2020","2020/05/10","PMC7967801","NIHMS1676430","10.1111/trf.15811"
"32339326","Impact of taurine on red blood cell metabolism and implications for blood storage","Bertolone L, Roy MK, Hay AM, Morrison EJ, Stefanoni D, Fu X, Kanias T, Kleinman S, Dumont LJ, Stone M, Nemkov T, Busch MP, Zimring JC, D'Alessandro A.","Transfusion. 2020 Jun;60(6):1212-1226. doi: 10.1111/trf.15810. Epub 2020 Apr 27.","Bertolone L","Transfusion","2020","2020/04/28","PMC7995806","NIHMS1676414","10.1111/trf.15810"
"32246983","Differentiation of soluble aqueous humor metabolites in primary open angle glaucoma and controls","Myer C, Perez J, Abdelrahman L, Mendez R, Khattri RB, Junk AK, Bhattacharya SK.","Exp Eye Res. 2020 May;194:108024. doi: 10.1016/j.exer.2020.108024. Epub 2020 Apr 1.","Myer C","Exp Eye Res","2020","2020/04/05","PMC7229990","NIHMS1584984","10.1016/j.exer.2020.108024"
"32199034","MetaBridge: An Integrative Multi-Omics Tool for Metabolite-Enzyme Mapping","Blimkie T, Lee AH, Hancock REW.","Curr Protoc Bioinformatics. 2020 Jun;70(1):e98. doi: 10.1002/cpbi.98.","Blimkie T","Curr Protoc Bioinformatics","2020","2020/03/22","PMC7299206","NIHMS1589485","10.1002/cpbi.98"
"32034435","Prospects and challenges of multi-omics data integration in toxicology","Canzler S, Schor J, Busch W, Schubert K, Rolle-Kampczyk UE, Seitz H, Kamp H, von Bergen M, Buesen R, Hackermüller J.","Arch Toxicol. 2020 Feb;94(2):371-388. doi: 10.1007/s00204-020-02656-y. Epub 2020 Feb 8.","Canzler S","Arch Toxicol","2020","2020/02/09","","","10.1007/s00204-020-02656-y"
"31952211","Open Data for Differential Network Analysis in Glioma","Jean-Quartier C, Jeanquartier F, Holzinger A.","Int J Mol Sci. 2020 Jan 15;21(2):547. doi: 10.3390/ijms21020547.","Jean-Quartier C","Int J Mol Sci","2020","2020/01/19","PMC7013918","","10.3390/ijms21020547"
"31891667","Omics Integration for Mitochondria Systems Biology","Hu X, Go YM, Jones DP.","Antioxid Redox Signal. 2020 Apr 20;32(12):853-872. doi: 10.1089/ars.2019.8006. Epub 2020 Feb 3.","Hu X","Antioxid Redox Signal","2020","2020/01/01","PMC7074923","","10.1089/ars.2019.8006"
"31805718","Effects of Epigallocatechin Gallate (EGCG) on Urinary Bladder Urothelial Carcinoma-Next-Generation Sequencing and Bioinformatics Approaches","Lee HY, Chen YJ, Chang WA, Li WM, Ke HL, Wu WJ, Kuo PL.","Medicina (Kaunas). 2019 Dec 1;55(12):768. doi: 10.3390/medicina55120768.","Lee HY","Medicina (Kaunas)","2019","2019/12/07","PMC6955913","","10.3390/medicina55120768"
"31608049","MicroRNAs: Fine Tuners of Monocyte Heterogeneity","Duroux-Richard I, Robin M, Peillex C, Apparailly F.","Front Immunol. 2019 Sep 23;10:2145. doi: 10.3389/fimmu.2019.02145. eCollection 2019.","Duroux-Richard I","Front Immunol","2019","2019/10/15","PMC6768098","","10.3389/fimmu.2019.02145"
"31597247","The Power of LC-MS Based Multiomics: Exploring Adipogenic Differentiation of Human Mesenchymal Stem/Stromal Cells","Rampler E, Egger D, Schoeny H, Rusz M, Pacheco MP, Marino G, Kasper C, Naegele T, Koellensperger G.","Molecules. 2019 Oct 8;24(19):3615. doi: 10.3390/molecules24193615.","Rampler E","Molecules","2019","2019/10/11","PMC6804244","","10.3390/molecules24193615"
"31546652","Steroidomics for the Prevention, Assessment, and Management of Cancers: A Systematic Review and Functional Analysis","Anh NH, Long NP, Kim SJ, Min JE, Yoon SJ, Kim HM, Yang E, Hwang ES, Park JH, Hong SS, Kwon SW.","Metabolites. 2019 Sep 21;9(10):199. doi: 10.3390/metabo9100199.","Anh NH","Metabolites","2019","2019/09/25","PMC6835899","","10.3390/metabo9100199"
"31347003","Identification and Interaction Analysis of Key Genes and MicroRNAs in Systemic Sclerosis by Bioinformatics Approaches","Sun YH, Xie M, Wu SD, Zhang J, Huang CZ.","Curr Med Sci. 2019 Aug;39(4):645-652. doi: 10.1007/s11596-019-2086-3. Epub 2019 Jul 25.","Sun YH","Curr Med Sci","2019","2019/07/27","","","10.1007/s11596-019-2086-3"
"31233141","Interactive exploration of heterogeneous biological networks with Biomine Explorer","Podpečan V, Ramšak Ž, Gruden K, Toivonen H, Lavrač N.","Bioinformatics. 2019 Dec 15;35(24):5385-5388. doi: 10.1093/bioinformatics/btz509.","Podpečan V","Bioinformatics","2019","2019/06/25","PMC6954666","","10.1093/bioinformatics/btz509"
"31212865","Expressions of HLA Class II Genes in Cutaneous Melanoma Were Associated with Clinical Outcome: Bioinformatics Approaches and Systematic Analysis of Public Microarray and RNA-Seq Datasets","Chen YY, Chang WA, Lin ES, Chen YJ, Kuo PL.","Diagnostics (Basel). 2019 Jun 12;9(2):59. doi: 10.3390/diagnostics9020059.","Chen YY","Diagnostics (Basel)","2019","2019/06/20","PMC6628136","","10.3390/diagnostics9020059"
"31173222","Pathway and network analysis of genes related to osteoporosis","Guo L, Han J, Guo H, Lv D, Wang Y.","Mol Med Rep. 2019 Aug;20(2):985-994. doi: 10.3892/mmr.2019.10353. Epub 2019 Jun 6.","Guo L","Mol Med Rep","2019","2019/06/08","PMC6625186","","10.3892/mmr.2019.10353"
"31159440","NetR and AttR, Two New Bioinformatic Tools to Integrate Diverse Datasets into Cytoscape Network and Attribute Files","Halajyan A, Weingart N, Yeahia M, Loza-Coll M.","Genes (Basel). 2019 Jun 1;10(6):423. doi: 10.3390/genes10060423.","Halajyan A","Genes (Basel)","2019","2019/06/05","PMC6628208","","10.3390/genes10060423"
"31126983","Exploiting Interdata Relationships in Next-generation Proteomics Analysis","Vitrinel B, Koh HWL, Mujgan Kar F, Maity S, Rendleman J, Choi H, Vogel C.","Mol Cell Proteomics. 2019 Aug 9;18(8 suppl 1):S5-S14. doi: 10.1074/mcp.MR118.001246. Epub 2019 May 24.","Vitrinel B","Mol Cell Proteomics","2019","2019/05/26","PMC6692783","","10.1074/mcp.MR118.001246"
"31114635","Innovative strategies for annotating the ""relationSNP"" between variants and molecular phenotypes","Miller JE, Veturi Y, Ritchie MD.","BioData Min. 2019 May 14;12:10. doi: 10.1186/s13040-019-0197-9. eCollection 2019.","Miller JE","BioData Min","2019","2019/05/23","PMC6518798","","10.1186/s13040-019-0197-9"
"30678040","Sex-Specific Proteomic Changes Induced by Genetic Deletion of Fibroblast Growth Factor 14 (FGF14), a Regulator of Neuronal Ion Channels","Sowers ML, Re JD, Wadsworth PA, Shavkunov AS, Lichti C, Zhang K, Laezza F.","Proteomes. 2019 Jan 23;7(1):5. doi: 10.3390/proteomes7010005.","Sowers ML","Proteomes","2019","2019/01/26","PMC6473632","","10.3390/proteomes7010005"
"30642095","High-Throughput Omics and Statistical Learning Integration for the Discovery and Validation of Novel Diagnostic Signatures in Colorectal Cancer","Long NP, Park S, Anh NH, Nghi TD, Yoon SJ, Park JH, Lim J, Kwon SW.","Int J Mol Sci. 2019 Jan 12;20(2):296. doi: 10.3390/ijms20020296.","Long NP","Int J Mol Sci","2019","2019/01/16","PMC6358915","","10.3390/ijms20020296"
