PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36211706","Climate change, human health, and the exposome: Utilizing OMIC technologies to navigate an era of uncertainty","Abdelzaher H, Tawfik SM, Nour A, Abdelkader S, Elbalkiny ST, Abdelkader M, Abbas WA, Abdelnaser A.","Front Public Health. 2022 Sep 21;10:973000. doi: 10.3389/fpubh.2022.973000. eCollection 2022.","Abdelzaher H","Front Public Health","2022","2022/10/10","PMC9533016","","10.3389/fpubh.2022.973000"
"36114292","A study on the association of placental and maternal urinary phthalate metabolites","Liang HW, Snyder N, Wang J, Xun X, Yin Q, LeWinn K, Carroll KN, Bush NR, Kannan K, Barrett ES, Mitchell RT, Tylavsky F, Adibi JJ.","J Expo Sci Environ Epidemiol. 2023 Mar;33(2):264-272. doi: 10.1038/s41370-022-00478-x. Epub 2022 Sep 16.","Liang HW","J Expo Sci Environ Epidemiol","2023","2022/09/16","PMC10101560","NIHMS1883235","10.1038/s41370-022-00478-x"
"36109826","Machine learning for identification of silylated derivatives from mass spectra","Ljoncheva M, Stepišnik T, Kosjek T, Džeroski S.","J Cheminform. 2022 Sep 15;14(1):62. doi: 10.1186/s13321-022-00636-1.","Ljoncheva M","J Cheminform","2022","2022/09/15","PMC9476372","","10.1186/s13321-022-00636-1"
"35208228","Metabolomics and the Multi-Omics View of Cancer","Wishart D.","Metabolites. 2022 Feb 7;12(2):154. doi: 10.3390/metabo12020154.","Wishart D","Metabolites","2022","2022/02/25","PMC8880085","","10.3390/metabo12020154"
"35055381","Multi-Omics Profiling Approach to Asthma: An Evolving Paradigm","Gautam Y, Johansson E, Mersha TB.","J Pers Med. 2022 Jan 7;12(1):66. doi: 10.3390/jpm12010066.","Gautam Y","J Pers Med","2022","2022/01/21","PMC8778153","","10.3390/jpm12010066"
"34660833","Defining the Scope of Exposome Studies and Research Needs from a Multidisciplinary Perspective","Zhang P, Carlsten C, Chaleckis R, Hanhineva K, Huang M, Isobe T, Koistinen VM, Meister I, Papazian S, Sdougkou K, Xie H, Martin JW, Rappaport SM, Tsugawa H, Walker DI, Woodruff TJ, Wright RO, Wheelock CE.","Environ Sci Technol Lett. 2021 Oct 12;8(10):839-852. doi: 10.1021/acs.estlett.1c00648. Epub 2021 Sep 7.","Zhang P","Environ Sci Technol Lett","2021","2021/10/18","PMC8515788","","10.1021/acs.estlett.1c00648"
"34576304","Applications of Adductomics in Chemically Induced Adverse Outcomes and Major Emphasis on DNA Adductomics: A Pathbreaking Tool in Biomedical Research","Behl T, Rachamalla M, Najda A, Sehgal A, Singh S, Sharma N, Bhatia S, Al-Harrasi A, Chigurupati S, Vargas-De-La-Cruz C, Hobani YH, Mohan S, Goyal A, Katyal T, Solarska E, Bungau S.","Int J Mol Sci. 2021 Sep 20;22(18):10141. doi: 10.3390/ijms221810141.","Behl T","Int J Mol Sci","2021","2021/09/28","PMC8467560","","10.3390/ijms221810141"
"34552265","Mass spectrometry-based metabolomics in microbiome investigations","Bauermeister A, Mannochio-Russo H, Costa-Lotufo LV, Jarmusch AK, Dorrestein PC.","Nat Rev Microbiol. 2022 Mar;20(3):143-160. doi: 10.1038/s41579-021-00621-9. Epub 2021 Sep 22.","Bauermeister A","Nat Rev Microbiol","2022","2021/09/23","PMC9578303","NIHMS1824907","10.1038/s41579-021-00621-9"
"34490412","Information Retrieval Using Machine Learning for Biomarker Curation in the Exposome-Explorer","Lamurias A, Jesus S, Neveu V, Salek RM, Couto FM.","Front Res Metr Anal. 2021 Aug 19;6:689264. doi: 10.3389/frma.2021.689264. eCollection 2021.","Lamurias A","Front Res Metr Anal","2021","2021/09/07","PMC8417071","","10.3389/frma.2021.689264"
"34435882","Utilizing a Biology-Driven Approach to Map the Exposome in Health and Disease: An Essential Investment to Drive the Next Generation of Environmental Discovery","Chung MK, Rappaport SM, Wheelock CE, Nguyen VK, van der Meer TP, Miller GW, Vermeulen R, Patel CJ.","Environ Health Perspect. 2021 Aug;129(8):85001. doi: 10.1289/EHP8327. Epub 2021 Aug 26.","Chung MK","Environ Health Perspect","2021","2021/08/26","PMC8388254","","10.1289/EHP8327"
"33978160","Biomarkers and Fatty Fish Intake: A Randomized Controlled Trial in Norwegian Preschool Children","Solvik BS, Øyen J, Kvestad I, Markhus MW, Ueland PM, McCann A, Strand TA.","J Nutr. 2021 Aug 7;151(8):2134-2141. doi: 10.1093/jn/nxab112.","Solvik BS","J Nutr","2021","2021/05/12","PMC8349119","","10.1093/jn/nxab112"
"33929905","Risk-Based Chemical Ranking and Generating a Prioritized Human Exposome Database","Zhao F, Li L, Chen Y, Huang Y, Keerthisinghe TP, Chow A, Dong T, Jia S, Xing S, Warth B, Huan T, Fang M.","Environ Health Perspect. 2021 Apr;129(4):47014. doi: 10.1289/EHP7722. Epub 2021 Apr 30.","Zhao F","Environ Health Perspect","2021","2021/04/30","PMC8086799","","10.1289/EHP7722"
"33614387","Unravelling the chemical exposome in cohort studies: routes explored and steps to become comprehensive","Huhn S, Escher BI, Krauss M, Scholz S, Hackermüller J, Altenburger R.","Environ Sci Eur. 2021;33(1):17. doi: 10.1186/s12302-020-00444-0. Epub 2021 Feb 11.","Huhn S","Environ Sci Eur","2021","2021/02/22","PMC7877320","","10.1186/s12302-020-00444-0"
"33431011","Review on natural products databases: where to find data in 2020","Sorokina M, Steinbeck C.","J Cheminform. 2020 Apr 3;12(1):20. doi: 10.1186/s13321-020-00424-9.","Sorokina M","J Cheminform","2020","2021/01/12","PMC7118820","","10.1186/s13321-020-00424-9"
"33423696","COCONUT online: Collection of Open Natural Products database","Sorokina M, Merseburger P, Rajan K, Yirik MA, Steinbeck C.","J Cheminform. 2021 Jan 10;13(1):2. doi: 10.1186/s13321-020-00478-9.","Sorokina M","J Cheminform","2021","2021/01/11","PMC7798278","","10.1186/s13321-020-00478-9"
"32734156","Phexpo: a package for bidirectional enrichment analysis of phenotypes and chemicals","Hawthorne C, Simpson DA, Devereux B, López-Campos G.","JAMIA Open. 2020 Jul 6;3(2):173-177. doi: 10.1093/jamiaopen/ooaa023. eCollection 2020 Jul.","Hawthorne C","JAMIA Open","2020","2020/08/01","PMC7382647","","10.1093/jamiaopen/ooaa023"
"32709911","A blood-based metabolomics test to distinguish relapsing-remitting and secondary progressive multiple sclerosis: addressing practical considerations for clinical application","Yeo T, Sealey M, Zhou Y, Saldana L, Loveless S, Claridge TDW, Robertson N, DeLuca G, Palace J, Anthony DC, Probert F.","Sci Rep. 2020 Jul 24;10(1):12381. doi: 10.1038/s41598-020-69119-3.","Yeo T","Sci Rep","2020","2020/07/26","PMC7381627","","10.1038/s41598-020-69119-3"
"32556148","FOBI: an ontology to represent food intake data and associate it with metabolomic data","Castellano-Escuder P, González-Domínguez R, Wishart DS, Andrés-Lacueva C, Sánchez-Pla A.","Database (Oxford). 2020 Jan 1;2020:baaa033. doi: 10.1093/databa/baaa033.","Castellano-Escuder P","Database (Oxford)","2020","2020/06/20","PMC7298227","","10.1093/databa/baaa033"
"31950190","PCaLiStDB: a lifestyle database for precision prevention of prostate cancer","Chen Y, Liu X, Yu Y, Yu C, Yang L, Lin Y, Xi T, Ye Z, Feng Z, Shen B.","Database (Oxford). 2020 Jan 1;2020:baz154. doi: 10.1093/database/baz154.","Chen Y","Database (Oxford)","2020","2020/01/18","PMC6966110","","10.1093/database/baz154"
"31848620","Identification of 102 Correlations between Serum Metabolites and Habitual Diet in a Metabolomics Study of the Prostate, Lung, Colorectal, and Ovarian Cancer Trial","Mazzilli KM, McClain KM, Lipworth L, Playdon MC, Sampson JN, Clish CB, Gerszten RE, Freedman ND, Moore SC.","J Nutr. 2020 Apr 1;150(4):694-703. doi: 10.1093/jn/nxz300.","Mazzilli KM","J Nutr","2020","2019/12/19","PMC7138659","","10.1093/jn/nxz300"
"31724701","Exposome-Explorer 2.0: an update incorporating candidate dietary biomarkers and dietary associations with cancer risk","Neveu V, Nicolas G, Salek RM, Wishart DS, Scalbert A.","Nucleic Acids Res. 2020 Jan 8;48(D1):D908-D912. doi: 10.1093/nar/gkz1009.","Neveu V","Nucleic Acids Res","2020","2019/11/15","PMC7145555","","10.1093/nar/gkz1009"
"31494234","The current state of omics technologies in the clinical management of asthma and allergic diseases","Donovan BM, Bastarache L, Turi KN, Zutter MM, Hartert TV.","Ann Allergy Asthma Immunol. 2019 Dec;123(6):550-557. doi: 10.1016/j.anai.2019.08.460. Epub 2019 Sep 5.","Donovan BM","Ann Allergy Asthma Immunol","2019","2019/09/09","PMC6931133","NIHMS1543658","10.1016/j.anai.2019.08.460"
"31426576","Towards Mass Spectrometry-Based Chemical Exposome: Current Approaches, Challenges, and Future Directions","Xue J, Lai Y, Liu CW, Ru H.","Toxics. 2019 Aug 18;7(3):41. doi: 10.3390/toxics7030041.","Xue J","Toxics","2019","2019/08/21","PMC6789759","","10.3390/toxics7030041"
"31386148","Perspective: Dietary Biomarkers of Intake and Exposure-Exploration with Omics Approaches","Maruvada P, Lampe JW, Wishart DS, Barupal D, Chester DN, Dodd D, Djoumbou-Feunang Y, Dorrestein PC, Dragsted LO, Draper J, Duffy LC, Dwyer JT, Emenaker NJ, Fiehn O, Gerszten RE, B Hu F, Karp RW, Klurfeld DM, Laughlin MR, Little AR, Lynch CJ, Moore SC, Nicastro HL, O'Brien DM, Ordovás JM, Osganian SK, Playdon M, Prentice R, Raftery D, Reisdorph N, Roche HM, Ross SA, Sang S, Scalbert A, Srinivas PR, Zeisel SH.","Adv Nutr. 2020 Mar 1;11(2):200-215. doi: 10.1093/advances/nmz075.","Maruvada P","Adv Nutr","2020","2019/08/07","PMC7442414","","10.1093/advances/nmz075"
"31174297","Tackling the Complexity of the Exposome: Considerations from the Gunma University Initiative for Advanced Research (GIAR) Exposome Symposium","Zhang P, Arora M, Chaleckis R, Isobe T, Jain M, Meister I, Melén E, Perzanowski M, Torta F, Wenk MR, Wheelock CE.","Metabolites. 2019 Jun 6;9(6):106. doi: 10.3390/metabo9060106.","Zhang P","Metabolites","2019","2019/06/09","PMC6631702","","10.3390/metabo9060106"
"31129888","Nutritional Metabolomics in Cancer Epidemiology: Current Trends, Challenges, and Future Directions","McGee EE, Kiblawi R, Playdon MC, Eliassen AH.","Curr Nutr Rep. 2019 Sep;8(3):187-201. doi: 10.1007/s13668-019-00279-z.","McGee EE","Curr Nutr Rep","2019","2019/05/27","","","10.1007/s13668-019-00279-z"
"31078876","Carcinogenicity assessment: Addressing the challenges of cancer and chemicals in the environment","Madia F, Worth A, Whelan M, Corvi R.","Environ Int. 2019 Jul;128:417-429. doi: 10.1016/j.envint.2019.04.067. Epub 2019 May 9.","Madia F","Environ Int","2019","2019/05/13","PMC6520474","","10.1016/j.envint.2019.04.067"
"30990472","Big Data in occupational medicine: the convergence of -omics sciences, participatory research and e-health","Dini G, Bragazzi NL, Montecucco A, Toletone A, Debarbieri N, Durando P.","Med Lav. 2019 Apr 19;110(2):102-114. doi: 10.23749/mdl.v110i2.7765.","Dini G","Med Lav","2019","2019/04/17","PMC7809972","","10.23749/mdl.v110i2.7765"
"30857166","Protein Adductomics: Methodologies for Untargeted Screening of Adducts to Serum Albumin and Hemoglobin in Human Blood Samples","Carlsson H, Rappaport SM, Törnqvist M.","High Throughput. 2019 Mar 8;8(1):6. doi: 10.3390/ht8010006.","Carlsson H","High Throughput","2019","2019/03/13","PMC6473736","","10.3390/ht8010006"
"30631320","Leveraging Multilayered ""Omics"" Data for Atopic Dermatitis: A Road Map to Precision Medicine","Ghosh D, Bernstein JA, Khurana Hershey GK, Rothenberg ME, Mersha TB.","Front Immunol. 2018 Dec 12;9:2727. doi: 10.3389/fimmu.2018.02727. eCollection 2018.","Ghosh D","Front Immunol","2018","2019/01/12","PMC6315155","","10.3389/fimmu.2018.02727"
"30102366","Computational resources associating diseases with genotypes, phenotypes and exposures","Zhang W, Zhang H, Yang H, Li M, Xie Z, Li W.","Brief Bioinform. 2019 Nov 27;20(6):2098-2115. doi: 10.1093/bib/bby071.","Zhang W","Brief Bioinform","2019","2018/08/14","PMC6954426","","10.1093/bib/bby071"
"29861790","Validation of biomarkers of food intake-critical assessment of candidate biomarkers","Dragsted LO, Gao Q, Scalbert A, Vergères G, Kolehmainen M, Manach C, Brennan L, Afman LA, Wishart DS, Andres Lacueva C, Garcia-Aloy M, Verhagen H, Feskens EJM, Praticò G.","Genes Nutr. 2018 May 30;13:14. doi: 10.1186/s12263-018-0603-9. eCollection 2018.","Dragsted LO","Genes Nutr","2018","2018/06/05","PMC5975465","","10.1186/s12263-018-0603-9"
"29484030","Guidelines for Biomarker of Food Intake Reviews (BFIRev): how to conduct an extensive literature search for biomarker of food intake discovery","Praticò G, Gao Q, Scalbert A, Vergères G, Kolehmainen M, Manach C, Brennan L, Pedapati SH, Afman LA, Wishart DS, Vázquez-Fresno R, Andres-Lacueva C, Garcia-Aloy M, Verhagen H, Feskens EJM, Dragsted LO.","Genes Nutr. 2018 Feb 20;13:3. doi: 10.1186/s12263-018-0592-8. eCollection 2018.","Praticò G","Genes Nutr","2018","2018/02/28","PMC5819202","","10.1186/s12263-018-0592-8"
"29448939","EXPOsOMICS: final policy workshop and stakeholder consultation","Turner MC, Vineis P, Seleiro E, Dijmarescu M, Balshaw D, Bertollini R, Chadeau-Hyam M, Gant T, Gulliver J, Jeong A, Kyrtopoulos S, Martuzzi M, Miller GW, Nawrot T, Nieuwenhuijsen M, Phillips DH, Probst-Hensch N, Samet J, Vermeulen R, Vlaanderen J, Vrijheid M, Wild C, Kogevinas M; EXPOsOMICS Consortium.","BMC Public Health. 2018 Feb 15;18(1):260. doi: 10.1186/s12889-018-5160-z.","Turner MC","BMC Public Health","2018","2018/02/17","PMC5815236","","10.1186/s12889-018-5160-z"
"29373992","Beyond genomics: understanding exposotypes through metabolomics","Rattray NJW, Deziel NC, Wallach JD, Khan SA, Vasiliou V, Ioannidis JPA, Johnson CH.","Hum Genomics. 2018 Jan 26;12(1):4. doi: 10.1186/s40246-018-0134-x.","Rattray NJW","Hum Genomics","2018","2018/01/28","PMC5787293","","10.1186/s40246-018-0134-x"
"29288256","Integrating tools for non-targeted analysis research and chemical safety evaluations at the US EPA","Sobus JR, Wambaugh JF, Isaacs KK, Williams AJ, McEachran AD, Richard AM, Grulke CM, Ulrich EM, Rager JE, Strynar MJ, Newton SR.","J Expo Sci Environ Epidemiol. 2018 Sep;28(5):411-426. doi: 10.1038/s41370-017-0012-y. Epub 2017 Dec 29.","Sobus JR","J Expo Sci Environ Epidemiol","2018","2017/12/31","PMC6661898","NIHMS1040805","10.1038/s41370-017-0012-y"
"29254934","Research Strategies for Nutritional and Physical Activity Epidemiology and Cancer Prevention","Mahabir S, Willett WC, Friedenreich CM, Lai GY, Boushey CJ, Matthews CE, Sinha R, Colditz GA, Rothwell JA, Reedy J, Patel AV, Leitzmann MF, Fraser GE, Ross S, Hursting SD, Abnet CC, Kushi LH, Taylor PR, Prentice RL.","Cancer Epidemiol Biomarkers Prev. 2018 Mar;27(3):233-244. doi: 10.1158/1055-9965.EPI-17-0509. Epub 2017 Dec 18.","Mahabir S","Cancer Epidemiol Biomarkers Prev","2018","2017/12/20","PMC7992195","NIHMS1678718","10.1158/1055-9965.EPI-17-0509"
"29140435","HMDB 4.0: the human metabolome database for 2018","Wishart DS, Feunang YD, Marcu A, Guo AC, Liang K, Vázquez-Fresno R, Sajed T, Johnson D, Li C, Karu N, Sayeeda Z, Lo E, Assempour N, Berjanskii M, Singhal S, Arndt D, Liang Y, Badran H, Grant J, Serra-Cayuela A, Liu Y, Mandal R, Neveu V, Pon A, Knox C, Wilson M, Manach C, Scalbert A.","Nucleic Acids Res. 2018 Jan 4;46(D1):D608-D617. doi: 10.1093/nar/gkx1089.","Wishart DS","Nucleic Acids Res","2018","2017/11/16","PMC5753273","","10.1093/nar/gkx1089"
"28983874","Towards Personal Exposures: How Technology Is Changing Air Pollution and Health Research","Larkin A, Hystad P.","Curr Environ Health Rep. 2017 Dec;4(4):463-471. doi: 10.1007/s40572-017-0163-y.","Larkin A","Curr Environ Health Rep","2017","2017/10/07","PMC5677549","NIHMS911123","10.1007/s40572-017-0163-y"
"28974991","Dietary and health biomarkers-time for an update","Dragsted LO, Gao Q, Praticò G, Manach C, Wishart DS, Scalbert A, Feskens EJM.","Genes Nutr. 2017 Sep 29;12:24. doi: 10.1186/s12263-017-0578-y. eCollection 2017.","Dragsted LO","Genes Nutr","2017","2017/10/05","PMC5622518","","10.1186/s12263-017-0578-y"
