PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37378680","Statistical considerations and database limitations in NMR-based metabolic profiling studies","Ross IL, Beardslee JA, Steil MM, Chihanga T, Kennedy MA.","Metabolomics. 2023 Jun 28;19(7):64. doi: 10.1007/s11306-023-02027-5.","Ross IL","Metabolomics","2023","2023/06/28","","","10.1007/s11306-023-02027-5"
"37378538","Defining the Roles of Pyruvate Oxidation, TCA Cycle, and Mannitol Metabolism in Methicillin-Resistant Staphylococcus aureus Catheter-Associated Urinary Tract Infection","Paudel S, Guedry S, Obernuefemann CLP, Hultgren SJ, Walker JN, Kulkarni R.","Microbiol Spectr. 2023 Aug 17;11(4):e0536522. doi: 10.1128/spectrum.05365-22. Epub 2023 Jun 28.","Paudel S","Microbiol Spectr","2023","2023/06/28","PMC10433999","","10.1128/spectrum.05365-22"
"37367881","Decrease in the Ratio proBDNF/BDNF in the Urine of Aging Female Patients with OAB","Covarrubias C, Cammisotto PG, Shamout S, Campeau L.","Metabolites. 2023 Jun 3;13(6):723. doi: 10.3390/metabo13060723.","Covarrubias C","Metabolites","2023","2023/06/27","PMC10303400","","10.3390/metabo13060723"
"37317181","Current Viewpoint on Female Urogenital Microbiome-The Cause or the Consequence?","Čeprnja M, Hadžić E, Oros D, Melvan E, Starcevic A, Zucko J.","Microorganisms. 2023 May 4;11(5):1207. doi: 10.3390/microorganisms11051207.","Čeprnja M","Microorganisms","2023","2023/06/15","PMC10224287","","10.3390/microorganisms11051207"
"37304851","Associations between the Gut Microbiota, Urinary Metabolites, and Diet in Women during the Third Trimester of Pregnancy","Haddad EN, Nel NH, Petrick LM, Kerver JM, Comstock SS.","Curr Dev Nutr. 2022 Dec 24;7(4):100025. doi: 10.1016/j.cdnut.2022.100025. eCollection 2023 Apr.","Haddad EN","Curr Dev Nutr","2022","2023/06/12","PMC10257213","","10.1016/j.cdnut.2022.100025"
"37303717","The effects of ambient temperature exposure on feline fecal metabolome","Chiu O, Tal M, Sanmugam A, Hesta M, Gomez DE, Weese JS, Verbrugghe A.","Front Vet Sci. 2023 May 26;10:1141881. doi: 10.3389/fvets.2023.1141881. eCollection 2023.","Chiu O","Front Vet Sci","2023","2023/06/12","PMC10250732","","10.3389/fvets.2023.1141881"
"37294759","Point-of-care applicable metabotyping using biofluid-specific electrospun MetaSAMPs directly amenable to ambient LA-REIMS","De Spiegeleer M, Plekhova V, Geltmeyer J, Schoolaert E, Pomian B, Singh V, Wijnant K, De Windt K, Paukku V, De Loof A, Gies I, Michels N, De Henauw S, De Graeve M, De Clerck K, Vanhaecke L.","Sci Adv. 2023 Jun 9;9(23):eade9933. doi: 10.1126/sciadv.ade9933. Epub 2023 Jun 9.","De Spiegeleer M","Sci Adv","2023","2023/06/09","PMC10256167","","10.1126/sciadv.ade9933"
"37233686","Identification of Novel Biomarkers in Late Preterm Neonates with Respiratory Distress Syndrome (RDS) Using Urinary Metabolomic Analysis","Christopoulou I, Kostopoulou E, Matzarapi K, Chasapi SA, Spyroulias GA, Varvarigou A.","Metabolites. 2023 May 9;13(5):644. doi: 10.3390/metabo13050644.","Christopoulou I","Metabolites","2023","2023/05/26","PMC10223367","","10.3390/metabo13050644"
"37233650","Urine Metabolomic Signature of People Diagnosed with Balkan Endemic Nephropathy and Other Types of Chronic Kidney Disease Compared with Healthy Subjects in Romania","Ordodi VL, Hădărugă NG, Hădărugă DI, Lukinich-Gruia AT, Mărgineanu M, Tatu CA, Păunescu V.","Metabolites. 2023 Apr 28;13(5):609. doi: 10.3390/metabo13050609.","Ordodi VL","Metabolites","2023","2023/05/26","PMC10221794","","10.3390/metabo13050609"
"37233646","Identification of Serum Metabolites as Prognostic Biomarkers Following Spinal Cord Injury: A Pilot Study","Bykowski EA, Petersson JN, Dukelow S, Ho C, Debert CT, Montina T, Metz GAS.","Metabolites. 2023 Apr 28;13(5):605. doi: 10.3390/metabo13050605.","Bykowski EA","Metabolites","2023","2023/05/26","PMC10224260","","10.3390/metabo13050605"
"37222828","UPLC-Q-TOF/MS-Based Serum Metabolomics Reveals Potential Anti-tumor Mechanism of Banxia Xiexin Decoction in Colorectal Cancer Mice","Yue YZ, Li MX, Wang XH, Qin YY, Wang YH, Tan JH, Su LL, Yan S.","Chin J Integr Med. 2023 May 24. doi: 10.1007/s11655-023-3552-0. Online ahead of print.","Yue YZ","Chin J Integr Med","2023","2023/05/24","","","10.1007/s11655-023-3552-0"
"37216157","Metabolic biomarkers in lung cancer screening and early diagnosis (Review)","Xu Y, Dong X, Qin C, Wang F, Cao W, Li J, Yu Y, Zhao L, Tan F, Chen W, Li N, He J.","Oncol Lett. 2023 May 3;25(6):265. doi: 10.3892/ol.2023.13851. eCollection 2023 Jun.","Xu Y","Oncol Lett","2023","2023/05/22","PMC10193366","","10.3892/ol.2023.13851"
"37189669","Urinary Biomarkers and Point-of-Care Urinalysis Devices for Early Diagnosis and Management of Disease: A Review","Sequeira-Antunes B, Ferreira HA.","Biomedicines. 2023 Mar 29;11(4):1051. doi: 10.3390/biomedicines11041051.","Sequeira-Antunes B","Biomedicines","2023","2023/05/16","PMC10135468","","10.3390/biomedicines11041051"
"37179982","Trends in Population-Based Studies: Molecular and Digital Epidemiology (Review)","Denisov NS, Kamenskikh EM, Fedorova OS.","Sovrem Tekhnologii Med. 2022;14(4):60-70. doi: 10.17691/stm2022.14.4.07. Epub 2022 Jul 29.","Denisov NS","Sovrem Tekhnologii Med","2022","2023/05/14","PMC10171044","","10.17691/stm2022.14.4.07"
"37145190","Advances in testing for sample manipulation in clinical and forensic toxicology - Part A: urine samples","Wissenbach DK, Steuer AE.","Anal Bioanal Chem. 2023 Sep;415(21):5101-5115. doi: 10.1007/s00216-023-04711-w. Epub 2023 May 5.","Wissenbach DK","Anal Bioanal Chem","2023","2023/05/05","PMC10404192","","10.1007/s00216-023-04711-w"
"37131436","A validated HPLC-MS/MS method for simultaneously analyzing curcumin, demethoxycurcumin, bisdemethoxycurcumin, tetra-hydrocurcumin and piperine in human plasma, urine or feces","Kroon MAGM, van Laarhoven HWM, Swart EL, Kemper EM, van Tellingen O.","Heliyon. 2023 Apr 20;9(5):e15540. doi: 10.1016/j.heliyon.2023.e15540. eCollection 2023 May.","Kroon MAGM","Heliyon","2023","2023/05/03","PMC10149208","","10.1016/j.heliyon.2023.e15540"
"37110237","Urinary (1)H NMR Metabolomic Analysis of Prenatal Maternal Stress Due to a Natural Disaster Reveals Metabolic Risk Factors for Non-Communicable Diseases: The QF2011 Queensland Flood Study","Heynen JP, McHugh RR, Boora NS, Simcock G, Kildea S, Austin MP, Laplante DP, King S, Montina T, Metz GAS.","Metabolites. 2023 Apr 21;13(4):579. doi: 10.3390/metabo13040579.","Heynen JP","Metabolites","2023","2023/04/28","PMC10145263","","10.3390/metabo13040579"
"36996097","Detection of cytological abnormalities in urothelial cells from individuals previously exposed or currently infected with Schistosoma haematobium","Smith-Togobo C, Mprah R, Yeboah EA, Anyidoho HK, Asigbe D, Afernorfe JK, Ayroe F, Duedu KO.","PLoS One. 2023 Mar 30;18(3):e0278202. doi: 10.1371/journal.pone.0278202. eCollection 2023.","Smith-Togobo C","PLoS One","2023","2023/03/30","PMC10062559","","10.1371/journal.pone.0278202"
"36994515","Liver metabolomic characteristics in three different rat models of deficiency based on ultra-performance liquid chromatography coupled to quadrupole time-of-flight mass spectrometry","Xingyao HU, Hongning L, Xiaojun Y, Zhong C, Liu FU, Ge L, Xuan C, Guangbin S.","J Tradit Chin Med. 2023 Apr;43(2):274-285. doi: 10.19852/j.cnki.jtcm.20230201.001.","Xingyao HU","J Tradit Chin Med","2023","2023/03/30","PMC10012192","","10.19852/j.cnki.jtcm.20230201.001"
"36984819","Saliva Metabolomic Profile in Dental Medicine Research: A Narrative Review","Tzimas K, Pappa E.","Metabolites. 2023 Mar 3;13(3):379. doi: 10.3390/metabo13030379.","Tzimas K","Metabolites","2023","2023/03/29","PMC10052075","","10.3390/metabo13030379"
"36920530","Simple, fast and inexpensive quantification of glycolate in the urine of patients with primary hyperoxaluria type 1","Boehm T, Martin-Higueras C, Friesser E, Zitta C, Wallner S, Walli A, Kovacevic K, Hubmann H, Klavins K, Macheroux P, Hoppe B, Jilma B.","Urolithiasis. 2023 Mar 15;51(1):49. doi: 10.1007/s00240-023-01426-6.","Boehm T","Urolithiasis","2023","2023/03/15","PMC10017573","","10.1007/s00240-023-01426-6"
"36798943","Acute effects of moderate vs. vigorous endurance exercise on urinary metabolites in healthy, young, physically active men-A multi-platform metabolomics approach","Kistner S, Mack CI, Rist MJ, Krüger R, Egert B, Biniaminov N, Engelbert AK, Seifert S, Dörr C, Ferrario PG, Neumann R, Altmann S, Bub A.","Front Physiol. 2023 Jan 30;14:1028643. doi: 10.3389/fphys.2023.1028643. eCollection 2023.","Kistner S","Front Physiol","2023","2023/02/17","PMC9927024","","10.3389/fphys.2023.1028643"
"36756157","(1)H NMR-based metabolomics of paired tissue, serum and urine samples reveals an optimized panel of biofluids metabolic biomarkers for esophageal cancer","Ouyang T, Ma C, Zhao Y, Ye W, Zhao J, Cai R, Zhang H, Zheng P, Lin Y.","Front Oncol. 2023 Jan 23;13:1082841. doi: 10.3389/fonc.2023.1082841. eCollection 2023.","Ouyang T","Front Oncol","2023","2023/02/09","PMC9900168","","10.3389/fonc.2023.1082841"
"36694097","A metabolic readout of the urine metabolome of COVID-19 patients","Marhuenda-Egea FC, Narro-Serrano J, Shalabi-Benavent MJ, Álamo-Marzo JM, Amador-Prous C, Algado-Rabasa JT, Garijo-Saiz AM, Marco-Escoto M.","Metabolomics. 2023 Jan 24;19(2):7. doi: 10.1007/s11306-023-01971-6.","Marhuenda-Egea FC","Metabolomics","2023","2023/01/24","PMC9873393","","10.1007/s11306-023-01971-6"
"36681678","Application of metabolomics in urolithiasis: the discovery and usage of succinate","Zhang XZ, Lei XX, Jiang YL, Zhao LM, Zou CY, Bai YJ, Li YX, Wang R, Li QJ, Chen QZ, Fan MH, Song YT, Zhang WQ, Zhang Y, Li-Ling J, Xie HQ.","Signal Transduct Target Ther. 2023 Jan 21;8(1):41. doi: 10.1038/s41392-023-01311-z.","Zhang XZ","Signal Transduct Target Ther","2023","2023/01/21","PMC9867757","","10.1038/s41392-023-01311-z"
"36675106","GC-MS Techniques Investigating Potential Biomarkers of Dying in the Last Weeks with Lung Cancer","Chapman EA, Baker J, Aggarwal P, Hughes DM, Nwosu AC, Boyd MT, Mayland CR, Mason S, Ellershaw J, Probert CS, Coyle S.","Int J Mol Sci. 2023 Jan 13;24(2):1591. doi: 10.3390/ijms24021591.","Chapman EA","Int J Mol Sci","2023","2023/01/21","PMC9867309","","10.3390/ijms24021591"
"36626573","NMR Discrimination of d- and l-α-Amino Acids at Submicromolar Concentration via Parahydrogen-Induced Hyperpolarization","Dreisewerd L, Aspers RLEG, Feiters MC, Rutjes FPJT, Tessari M.","J Am Chem Soc. 2023 Jan 25;145(3):1518-1523. doi: 10.1021/jacs.2c11285. Epub 2023 Jan 10.","Dreisewerd L","J Am Chem Soc","2023","2023/01/10","PMC9880991","","10.1021/jacs.2c11285"
"36581064","Characterization and engineering of branched short-chain dicarboxylate metabolism in Pseudomonas reveals resistance to fungal 2-hydroxyparaconate","de Witt J, Ernst P, Gätgens J, Noack S, Hiller D, Wynands B, Wierckx N.","Metab Eng. 2023 Jan;75:205-216. doi: 10.1016/j.ymben.2022.12.008. Epub 2022 Dec 26.","de Witt J","Metab Eng","2023","2022/12/29","PMC9875883","","10.1016/j.ymben.2022.12.008"
"36557259","Microbiome and Metabolome Insights into the Role of the Gastrointestinal-Brain Axis in Parkinson's and Alzheimer's Disease: Unveiling Potential Therapeutic Targets","Zacharias HU, Kaleta C, Cossais F, Schaeffer E, Berndt H, Best L, Dost T, Glüsing S, Groussin M, Poyet M, Heinzel S, Bang C, Siebert L, Demetrowitsch T, Leypoldt F, Adelung R, Bartsch T, Bosy-Westphal A, Schwarz K, Berg D.","Metabolites. 2022 Dec 5;12(12):1222. doi: 10.3390/metabo12121222.","Zacharias HU","Metabolites","2022","2022/12/23","PMC9786685","","10.3390/metabo12121222"
"36530463","A new limit for blood metabolite analysis using (1)H NMR spectroscopy","Nagana Gowda GA, Pascua V, Raftery D.","J Magn Reson Open. 2022 Dec;12-13:100082. doi: 10.1016/j.jmro.2022.100082. Epub 2022 Nov 15.","Nagana Gowda GA","J Magn Reson Open","2022","2022/12/19","PMC9757760","NIHMS1856615","10.1016/j.jmro.2022.100082"
"36505887","Ethnicity Associated Microbial and Metabonomic Profiling in Newly Diagnosed Ulcerative Colitis","Misra R, Sarafian M, Pechlivanis A, Ding N, Miguens-Blanco J, McDonald J, Holmes E, Marchesi J, Arebi N.","Clin Exp Gastroenterol. 2022 Dec 5;15:199-212. doi: 10.2147/CEG.S371965. eCollection 2022.","Misra R","Clin Exp Gastroenterol","2022","2022/12/12","PMC9733448","","10.2147/CEG.S371965"
"36463336","Urinalysis of individuals with renal hyperfiltration using ATR-FTIR spectroscopy","Kurultak İ, Sarigul N, Kodal NS, Korkmaz F.","Sci Rep. 2022 Dec 3;12(1):20887. doi: 10.1038/s41598-022-25535-1.","Kurultak İ","Sci Rep","2022","2022/12/03","PMC9719484","","10.1038/s41598-022-25535-1"
"36432479","Serum and Urine Metabolites in Healthy Men after Consumption of Acidified Milk and Yogurt","Bütikofer U, Badertscher R, Blaser-Freiburghaus C, Fuchsmann P, Tena Stern M, Kuert PA, Pimentel G, Burton-Pimentel KJ, Vionnet N, Vergères G.","Nutrients. 2022 Nov 12;14(22):4794. doi: 10.3390/nu14224794.","Bütikofer U","Nutrients","2022","2022/11/26","PMC9698558","","10.3390/nu14224794"
"36410712","Effect of Acylated and Nonacylated Anthocyanins on Urine Metabolic Profile during the Development of Type 2 Diabetes in Zucker Diabetic Fatty Rats","Chen K, Wei X, Zhang J, Kortesniemi M, Zhang Y, Yang B.","J Agric Food Chem. 2022 Dec 7;70(48):15143-15156. doi: 10.1021/acs.jafc.2c06802. Epub 2022 Nov 21.","Chen K","J Agric Food Chem","2022","2022/11/21","PMC9732871","","10.1021/acs.jafc.2c06802"
"36386292","Early diagnosis of bladder cancer by photoacoustic imaging of tumor-targeted gold nanorods","Alchera E, Monieri M, Maturi M, Locatelli I, Locatelli E, Tortorella S, Sacchi A, Corti A, Nebuloni M, Lucianò R, Pederzoli F, Montorsi F, Salonia A, Meyer S, Jose J, Giustetto P, Franchini MC, Curnis F, Alfano M.","Photoacoustics. 2022 Aug 30;28:100400. doi: 10.1016/j.pacs.2022.100400. eCollection 2022 Dec.","Alchera E","Photoacoustics","2022","2022/11/17","PMC9649962","","10.1016/j.pacs.2022.100400"
"36355220","Metabolomics and NMR","McKay RT.","Handb Exp Pharmacol. 2023;277:73-116. doi: 10.1007/164_2022_616.","McKay RT","Handb Exp Pharmacol","2023","2022/11/10","","","10.1007/164_2022_616"
"36355128","Identification of Candidate Salivary, Urinary and Serum Metabolic Biomarkers for High Litter Size Potential in Sows (Sus scrofa)","Fletcher L, Akhtar N, Zhan X, Jafarikia M, Sullivan BP, Huber LA, Li J.","Metabolites. 2022 Oct 30;12(11):1045. doi: 10.3390/metabo12111045.","Fletcher L","Metabolites","2022","2022/11/10","PMC9697495","","10.3390/metabo12111045"
"36347934","Exposure forecasting - ExpoCast - for data-poor chemicals in commerce and the environment","Wambaugh JF, Rager JE.","J Expo Sci Environ Epidemiol. 2022 Nov;32(6):783-793. doi: 10.1038/s41370-022-00492-z. Epub 2022 Nov 8.","Wambaugh JF","J Expo Sci Environ Epidemiol","2022","2022/11/08","PMC9742338","NIHMS1844564","10.1038/s41370-022-00492-z"
"36346168","The Effect of Night Shifts on 24-h Rhythms in the Urinary Metabolome of Police Officers on a Rotating Work Schedule","Kervezee L, Koshy A, Cermakian N, Boivin DB.","J Biol Rhythms. 2023 Feb;38(1):64-76. doi: 10.1177/07487304221132088. Epub 2022 Nov 8.","Kervezee L","J Biol Rhythms","2023","2022/11/08","PMC9902972","","10.1177/07487304221132088"
"36308549","Quantitative NMR Methods in Metabolomics","Nagana Gowda GA, Raftery D.","Handb Exp Pharmacol. 2023;277:143-164. doi: 10.1007/164_2022_612.","Nagana Gowda GA","Handb Exp Pharmacol","2023","2022/10/29","PMC9992124","NIHMS1868181","10.1007/164_2022_612"
"36302160","Automated Segmented-Flow Analysis - NMR with a Novel Fluoropolymer Flow Cell for High-Throughput Screening","Wouters B, Miggiels P, Bezemer R, van der Cruijsen EAW, van Leeuwen E, Gauvin J, Houben K, Babu Sai Sankar Gupta K, Zuijdwijk P, Harms A, Carvalho de Souza A, Hankemeier T.","Anal Chem. 2022 Nov 8;94(44):15350-15358. doi: 10.1021/acs.analchem.2c03038. Epub 2022 Oct 27.","Wouters B","Anal Chem","2022","2022/10/27","PMC9647699","","10.1021/acs.analchem.2c03038"
"36295894","Cluster Analysis Statistical Spectroscopy for the Identification of Metabolites in (1)H NMR Metabolomics","Heinzmann SS, Waldenberger M, Peters A, Schmitt-Kopplin P.","Metabolites. 2022 Oct 19;12(10):992. doi: 10.3390/metabo12100992.","Heinzmann SS","Metabolites","2022","2022/10/27","PMC9607017","","10.3390/metabo12100992"
"36290606","Kynurenine Pathway of Tryptophan Metabolism Is Associated with Hospital Mortality in Patients with Acute Respiratory Distress Syndrome: A Prospective Cohort Study","Chiu LC, Tang HY, Fan CM, Lo CJ, Hu HC, Kao KC, Cheng ML.","Antioxidants (Basel). 2022 Sep 23;11(10):1884. doi: 10.3390/antiox11101884.","Chiu LC","Antioxidants (Basel)","2022","2022/10/27","PMC9598717","","10.3390/antiox11101884"
"36271165","Practical Aspects of NMR-Based Metabolomics","Wishart DS, Rout M, Lee BL, Berjanskii M, LeVatte M, Lipfert M.","Handb Exp Pharmacol. 2023;277:1-41. doi: 10.1007/164_2022_613.","Wishart DS","Handb Exp Pharmacol","2023","2022/10/21","","","10.1007/164_2022_613"
"36255398","Biochemical studies highlight determinants for metal selectivity in the Escherichia coli periplasmic solute binding protein NikA","Law WWH, Kanelis V, Zamble DB.","Metallomics. 2022 Nov 17;14(11):mfac084. doi: 10.1093/mtomcs/mfac084.","Law WWH","Metallomics","2022","2022/10/18","PMC9671101","","10.1093/mtomcs/mfac084"
"36237188","Related factors based on non-targeted metabolomics methods in minor ischaemic stroke","Chen C, Qiao X, Guo J, Yang T, Wang M, Ma Y, Zhao S, Ding L, Liu H, Wang J.","Front Endocrinol (Lausanne). 2022 Sep 14;13:952918. doi: 10.3389/fendo.2022.952918. eCollection 2022.","Chen C","Front Endocrinol (Lausanne)","2022","2022/10/14","PMC9552842","","10.3389/fendo.2022.952918"
"36232473","Urine NMR Metabolomics for Precision Oncology in Colorectal Cancer","Brezmes J, Llambrich M, Cumeras R, Gumà J.","Int J Mol Sci. 2022 Sep 22;23(19):11171. doi: 10.3390/ijms231911171.","Brezmes J","Int J Mol Sci","2022","2022/10/14","PMC9569997","","10.3390/ijms231911171"
"36144224","Urinary Levels of miR-491-5p and miR-592 as Potential Diagnostic Biomarkers in Female Aging Patients with OAB: A Pilot Study","Cammisotto PG, Mossa AH, Shamout S, Campeau L.","Metabolites. 2022 Aug 31;12(9):820. doi: 10.3390/metabo12090820.","Cammisotto PG","Metabolites","2022","2022/09/23","PMC9501158","","10.3390/metabo12090820"
"36140585","A Comprehensive 2D-LC/MS/MS Profile of the Normal Human Urinary Metabolome","Xu J, Zheng S, Li M, Liu X, Sun H, Guo Z, Wei J, Jia L, Sun W.","Diagnostics (Basel). 2022 Sep 9;12(9):2184. doi: 10.3390/diagnostics12092184.","Xu J","Diagnostics (Basel)","2022","2022/09/23","PMC9497905","","10.3390/diagnostics12092184"
"36119867","Metabolic impact of infant formulas in young infants. An outlook from the urine metabolome","Calvo Barbosa AM, Casallas Cortes S, Pulido N, Parra MY, Rodríguez-López A, Guevara-Morales J, Echeverri-Peña OY.","Heliyon. 2022 Aug 28;8(9):e10432. doi: 10.1016/j.heliyon.2022.e10432. eCollection 2022 Sep.","Calvo Barbosa AM","Heliyon","2022","2022/09/19","PMC9475274","","10.1016/j.heliyon.2022.e10432"
"36080134","Quantification of Gut Microbiota Dysbiosis-Related Organic Acids in Human Urine Using LC-MS/MS","Lee YT, Huang SQ, Lin CH, Pao LH, Chiu CH.","Molecules. 2022 Aug 23;27(17):5363. doi: 10.3390/molecules27175363.","Lee YT","Molecules","2022","2022/09/09","PMC9457824","","10.3390/molecules27175363"
"36016810","Non-invasive cancer detection in canine urine through Caenorhabditis elegans chemotaxis","Namgong C, Kim JH, Lee MH, Midkiff D.","Front Vet Sci. 2022 Aug 9;9:932474. doi: 10.3389/fvets.2022.932474. eCollection 2022.","Namgong C","Front Vet Sci","2022","2022/08/26","PMC9396970","","10.3389/fvets.2022.932474"
"36014922","Associations of Diet with Urinary Trimethylamine-N-Oxide (TMAO) and Its Precursors among Free-Living 10-Year-Old Children: Data from SMBCS","Dai Y, Zhang J, Wang Z, Xu S, Zhang Q, Duan Z, Tan R, Qi X, Guo J, Chang X, Wu C, Zhou Z.","Nutrients. 2022 Aug 19;14(16):3419. doi: 10.3390/nu14163419.","Dai Y","Nutrients","2022","2022/08/26","PMC9413070","","10.3390/nu14163419"
"36014800","Anti-Inflammatory Diet Prevents Subclinical Colonic Inflammation and Alters Metabolomic Profile of Ulcerative Colitis Patients in Clinical Remission","Keshteli AH, Valcheva R, Nickurak C, Park H, Mandal R, van Diepen K, Kroeker KI, van Zanten SV, Halloran B, Wishart DS, Madsen KL, Dieleman LA.","Nutrients. 2022 Aug 11;14(16):3294. doi: 10.3390/nu14163294.","Keshteli AH","Nutrients","2022","2022/08/26","PMC9414437","","10.3390/nu14163294"
"36012682","Multi-Omics Studies Unveil Extraciliary Functions of BBS10 and Show Metabolic Aberrations Underlying Renal Disease in Bardet-Biedl Syndrome","Marchese E, Caterino M, Fedele R, Pirozzi F, Cevenini A, Gupta N, Ingrosso D, Perna A, Capasso G, Ruoppolo M, Zacchia M.","Int J Mol Sci. 2022 Aug 20;23(16):9420. doi: 10.3390/ijms23169420.","Marchese E","Int J Mol Sci","2022","2022/08/26","PMC9409368","","10.3390/ijms23169420"
"36005617","(1)H NMR Urinary Metabolomic Analysis in Older Adults after Hip Fracture Surgery May Provide Valuable Information for Patient Profiling-A Preliminary Investigation","Douzi W, Bon D, Suikkanen S, Soukkio P, Boildieu N, Nenonen A, Hupli M, Kukkonen-Harjula K, Dugué B.","Metabolites. 2022 Aug 12;12(8):744. doi: 10.3390/metabo12080744.","Douzi W","Metabolites","2022","2022/08/25","PMC9415398","","10.3390/metabo12080744"
