PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37096060","Knowledge Mapping of Drug Repositioning's Theme and Development","Lang X, Liu J, Zhang G, Feng X, Dan W.","Drug Des Devel Ther. 2023 Apr 18;17:1157-1174. doi: 10.2147/DDDT.S405906. eCollection 2023.","Lang X","Drug Des Devel Ther","2023","2023/04/25","PMC10122475","","10.2147/DDDT.S405906"
"37003741","Modern semiempirical electronic structure methods and machine learning potentials for drug discovery: Conformers, tautomers, and protonation states","Zeng J, Tao Y, Giese TJ, York DM.","J Chem Phys. 2023 Mar 28;158(12):124110. doi: 10.1063/5.0139281.","Zeng J","J Chem Phys","2023","2023/04/01","PMC10052497","","10.1063/5.0139281"
"36970371","A study on the cellular and cytotoxic effects of S and Se heterocycles on the myeloid leukemia cell line PLB-985","Auld N, Flood K, Kesharwani T, Cavnar PJ.","Phosphorus Sulfur Silicon Relat Elem. 2022;197(8):876-884. doi: 10.1080/10426507.2022.2085272. Epub 2022 Jun 9.","Auld N","Phosphorus Sulfur Silicon Relat Elem","2022","2023/03/27","PMC10035560","NIHMS1837633","10.1080/10426507.2022.2085272"
"36943579","Combination of furosemide, gold, and dopamine as a potential therapy for breast cancer","Wang Z, Mehmood A, Yao J, Zhang H, Wang L, Al-Shehri M, Kaushik AC, Wei DQ.","Funct Integr Genomics. 2023 Mar 21;23(2):94. doi: 10.1007/s10142-023-01007-1.","Wang Z","Funct Integr Genomics","2023","2023/03/21","","","10.1007/s10142-023-01007-1"
"36843944","Promotion of colorectal cancer cell death by ezetimibe via mTOR signaling-dependent mitochondrial dysfunction","Zheng Y, Yang W, Jia Y, Ji J, Wu L, Feng J, Li Y, Cheng Z, Zhang J, Li J, Dai W, Xu X, Wu J, Zhou Y, Guo C.","Front Pharmacol. 2023 Feb 7;14:1081980. doi: 10.3389/fphar.2023.1081980. eCollection 2023.","Zheng Y","Front Pharmacol","2023","2023/02/27","PMC9946110","","10.3389/fphar.2023.1081980"
"36809500","Challenges and Perspectives in Target Identification and Mechanism Illustration for Chinese Medicine","Guo XX, An S, Bao F, Xu TR.","Chin J Integr Med. 2023 Jul;29(7):644-654. doi: 10.1007/s11655-023-3629-9. Epub 2023 Feb 21.","Guo XX","Chin J Integr Med","2023","2023/02/22","","","10.1007/s11655-023-3629-9"
"36768566","Guiding Drug Repositioning for Cancers Based on Drug Similarity Networks","Qin S, Li W, Yu H, Xu M, Li C, Fu L, Sun S, He Y, Lv J, He W, Chen L.","Int J Mol Sci. 2023 Jan 23;24(3):2244. doi: 10.3390/ijms24032244.","Qin S","Int J Mol Sci","2023","2023/02/11","PMC9917231","","10.3390/ijms24032244"
"36760992","Molecular mechanisms of the Guizhi decoction on osteoarthritis based on an integrated network pharmacology and RNA sequencing approach with experimental validation","Chen Y, Xue Y, Wang X, Jiang D, Xu Q, Wang L, Zheng Y, Shi Y, Cao Y.","Front Genet. 2023 Jan 25;14:1079631. doi: 10.3389/fgene.2023.1079631. eCollection 2023.","Chen Y","Front Genet","2023","2023/02/10","PMC9905689","","10.3389/fgene.2023.1079631"
"36741908","Tanshinone IIA Inhibits Triple-Negative Breast Cancer Cells MDA-MB-231 via G Protein-Coupled Estrogen Receptor- (GPER-) Dependent Signaling Pathway","He Y, Yang K, Liu J, Shi D, Zhang Z, Yang J, Chen M, Zhao P.","Dis Markers. 2023 Jan 27;2023:8371623. doi: 10.1155/2023/8371623. eCollection 2023.","He Y","Dis Markers","2023","2023/02/06","PMC9897920","","10.1155/2023/8371623"
"36713317","A chemoproteoinformatics approach demonstrates that aspirin increases sensitivity to MEK inhibition by directly binding to RPS5","Watanabe M, Boku S, Kobayashi K, Kurumida Y, Sukeno M, Masuda M, Mizushima K, Kato C, Iizumi Y, Hirota K, Naito Y, Mutoh M, Kameda T, Sakai T.","PNAS Nexus. 2022 May 16;1(2):pgac059. doi: 10.1093/pnasnexus/pgac059. eCollection 2022 May.","Watanabe M","PNAS Nexus","2022","2023/01/30","PMC9802315","","10.1093/pnasnexus/pgac059"
"36701288","A dual graph neural network for drug-drug interactions prediction based on molecular structure and interactions","Ma M, Lei X.","PLoS Comput Biol. 2023 Jan 26;19(1):e1010812. doi: 10.1371/journal.pcbi.1010812. eCollection 2023 Jan.","Ma M","PLoS Comput Biol","2023","2023/01/26","PMC9879511","","10.1371/journal.pcbi.1010812"
"36696673","QDπ: A Quantum Deep Potential Interaction Model for Drug Discovery","Zeng J, Tao Y, Giese TJ, York DM.","J Chem Theory Comput. 2023 Feb 28;19(4):1261-1275. doi: 10.1021/acs.jctc.2c01172. Epub 2023 Jan 25.","Zeng J","J Chem Theory Comput","2023","2023/01/25","PMC9992268","NIHMS1869206","10.1021/acs.jctc.2c01172"
"36687573","LGBMDF: A cascade forest framework with LightGBM for predicting drug-target interactions","Peng Y, Zhao S, Zeng Z, Hu X, Yin Z.","Front Microbiol. 2023 Jan 5;13:1092467. doi: 10.3389/fmicb.2022.1092467. eCollection 2022.","Peng Y","Front Microbiol","2023","2023/01/23","PMC9849804","","10.3389/fmicb.2022.1092467"
"36671465","The Anti-Cancer Activity of Pentamidine and Its Derivatives (WLC-4059) Is through Blocking the Interaction between S100A1 and RAGE V Domain","Parveen N, Chiu WJ, Shen LC, Chou RH, Sun CM, Yu C.","Biomolecules. 2022 Dec 30;13(1):81. doi: 10.3390/biom13010081.","Parveen N","Biomolecules","2022","2023/01/21","PMC9856166","","10.3390/biom13010081"
"36594024","Synthesize heterogeneous biological knowledge via representation learning for Alzheimer's disease drug repurposing","Hsieh KL, Plascencia-Villa G, Lin KH, Perry G, Jiang X, Kim Y.","iScience. 2022 Nov 26;26(1):105678. doi: 10.1016/j.isci.2022.105678. eCollection 2023 Jan 20.","Hsieh KL","iScience","2022","2023/01/03","PMC9804117","","10.1016/j.isci.2022.105678"
"36581822","Graph regularized non-negative matrix factorization with prior knowledge consistency constraint for drug-target interactions prediction","Zhang J, Xie M.","BMC Bioinformatics. 2022 Dec 29;23(1):564. doi: 10.1186/s12859-022-05119-6.","Zhang J","BMC Bioinformatics","2022","2022/12/29","PMC9798666","","10.1186/s12859-022-05119-6"
"36532774","Detecting potential mechanism of vitamin D in treating rheumatoid arthritis based on network pharmacology and molecular docking","Xu X, Luo H, Chen Q, Wang Z, Chen X, Li X, Chen H, Wang M, Xu Y, Dai M, Wang J, Huang X, Wu B, Li Y.","Front Pharmacol. 2022 Nov 30;13:1047061. doi: 10.3389/fphar.2022.1047061. eCollection 2022.","Xu X","Front Pharmacol","2022","2022/12/19","PMC9749856","","10.3389/fphar.2022.1047061"
"36494855","Predicting chemical structure using reinforcement learning with a stack-augmented conditional variational autoencoder","Kim H, Ko S, Kim BJ, Ryu SJ, Ahn J.","J Cheminform. 2022 Dec 9;14(1):83. doi: 10.1186/s13321-022-00666-9.","Kim H","J Cheminform","2022","2022/12/10","PMC9733204","","10.1186/s13321-022-00666-9"
"36463310","Introducing ligand GA, a genetic algorithm molecular tool for automated protein inhibitor design","Chalmers G.","Sci Rep. 2022 Dec 3;12(1):20877. doi: 10.1038/s41598-022-22281-2.","Chalmers G","Sci Rep","2022","2022/12/03","PMC9719503","","10.1038/s41598-022-22281-2"
"36462892","Deep variational graph autoencoders for novel host-directed therapy options against COVID-19","Ray S, Lall S, Mukhopadhyay A, Bandyopadhyay S, Schönhuth A.","Artif Intell Med. 2022 Dec;134:102418. doi: 10.1016/j.artmed.2022.102418. Epub 2022 Oct 13.","Ray S","Artif Intell Med","2022","2022/12/03","PMC9556806","","10.1016/j.artmed.2022.102418"
"36458814","Inhibition of mutant RAS-RAF interaction by mimicking structural and dynamic properties of phosphorylated RAS","Ilter M, Kasmer R, Jalalypour F, Atilgan C, Topcu O, Karakas N, Sensoy O.","Elife. 2022 Dec 2;11:e79747. doi: 10.7554/eLife.79747.","Ilter M","Elife","2022","2022/12/02","PMC9762712","","10.7554/eLife.79747"
"36401273","Exploring the pharmacological mechanism of Shengjing capsule on male infertility by a network pharmacology approach","Wang M, Wang Q, Jiang H, Du Y, Zhang X.","BMC Complement Med Ther. 2022 Nov 18;22(1):299. doi: 10.1186/s12906-022-03774-z.","Wang M","BMC Complement Med Ther","2022","2022/11/19","PMC9675225","","10.1186/s12906-022-03774-z"
"36388077","Use of Electronic Health Records to Identify Exposure-Response Relationships in Critically Ill Children: An Example of Midazolam and Delirium","Zimmerman KO, Spears TG, Cobbaert M, Boakye-Agyeman F, Wu H, Cohen-Wolkowiez M, Watt KM, Benjamin DK Jr, Becker ML, Traube C, Smith PB.","J Pediatr Intensive Care. 2021 Mar 17;11(4):300-307. doi: 10.1055/s-0041-1725148. eCollection 2022 Dec.","Zimmerman KO","J Pediatr Intensive Care","2021","2022/11/17","PMC9649289","","10.1055/s-0041-1725148"
"36380384","MDDI-SCL: predicting multi-type drug-drug interactions via supervised contrastive learning","Lin S, Chen W, Chen G, Zhou S, Wei DQ, Xiong Y.","J Cheminform. 2022 Nov 15;14(1):81. doi: 10.1186/s13321-022-00659-8.","Lin S","J Cheminform","2022","2022/11/16","PMC9667597","","10.1186/s13321-022-00659-8"
"36374045","Using reported pathogenic variants to identify therapeutic opportunities for genetic diseases","Ressler AK, Goldstein DB.","Mol Genet Genomic Med. 2023 Jan;11(1):e2097. doi: 10.1002/mgg3.2097. Epub 2022 Nov 14.","Ressler AK","Mol Genet Genomic Med","2023","2022/11/14","PMC9834146","","10.1002/mgg3.2097"
"36361906","Dual Inhibitors of AChE and BACE-1 for Reducing Aβ in Alzheimer's Disease: From In Silico to In Vivo","Stern N, Gacs A, Tátrai E, Flachner B, Hajdú I, Dobi K, Bágyi I, Dormán G, Lőrincz Z, Cseh S, Kígyós A, Tóvári J, Goldblum A.","Int J Mol Sci. 2022 Oct 28;23(21):13098. doi: 10.3390/ijms232113098.","Stern N","Int J Mol Sci","2022","2022/11/11","PMC9655245","","10.3390/ijms232113098"
"36328750","The applications of deep learning algorithms on in silico druggable proteins identification","Yu L, Xue L, Liu F, Li Y, Jing R, Luo J.","J Adv Res. 2022 Nov;41:219-231. doi: 10.1016/j.jare.2022.01.009. Epub 2022 Jan 22.","Yu L","J Adv Res","2022","2022/11/03","PMC9637576","","10.1016/j.jare.2022.01.009"
"36296578","Tools to Alleviate the Drug Resistance in Mycobacterium tuberculosis","Rabaan AA, Mutair AA, Albayat H, Alotaibi J, Sulaiman T, Aljeldah M, Shammari BRA, Alfaraj AH, Al Fares MA, Alwarthan S, Binjomah AZ, Alzahrani MS, Alhani HM, Almogbel MS, Abuzaid AA, Alqurainees G, Al Ibrahim F, Alhaddad AH, Alfaresi M, Al-Baghli N, Alhumaid S.","Molecules. 2022 Oct 17;27(20):6985. doi: 10.3390/molecules27206985.","Rabaan AA","Molecules","2022","2022/10/27","PMC9606950","","10.3390/molecules27206985"
"36291570","Glycosylated Flavonoid Compounds as Potent CYP121 Inhibitors of Mycobacterium tuberculosis","Bajrai LH, Khateb AM, Alawi MM, Felemban HR, Sindi AA, Dwivedi VD, Azhar EI.","Biomolecules. 2022 Sep 23;12(10):1356. doi: 10.3390/biom12101356.","Bajrai LH","Biomolecules","2022","2022/10/27","PMC9599785","","10.3390/biom12101356"
"36278175","Novel active compounds and the anti-diabetic mechanism of mulberry leaves","Lv Q, Lin J, Wu X, Pu H, Guan Y, Xiao P, He C, Jiang B.","Front Pharmacol. 2022 Oct 5;13:986931. doi: 10.3389/fphar.2022.986931. eCollection 2022.","Lv Q","Front Pharmacol","2022","2022/10/24","PMC9581293","","10.3389/fphar.2022.986931"
"36248801","Systems biology and artificial intelligence analysis highlights the pleiotropic effect of IVIg therapy in autoimmune diseases with a predominant role on B cells and complement system","Segú-Vergés C, Caño S, Calderón-Gómez E, Bartra H, Sardon T, Kaveri S, Terencio J.","Front Immunol. 2022 Sep 30;13:901872. doi: 10.3389/fimmu.2022.901872. eCollection 2022.","Segú-Vergés C","Front Immunol","2022","2022/10/17","PMC9563374","","10.3389/fimmu.2022.901872"
"36248435","Decoding the Mechanism of CheReCunJin Formula in Treating Sjögren's Syndrome Based on Network Pharmacology and Molecular Docking","Xu X, Wang L, Chen Q, Wang Z, Pan X, Peng X, Wang M, Wei D, Li Y, Wu B.","Evid Based Complement Alternat Med. 2022 Sep 20;2022:1193846. doi: 10.1155/2022/1193846. eCollection 2022.","Xu X","Evid Based Complement Alternat Med","2022","2022/10/17","PMC9553462","","10.1155/2022/1193846"
"36223777","Transcriptomics-based network medicine approach identifies metformin as a repurposable drug for atrial fibrillation","Lal JC, Mao C, Zhou Y, Gore-Panter SR, Rennison JH, Lovano BS, Castel L, Shin J, Gillinov AM, Smith JD, Barnard J, Van Wagoner DR, Luo Y, Cheng F, Chung MK.","Cell Rep Med. 2022 Oct 18;3(10):100749. doi: 10.1016/j.xcrm.2022.100749. Epub 2022 Oct 11.","Lal JC","Cell Rep Med","2022","2022/10/12","PMC9588904","","10.1016/j.xcrm.2022.100749"
"36217030","A comprehensive SARS-CoV-2-human protein-protein interactome reveals COVID-19 pathobiology and potential host therapeutic targets","Zhou Y, Liu Y, Gupta S, Paramo MI, Hou Y, Mao C, Luo Y, Judd J, Wierbowski S, Bertolotti M, Nerkar M, Jehi L, Drayman N, Nicolaescu V, Gula H, Tay S, Randall G, Wang P, Lis JT, Feschotte C, Erzurum SC, Cheng F, Yu H.","Nat Biotechnol. 2023 Jan;41(1):128-139. doi: 10.1038/s41587-022-01474-0. Epub 2022 Oct 10.","Zhou Y","Nat Biotechnol","2023","2022/10/10","PMC9851973","NIHMS1846738","10.1038/s41587-022-01474-0"
"36204824","A network paradigm predicts drug synergistic effects using downstream protein-protein interactions","Wilson JL, Steinberg E, Racz R, Altman RB, Shah N, Grimes K.","CPT Pharmacometrics Syst Pharmacol. 2022 Nov;11(11):1527-1538. doi: 10.1002/psp4.12861. Epub 2022 Oct 6.","Wilson JL","CPT Pharmacometrics Syst Pharmacol","2022","2022/10/07","PMC9662203","","10.1002/psp4.12861"
"36199032","Genomic characterization of Bacillus cereus sensu stricto 3A ES isolated from eye shadow cosmetic products","Yossa N, Bell R, Tallent S, Brown E, Binet R, Hammack T.","BMC Microbiol. 2022 Oct 5;22(1):240. doi: 10.1186/s12866-022-02652-5.","Yossa N","BMC Microbiol","2022","2022/10/05","PMC9533521","","10.1186/s12866-022-02652-5"
"36142846","Signatures of Co-Deregulated Genes and Their Transcriptional Regulators in Lung Cancer","Chatziantoniou A, Zaravinos A.","Int J Mol Sci. 2022 Sep 18;23(18):10933. doi: 10.3390/ijms231810933.","Chatziantoniou A","Int J Mol Sci","2022","2022/09/23","PMC9504879","","10.3390/ijms231810933"
"36083487","Network pharmacology and molecular docking study on the effect of Kaempferol in treatment of metabolic associated fatty liver disease","Kaixuan Z, Dong Z, Huiwei B, Lijing LI.","J Tradit Chin Med. 2022 Oct;42(5):788-794. doi: 10.19852/j.cnki.jtcm.20220815.003.","Kaixuan Z","J Tradit Chin Med","2022","2022/09/09","PMC9924677","","10.19852/j.cnki.jtcm.20220815.003"
"36080498","New Chemicals Suppressing SARS-CoV-2 Replication in Cell Culture","Sulimov A, Ilin I, Kutov D, Shikhaliev K, Shcherbakov D, Pyankov O, Stolpovskaya N, Medvedeva S, Sulimov V.","Molecules. 2022 Sep 5;27(17):5732. doi: 10.3390/molecules27175732.","Sulimov A","Molecules","2022","2022/09/09","PMC9457583","","10.3390/molecules27175732"
"36072953","ReDisX, a machine learning approach, rationalizes rheumatoid arthritis and coronary artery disease patients uniquely upon identifying subpopulation differentiation markers from their genomic data","Yip HF, Chowdhury D, Wang K, Liu Y, Gao Y, Lan L, Zheng C, Guan D, Lam KF, Zhu H, Tai X, Lu A.","Front Med (Lausanne). 2022 Aug 22;9:931860. doi: 10.3389/fmed.2022.931860. eCollection 2022.","Yip HF","Front Med (Lausanne)","2022","2022/09/08","PMC9441882","","10.3389/fmed.2022.931860"
"36046193","Computational prediction and interpretation of druggable proteins using a stacked ensemble-learning framework","Charoenkwan P, Schaduangrat N, Lio' P, Moni MA, Shoombuatong W, Manavalan B.","iScience. 2022 Aug 5;25(9):104883. doi: 10.1016/j.isci.2022.104883. eCollection 2022 Sep 16.","Charoenkwan P","iScience","2022","2022/09/01","PMC9421381","","10.1016/j.isci.2022.104883"
"36016718","DenovoProfiling: A webserver for de novo generated molecule library profiling","Liu Z, Du J, Lin Z, Li Z, Liu B, Cui Z, Fang J, Xie L.","Comput Struct Biotechnol J. 2022 Aug 2;20:4082-4097. doi: 10.1016/j.csbj.2022.07.045. eCollection 2022.","Liu Z","Comput Struct Biotechnol J","2022","2022/08/26","PMC9379519","","10.1016/j.csbj.2022.07.045"
"36014515","In Silico Repurposed Drugs against Monkeypox Virus","Lam HYI, Guan JS, Mu Y.","Molecules. 2022 Aug 18;27(16):5277. doi: 10.3390/molecules27165277.","Lam HYI","Molecules","2022","2022/08/26","PMC9415168","","10.3390/molecules27165277"
"36002382","Advances in Computational Polypharmacology","Feldmann C, Bajorath J.","Mol Inform. 2022 Dec;41(12):e2200190. doi: 10.1002/minf.202200190. Epub 2022 Sep 6.","Feldmann C","Mol Inform","2022","2022/08/24","PMC10078381","","10.1002/minf.202200190"
"35958593","Innate Immune Training of Human Macrophages by Cathelicidin Analogs","van Dijk A, Anten J, Bakker A, Evers N, Hoekstra AT, Chang JC, Scheenstra MR, Veldhuizen EJA, Netea MG, Berkers CR, Haagsman HP.","Front Immunol. 2022 Jul 26;13:777530. doi: 10.3389/fimmu.2022.777530. eCollection 2022.","van Dijk A","Front Immunol","2022","2022/08/12","PMC9360325","","10.3389/fimmu.2022.777530"
"35907892","Repurposing of a human antibody-based microarray to explore conserved components of the signalome of the parasitic nematode Haemonchus contortus","Adderley J, Wang T, Ma G, Zheng Y, Young ND, Doerig C, Gasser RB.","Parasit Vectors. 2022 Jul 30;15(1):273. doi: 10.1186/s13071-022-05400-w.","Adderley J","Parasit Vectors","2022","2022/07/30","PMC9338626","","10.1186/s13071-022-05400-w"
"35903153","Deoxythymidylate Kinase as a Promising Marker for Predicting Prognosis and Immune Cell Infiltration of Pan-cancer","Lan T, Wang Y, Miao J, Guo H, Wang Z, Wang J, Zhang C, Yang P, Zhang Z, Dunmall LC, Wang Y.","Front Mol Biosci. 2022 Jul 12;9:887059. doi: 10.3389/fmolb.2022.887059. eCollection 2022.","Lan T","Front Mol Biosci","2022","2022/07/29","PMC9315941","","10.3389/fmolb.2022.887059"
