PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37857753","Plasma metabolomics supports non-fasted sampling for metabolic profiling across a spectrum of glucose tolerance in the Nile rat model for type 2 diabetes","Anderson BJ, Curtis AM, Jen A, Thomson JA, Clegg DO, Jiang P, Coon JJ, Overmyer KA, Toh H.","Lab Anim (NY). 2023 Nov;52(11):269-277. doi: 10.1038/s41684-023-01268-0. Epub 2023 Oct 19.","Anderson BJ","Lab Anim (NY)","2023","2023/10/19","PMC10611569","","10.1038/s41684-023-01268-0"
"37855954","Metabolomics evaluation of the photochemical impact of violet-blue light (405 nm) on ex vivo platelet concentrates","Sun J, Dahiya N, Schmitt T, Stewart C, Anderson J, MacGregor S, Maclean M, Beger RD, Atreya CD.","Metabolomics. 2023 Oct 19;19(11):88. doi: 10.1007/s11306-023-02050-6.","Sun J","Metabolomics","2023","2023/10/19","","","10.1007/s11306-023-02050-6"
"37843811","Microbial Metabolites Annotation by Mass Spectrometry-Based Metabolomics","Gomes PWP, de Tralia Medeiros TC, Maimone NM, Leão TF, de Moraes LAB, Bauermeister A.","Adv Exp Med Biol. 2023;1439:225-248. doi: 10.1007/978-3-031-41741-2_9.","Gomes PWP","Adv Exp Med Biol","2023","2023/10/16","","","10.1007/978-3-031-41741-2_9"
"37836610","Antioxidant Properties and Secondary Metabolites Profile of Hyptis colombiana at Various Phenological Stages","Beltrán SB, Sierra LJ, Fernández-Alonso JL, Romero AK, Martínez JR, Stashenko EE.","Molecules. 2023 Sep 22;28(19):6767. doi: 10.3390/molecules28196767.","Beltrán SB","Molecules","2023","2023/10/14","PMC10574317","","10.3390/molecules28196767"
"37833990","Untargeted LC-MS/MS Metabolomics Study of HO-AAVPA and VPA on Breast Cancer Cell Lines","Estrada-Pérez AR, García-Vázquez JB, Mendoza-Figueroa HL, Rosales-Hernández MC, Fernández-Pomares C, Correa-Basurto J.","Int J Mol Sci. 2023 Sep 26;24(19):14543. doi: 10.3390/ijms241914543.","Estrada-Pérez AR","Int J Mol Sci","2023","2023/10/14","PMC10572250","","10.3390/ijms241914543"
"37833913","Functional Characterization of AP2/ERF Transcription Factors during Flower Development and Anthocyanin Biosynthesis Related Candidate Genes in Lycoris","Wang Z, Song G, Zhang F, Shu X, Wang N.","Int J Mol Sci. 2023 Sep 23;24(19):14464. doi: 10.3390/ijms241914464.","Wang Z","Int J Mol Sci","2023","2023/10/14","PMC10572147","","10.3390/ijms241914464"
"37833792","Analysis of metabolites in human gut: illuminating the design of gut-targeted drugs","Gil-Pichardo A, Sánchez-Ruiz A, Colmenarejo G.","J Cheminform. 2023 Oct 13;15(1):96. doi: 10.1186/s13321-023-00768-y.","Gil-Pichardo A","J Cheminform","2023","2023/10/14","PMC10571276","","10.1186/s13321-023-00768-y"
"37817939","A physiologically based model of bile acid metabolism in mice","Kister B, Viehof A, Rolle-Kampczyk U, Schwentker A, Treichel NS, Jennings SAV, Wirtz TH, Blank LM, Hornef MW, von Bergen M, Clavel T, Kuepfer L.","iScience. 2023 Sep 17;26(10):107922. doi: 10.1016/j.isci.2023.107922. eCollection 2023 Oct 20.","Kister B","iScience","2023","2023/10/11","PMC10561051","","10.1016/j.isci.2023.107922"
"37798473","Spatially resolved metabolomics and isotope tracing reveal dynamic metabolic responses of dentate granule neurons with acute stimulation","Miller A, York EM, Stopka SA, Martínez-François JR, Hossain MA, Baquer G, Regan MS, Agar NYR, Yellen G.","Nat Metab. 2023 Oct;5(10):1820-1835. doi: 10.1038/s42255-023-00890-z. Epub 2023 Oct 5.","Miller A","Nat Metab","2023","2023/10/05","PMC10626993","NIHMS1940573","10.1038/s42255-023-00890-z"
"37771488","Cultivation of Melilotus officinalis as a source of bioactive compounds in association with soil recovery practices","Nogues I, Passatore L, Bustamante MÁ, Pallozzi E, Luz J, Traquete F, Ferreira AEN, Sousa Silva M, Cordeiro C.","Front Plant Sci. 2023 Sep 12;14:1218594. doi: 10.3389/fpls.2023.1218594. eCollection 2023.","Nogues I","Front Plant Sci","2023","2023/09/29","PMC10523325","","10.3389/fpls.2023.1218594"
"37765098","Metabolomic Profile, Plasmatic Levels of Losartan and EXP3174, Blood Pressure Control in Hypertensive Patients and Their Correlation with COVID-19","Queiroz KA, Vale EP, Martín-Pastor M, Sólon LGS, Sousa FFO.","Pharmaceuticals (Basel). 2023 Sep 13;16(9):1290. doi: 10.3390/ph16091290.","Queiroz KA","Pharmaceuticals (Basel)","2023","2023/09/28","PMC10535928","","10.3390/ph16091290"
"37765069","Revolutionizing Medicinal Chemistry: The Application of Artificial Intelligence (AI) in Early Drug Discovery","Han R, Yoon H, Kim G, Lee H, Lee Y.","Pharmaceuticals (Basel). 2023 Sep 6;16(9):1259. doi: 10.3390/ph16091259.","Han R","Pharmaceuticals (Basel)","2023","2023/09/28","PMC10537003","","10.3390/ph16091259"
"37762090","Metabolic and Transcriptomic Analyses Reveal Different Metabolite Biosynthesis Profiles between Purple and Green Pak Choi","Wang J, Hu T, Wang Y, Wang W, Hu H, Wei Q, Yan Y, Bao C.","Int J Mol Sci. 2023 Sep 7;24(18):13781. doi: 10.3390/ijms241813781.","Wang J","Int J Mol Sci","2023","2023/09/28","PMC10530969","","10.3390/ijms241813781"
"37760966","Cerebrospinal Fluid Metabolomics Identified Ongoing Analgesic Medication in Neuropathic Pain Patients","Bäckryd E, Thordeman K, Gerdle B, Ghafouri B.","Biomedicines. 2023 Sep 13;11(9):2525. doi: 10.3390/biomedicines11092525.","Bäckryd E","Biomedicines","2023","2023/09/28","PMC10526053","","10.3390/biomedicines11092525"
"37726278","Translating genomic tools to Raman spectroscopy analysis enables high-dimensional tissue characterization on molecular resolution","Sigle M, Rohlfing AK, Kenny M, Scheuermann S, Sun N, Graeßner U, Haug V, Sudmann J, Seitz CM, Heinzmann D, Schenke-Layland K, Maguire PB, Walch A, Marzi J, Gawaz MP.","Nat Commun. 2023 Sep 19;14(1):5799. doi: 10.1038/s41467-023-41417-0.","Sigle M","Nat Commun","2023","2023/09/19","PMC10509269","","10.1038/s41467-023-41417-0"
"37721359","Aptamer Conformational Dynamics Modulate Neurotransmitter Sensing in Nanopores","Stuber A, Douaki A, Hengsteler J, Buckingham D, Momotenko D, Garoli D, Nakatsuka N.","ACS Nano. 2023 Oct 10;17(19):19168-19179. doi: 10.1021/acsnano.3c05377. Epub 2023 Sep 18.","Stuber A","ACS Nano","2023","2023/09/18","PMC10569099","","10.1021/acsnano.3c05377"
"37719197","Integrative multi-omics and systems bioinformatics in translational neuroscience: A data mining perspective","O'Connor LM, O'Connor BA, Lim SB, Zeng J, Lo CH.","J Pharm Anal. 2023 Aug;13(8):836-850. doi: 10.1016/j.jpha.2023.06.011. Epub 2023 Jun 30.","O'Connor LM","J Pharm Anal","2023","2023/09/18","PMC10499660","","10.1016/j.jpha.2023.06.011"
"37705069","Biomarkers for Duchenne muscular dystrophy progression: impact of age in the mdx tongue spared muscle","Lorena MDSV, Santos EKD, Ferretti R, Nagana Gowda GA, Odom GL, Chamberlain JS, Matsumura CY.","Skelet Muscle. 2023 Sep 13;13(1):16. doi: 10.1186/s13395-023-00325-z.","Lorena MDSV","Skelet Muscle","2023","2023/09/13","PMC10500803","","10.1186/s13395-023-00325-z"
"37703666","Glucuronic acid is a novel source of pentosidine, associated with schizophrenia","Toriumi K, Iino K, Ozawa A, Miyashita M, Yamasaki S, Suzuki K, Sugawa H, Tabata K, Yamaguchi S, Usami S, Itokawa M, Nishida A, Nagai R, Kamiguchi H, Arai M.","Redox Biol. 2023 Nov;67:102876. doi: 10.1016/j.redox.2023.102876. Epub 2023 Sep 9.","Toriumi K","Redox Biol","2023","2023/09/13","PMC10502438","","10.1016/j.redox.2023.102876"
"37689063","Screening in serum-derived medium reveals differential response to compounds targeting metabolism","Abbott KL, Ali A, Casalena D, Do BT, Ferreira R, Cheah JH, Soule CK, Deik A, Kunchok T, Schmidt DR, Renner S, Honeder SE, Wu M, Chan SH, Tseyang T, Stoltzfus AT, Michel SLJ, Greaves D, Hsu PP, Ng CW, Zhang CJ, Farsidjani A, Kent JR, Madariaga MLL, Gramatikov IMT, Matheson NJ, Lewis CA, Clish CB, Rees MG, Roth JA, Griner LM, Muir A, Auld DS, Vander Heiden MG.","Cell Chem Biol. 2023 Sep 21;30(9):1156-1168.e7. doi: 10.1016/j.chembiol.2023.08.007. Epub 2023 Sep 8.","Abbott KL","Cell Chem Biol","2023","2023/09/09","PMC10581593","NIHMS1931338","10.1016/j.chembiol.2023.08.007"
"37687142","Enhanced Two-Step Extraction from Biomass of Two Cymbopogon Species Cultivated in Santander, Colombia","Romero AK, Portillo DJ, Beltrán SB, Sierra LJ, Álvarez CA, Ramírez KJ, Martínez JR, Stashenko EE.","Molecules. 2023 Aug 29;28(17):6315. doi: 10.3390/molecules28176315.","Romero AK","Molecules","2023","2023/09/09","PMC10488661","","10.3390/molecules28176315"
"37686800","Untargeted Metabolomic Analysis of Lactation-Stage-Matched Human and Bovine Milk Samples at 2 Weeks Postnatal","Lemas DJ, Du X, Dado-Senn B, Xu K, Dobrowolski A, Magalhães M, Aristizabal-Henao JJ, Young BE, Francois M, Thompson LA, Parker LA, Neu J, Laporta J, Misra BB, Wane I, Samaan S, Garrett TJ.","Nutrients. 2023 Aug 29;15(17):3768. doi: 10.3390/nu15173768.","Lemas DJ","Nutrients","2023","2023/09/09","PMC10490210","","10.3390/nu15173768"
"37681662","Considerations for defining +80 Da mass shifts in mass spectrometry-based proteomics: phosphorylation and beyond","Daly LA, Clarke CJ, Po A, Oswald SO, Eyers CE.","Chem Commun (Camb). 2023 Sep 26;59(77):11484-11499. doi: 10.1039/d3cc02909c.","Daly LA","Chem Commun (Camb)","2023","2023/09/08","PMC10521633","","10.1039/d3cc02909c"
"37679543","Multi-omics data integration using ratio-based quantitative profiling with Quartet reference materials","Zheng Y, Liu Y, Yang J, Dong L, Zhang R, Tian S, Yu Y, Ren L, Hou W, Zhu F, Mai Y, Han J, Zhang L, Jiang H, Lin L, Lou J, Li R, Lin J, Liu H, Kong Z, Wang D, Dai F, Bao D, Cao Z, Chen Q, Chen Q, Chen X, Gao Y, Jiang H, Li B, Li B, Li J, Liu R, Qing T, Shang E, Shang J, Sun S, Wang H, Wang X, Zhang N, Zhang P, Zhang R, Zhu S, Scherer A, Wang J, Wang J, Huo Y, Liu G, Cao C, Shao L, Xu J, Hong H, Xiao W, Liang X, Lu D, Jin L, Tong W, Ding C, Li J, Fang X, Shi L.","Nat Biotechnol. 2023 Sep 7. doi: 10.1038/s41587-023-01934-1. Online ahead of print.","Zheng Y","Nat Biotechnol","2023","2023/09/07","","","10.1038/s41587-023-01934-1"
"37674991","Harnessing the Full Potential of Multi-Omic Analyses to Advance the Study and Treatment of Chronic Kidney Disease","Hill C, Avila-Palencia I, Maxwell AP, Hunter RF, McKnight AJ.","Front Nephrol. 2022 Jun 27;2:923068. doi: 10.3389/fneph.2022.923068. eCollection 2022.","Hill C","Front Nephrol","2022","2023/09/07","PMC10479694","","10.3389/fneph.2022.923068"
"37663250","Endocannabinoid basis of personality-Insights from animal model of social behavior","Kogan NM, Begmatova D, Vinnikova L, Malitsky S, Itkin M, Sharon E, Klinov A, Gorelick J, Koman I, Vogel Z, Mechoulam R, Pinhasov A.","Front Pharmacol. 2023 Aug 16;14:1234332. doi: 10.3389/fphar.2023.1234332. eCollection 2023.","Kogan NM","Front Pharmacol","2023","2023/09/04","PMC10468576","","10.3389/fphar.2023.1234332"
"37655548","Multitargeted Internal Calibration for the Quantification of Chronic Kidney Disease-Related Endogenous Metabolites Using Liquid Chromatography-Mass Spectrometry","Visconti G, de Figueiredo M, Strassel O, Boccard J, Vuilleumier N, Jaques D, Ponte B, Rudaz S.","Anal Chem. 2023 Sep 12;95(36):13546-13554. doi: 10.1021/acs.analchem.3c02069. Epub 2023 Sep 1.","Visconti G","Anal Chem","2023","2023/09/01","PMC10500547","","10.1021/acs.analchem.3c02069"
"37640823","Spatial Metabolomics Reveals the Multifaceted Nature of Lamprey Buccal Gland and Its Diverse Mechanisms for Blood-Feeding","Gou M, Duan X, Li J, Wang Y, Li Q, Pang Y, Dong Y.","Commun Biol. 2023 Aug 28;6(1):881. doi: 10.1038/s42003-023-05250-x.","Gou M","Commun Biol","2023","2023/08/28","PMC10462737","","10.1038/s42003-023-05250-x"
"37637422","LC-MS-based metabolomics reveals the mechanism of anti-gouty arthritis effect of Wuwei Shexiang pill","Lang J, Li L, Quan Y, Tan R, Zhao J, Li M, Zeng J, Chen S, Wang T, Li Y, Zhao J, Yin Z.","Front Pharmacol. 2023 Aug 11;14:1213602. doi: 10.3389/fphar.2023.1213602. eCollection 2023.","Lang J","Front Pharmacol","2023","2023/08/28","PMC10450745","","10.3389/fphar.2023.1213602"
"37630668","Gut Microbiota and Respiratory Infections: Insights from Mendelian Randomization","Huang S, Li J, Zhu Z, Liu X, Shen T, Wang Y, Ma Q, Wang X, Yang G, Guo G, Zhu F.","Microorganisms. 2023 Aug 18;11(8):2108. doi: 10.3390/microorganisms11082108.","Huang S","Microorganisms","2023","2023/08/26","PMC10458510","","10.3390/microorganisms11082108"
"37623881","Metabolic Alteration of MCF-7 Cells upon Indirect Exposure to E. coli Secretome: A Model of Studying the Microbiota Effect on Human Breast Tissue","AlMalki RH, Jaber MA, Al-Ansari MM, Sumaily KM, Al-Alwan M, Sabi EM, Malkawi AK, Abdel Rahman AM.","Metabolites. 2023 Aug 11;13(8):938. doi: 10.3390/metabo13080938.","AlMalki RH","Metabolites","2023","2023/08/25","PMC10456566","","10.3390/metabo13080938"
"37623865","Differences in the Stool Metabolome between Vegans and Omnivores: Analyzing the NIST Stool Reference Material","Cumeras R, Shen T, Valdiviez L, Tippins Z, Haffner BD, Fiehn O.","Metabolites. 2023 Aug 7;13(8):921. doi: 10.3390/metabo13080921.","Cumeras R","Metabolites","2023","2023/08/25","PMC10456543","","10.3390/metabo13080921"
"37623834","Evaluation of Metabolomics as Diagnostic Targets in Oral Squamous Cell Carcinoma: A Systematic Review","Alapati S, Fortuna G, Ramage G, Delaney C.","Metabolites. 2023 Jul 27;13(8):890. doi: 10.3390/metabo13080890.","Alapati S","Metabolites","2023","2023/08/25","PMC10456490","","10.3390/metabo13080890"
"37623828","An Integrated Multi-OMICS Approach Highlights Elevated Non-Esterified Fatty Acids Impact BeWo Trophoblast Metabolism and Lipid Processing","Easton ZJW, Sarr O, Zhao L, Buzatto AZ, Luo X, Zhao S, Li L, Regnault TRH.","Metabolites. 2023 Jul 25;13(8):883. doi: 10.3390/metabo13080883.","Easton ZJW","Metabolites","2023","2023/08/25","PMC10456680","","10.3390/metabo13080883"
"37609175","The HuMet Repository: Watching human metabolism at work","Weinisch P, Raffler J, Römisch-Margl W, Arnold M, Mohney RP, Rist MJ, Prehn C, Skurk T, Hauner H, Daniel H, Suhre K, Kastenmüller G.","bioRxiv. 2023 Aug 9:2023.08.08.550079. doi: 10.1101/2023.08.08.550079. Preprint.","Weinisch P","bioRxiv","2023","2023/08/23","PMC10441358","","10.1101/2023.08.08.550079"
"37602325","Right in two: capabilities of ion mobility spectrometry for untargeted metabolomics","Moses T, Burgess K.","Front Mol Biosci. 2023 Aug 4;10:1230282. doi: 10.3389/fmolb.2023.1230282. eCollection 2023.","Moses T","Front Mol Biosci","2023","2023/08/21","PMC10436490","","10.3389/fmolb.2023.1230282"
"37580540","Metabolic profiling stratifies colorectal cancer and reveals adenosylhomocysteinase as a therapeutic target","Vande Voorde J, Steven RT, Najumudeen AK, Ford CA, Dexter A, Gonzalez-Fernandez A, Nikula CJ, Xiang Y, Ford L, Maneta Stavrakaki S, Gilroy K, Zeiger LB, Pennel K, Hatthakarnkul P, Elia EA, Nasif A, Murta T, Manoli E, Mason S, Gillespie M, Lannagan TRM, Vlahov N, Ridgway RA, Nixon C, Raven A, Mills M, Athineos D, Kanellos G, Nourse C, Gay DM, Hughes M, Burton A, Yan B, Sellers K, Wu V, De Ridder K, Shokry E, Huerta Uribe A, Clark W, Clark G, Kirschner K, Thienpont B, Li VSW, Maddocks ODK, Barry ST, Goodwin RJA, Kinross J, Edwards J, Yuneva MO, Sumpton D, Takats Z, Campbell AD, Bunch J, Sansom OJ.","Nat Metab. 2023 Aug;5(8):1303-1318. doi: 10.1038/s42255-023-00857-0. Epub 2023 Aug 14.","Vande Voorde J","Nat Metab","2023","2023/08/14","PMC10447251","","10.1038/s42255-023-00857-0"
"37571033","PlantMetSuite: A User-Friendly Web-Based Tool for Metabolomics Analysis and Visualisation","Liu Y, Liu HZ, Chen DK, Zeng HY, Chen YL, Yao N.","Plants (Basel). 2023 Aug 6;12(15):2880. doi: 10.3390/plants12152880.","Liu Y","Plants (Basel)","2023","2023/08/12","PMC10421497","","10.3390/plants12152880"
"37560037","G protein-coupled receptors: A target for microbial metabolites and a mechanistic link to microbiome-immune-brain interactions","Aleti G, Troyer EA, Hong S.","Brain Behav Immun Health. 2023 Jul 31;32:100671. doi: 10.1016/j.bbih.2023.100671. eCollection 2023 Oct.","Aleti G","Brain Behav Immun Health","2023","2023/08/10","PMC10407893","","10.1016/j.bbih.2023.100671"
"37559132","Combined analysis of the proteome and metabolome provides insight into microRNA-1174 function in Aedes aegypti mosquitoes","Luo Y, Liu D, Wang Y, Zhang F, Xu Y, Pu Q, Zhao L, Wei T, Fan T, Lou Y, Liu S.","Parasit Vectors. 2023 Aug 9;16(1):271. doi: 10.1186/s13071-023-05859-1.","Luo Y","Parasit Vectors","2023","2023/08/09","PMC10413549","","10.1186/s13071-023-05859-1"
"37554525","Metabonomic analysis of seminal plasma in necrozoospermia patients based on liquid chromatography-mass spectrometry","Deng T, Li X, Yao B.","Transl Androl Urol. 2023 Jul 31;12(7):1101-1114. doi: 10.21037/tau-23-14. Epub 2023 Jul 28.","Deng T","Transl Androl Urol","2023","2023/08/09","PMC10406541","","10.21037/tau-23-14"
"37552796","Immobilized Enzymes on Magnetic Beads for Separate Mass Spectrometric Investigation of Human Phase II Metabolite Classes","Tsiara I, Riemer A, Correia MSP, Rodriguez-Mateos A, Globisch D.","Anal Chem. 2023 Aug 22;95(33):12565-12571. doi: 10.1021/acs.analchem.3c02988. Epub 2023 Aug 8.","Tsiara I","Anal Chem","2023","2023/08/08","PMC10456218","","10.1021/acs.analchem.3c02988"
"37546759","Spatially resolved metabolomics and isotope tracing reveal dynamic metabolic responses of dentate granule neurons with acute stimulation","Miller A, York E, Stopka S, Martínez-François J, Hossain MA, Baquer G, Regan M, Agar N, Yellen G.","Res Sq. 2023 Jul 25:rs.3.rs-2276903. doi: 10.21203/rs.3.rs-2276903/v1. Preprint.","Miller A","Res Sq","2023","2023/08/07","PMC10402263","","10.21203/rs.3.rs-2276903/v1"
"37533767","Applications of multi-omics analysis in human diseases","Chen C, Wang J, Pan D, Wang X, Xu Y, Yan J, Wang L, Yang X, Yang M, Liu GP.","MedComm (2020). 2023 Jul 31;4(4):e315. doi: 10.1002/mco2.315. eCollection 2023 Aug.","Chen C","MedComm (2020)","2023","2023/08/03","PMC10390758","","10.1002/mco2.315"
"37515770","The stability of the myelinating oligodendrocyte transcriptome is regulated by the nuclear lamina","Pruvost M, Patzig J, Yattah C, Selcen I, Hernandez M, Park HJ, Moyon S, Liu S, Morioka MS, Shopland L, Al-Dalahmah O, Bendl J, Fullard JF, Roussos P, Goldman J, He Y, Dupree JL, Casaccia P.","Cell Rep. 2023 Aug 29;42(8):112848. doi: 10.1016/j.celrep.2023.112848. Epub 2023 Jul 28.","Pruvost M","Cell Rep","2023","2023/07/29","PMC10600948","NIHMS1928236","10.1016/j.celrep.2023.112848"
"37512578","Anti-Obesity Effect of a Tea Mixture Nano-Formulation on Rats Occurs via the Upregulation of AMP-Activated Protein Kinase/Sirtuin-1/Glucose Transporter Type 4 and Peroxisome Proliferator-Activated Receptor Gamma Pathways","Salem MA, Aborehab NM, Abdelhafez MM, Ismail SH, Maurice NW, Azzam MA, Alseekh S, Fernie AR, Salama MM, Ezzat SM.","Metabolites. 2023 Jul 21;13(7):871. doi: 10.3390/metabo13070871.","Salem MA","Metabolites","2023","2023/07/29","PMC10385210","","10.3390/metabo13070871"
"37512562","Integrating Omics Data in Genome-Scale Metabolic Modeling: A Methodological Perspective for Precision Medicine","Sen P, Orešič M.","Metabolites. 2023 Jul 18;13(7):855. doi: 10.3390/metabo13070855.","Sen P","Metabolites","2023","2023/07/29","PMC10383060","","10.3390/metabo13070855"
"37511137","Integrative Multi-Omics Analysis of Oncogenic EZH2 Mutants: From Epigenetic Reprogramming to Molecular Signatures","Aldana J, Gardner ML, Freitas MA.","Int J Mol Sci. 2023 Jul 12;24(14):11378. doi: 10.3390/ijms241411378.","Aldana J","Int J Mol Sci","2023","2023/07/29","PMC10380343","","10.3390/ijms241411378"
"37509830","Analysis of Migrant Cyclic PET Oligomers in Olive Oil and Food Simulants Using UHPLC-qTOF-MS","Diamantidou D, Tsochatzis E, Kalogiannis S, Alberto Lopes J, Theodoridis G, Gika H.","Foods. 2023 Jul 19;12(14):2739. doi: 10.3390/foods12142739.","Diamantidou D","Foods","2023","2023/07/29","PMC10379823","","10.3390/foods12142739"
"37509122","Quantitative, Targeted Analysis of Gut Microbiota Derived Metabolites Provides Novel Biomarkers of Early Diabetic Kidney Disease in Type 2 Diabetes Mellitus Patients","Balint L, Socaciu C, Socaciu AI, Vlad A, Gadalean F, Bob F, Milas O, Cretu OM, Suteanu-Simulescu A, Glavan M, Ienciu S, Mogos M, Jianu DC, Petrica L.","Biomolecules. 2023 Jul 7;13(7):1086. doi: 10.3390/biom13071086.","Balint L","Biomolecules","2023","2023/07/29","PMC10377254","","10.3390/biom13071086"
"37503340","Implication of metabolism in the polarization of tumor-associated-macrophages: the mass spectrometry-based point of view","De Simone G, Soldani C, Morabito A, Franceschini B, Ferlan F, Costa G, Pastorelli R, Donadon M, Brunelli L.","Front Immunol. 2023 Jul 12;14:1193235. doi: 10.3389/fimmu.2023.1193235. eCollection 2023.","De Simone G","Front Immunol","2023","2023/07/28","PMC10368868","","10.3389/fimmu.2023.1193235"
"37484879","Recent Review on Selected Xenobiotics and Their Impacts on Gut Microbiome and Metabolome","Jin Y, Chi J, LoMonaco K, Boon A, Gu H.","Trends Analyt Chem. 2023 Sep;166:117155. doi: 10.1016/j.trac.2023.117155. Epub 2023 Jun 28.","Jin Y","Trends Analyt Chem","2023","2023/07/24","PMC10361410","NIHMS1914554","10.1016/j.trac.2023.117155"
"37480124","Authentication of milk thistle commercial products using UHPLC-QTOF-ESI + MS metabolomics and DNA metabarcoding","Raclariu-Manolică AC, Mauvisseau Q, Paranaiba R, De Boer HJ, Socaciu C.","BMC Complement Med Ther. 2023 Jul 21;23(1):257. doi: 10.1186/s12906-023-04091-9.","Raclariu-Manolică AC","BMC Complement Med Ther","2023","2023/07/21","PMC10360273","","10.1186/s12906-023-04091-9"
"37475020","The BinDiscover database: a biology-focused meta-analysis tool for 156,000 GC-TOF MS metabolome samples","Bremer PL, Wohlgemuth G, Fiehn O.","J Cheminform. 2023 Jul 20;15(1):66. doi: 10.1186/s13321-023-00734-8.","Bremer PL","J Cheminform","2023","2023/07/20","PMC10359220","","10.1186/s13321-023-00734-8"
