PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37664753","Comprehensive survey of target prediction web servers for Traditional Chinese Medicine","Ren X, Yan CX, Zhai RX, Xu K, Li H, Fu XJ.","Heliyon. 2023 Aug 15;9(8):e19151. doi: 10.1016/j.heliyon.2023.e19151. eCollection 2023 Aug.","Ren X","Heliyon","2023","2023/09/04","PMC10468387","","10.1016/j.heliyon.2023.e19151"
"37664462","Elucidation of bioinformatic-guided high-prospect drug repositioning candidates for DMD via Swanson linking of target-focused latent knowledge from text-mined categorical metadata","Ulm JW, Barthélémy F, Nelson SF.","Front Cell Dev Biol. 2023 Aug 17;11:1226707. doi: 10.3389/fcell.2023.1226707. eCollection 2023.","Ulm JW","Front Cell Dev Biol","2023","2023/09/04","PMC10469615","","10.3389/fcell.2023.1226707"
"37649665","Diastereospecific arylation and cascade deconstructive amidation/thioesterification of readily available lactam-fused bromolactones","Do M, Anosike SI, Beng TK.","RSC Adv. 2023 Aug 29;13(37):25691-25698. doi: 10.1039/d3ra04690g. eCollection 2023 Aug 29.","Do M","RSC Adv","2023","2023/08/31","PMC10463012","","10.1039/d3ra04690g"
"37645963","Multi-omic stratification of the missense variant cysteinome","Desai H, Ofori S, Boatner L, Yu F, Villanueva M, Ung N, Nesvizhskii AI, Backus K.","bioRxiv. 2023 Aug 14:2023.08.12.553095. doi: 10.1101/2023.08.12.553095. Preprint.","Desai H","bioRxiv","2023","2023/08/30","PMC10461992","","10.1101/2023.08.12.553095"
"37632792","Joint embedding of biological networks for cross-species functional alignment","Li L, Dannenfelser R, Zhu Y, Hejduk N, Segarra S, Yao V.","Bioinformatics. 2023 Sep 2;39(9):btad529. doi: 10.1093/bioinformatics/btad529.","Li L","Bioinformatics","2023","2023/08/26","PMC10477935","","10.1093/bioinformatics/btad529"
"37626796","ER Negative Breast Cancer and miRNA: There Is More to Decipher Than What the Pathologist Can See!","Chamandi G, El-Hajjar L, El Kurdi A, Le Bras M, Nasr R, Lehmann-Che J.","Biomedicines. 2023 Aug 18;11(8):2300. doi: 10.3390/biomedicines11082300.","Chamandi G","Biomedicines","2023","2023/08/26","PMC10452617","","10.3390/biomedicines11082300"
"37612393","From target discovery to clinical drug development with human genetics","Trajanoska K, Bhérer C, Taliun D, Zhou S, Richards JB, Mooser V.","Nature. 2023 Aug;620(7975):737-745. doi: 10.1038/s41586-023-06388-8. Epub 2023 Aug 23.","Trajanoska K","Nature","2023","2023/08/23","","","10.1038/s41586-023-06388-8"
"37608369","Mechanisms of Xiaozheng decoction for anti-bladder cancer effects via affecting the GSK3β/β-catenin signaling pathways: a network pharmacology-directed experimental investigation","Zhuang J, Mo J, Huang Z, Yan Y, Wang Z, Cao X, Yang C, Shen B, Zhang F.","Chin Med. 2023 Aug 22;18(1):104. doi: 10.1186/s13020-023-00818-5.","Zhuang J","Chin Med","2023","2023/08/23","PMC10464372","","10.1186/s13020-023-00818-5"
"37569289","Comparison of Intermolecular Halogen...Halogen Distances in Organic and Organometallic Crystals","Grineva OV.","Int J Mol Sci. 2023 Jul 25;24(15):11911. doi: 10.3390/ijms241511911.","Grineva OV","Int J Mol Sci","2023","2023/08/12","PMC10419058","","10.3390/ijms241511911"
"37553519","Repurposing miconazole and tamoxifen for the treatment of Mycobacterium abscessus complex infections through in silico chemogenomics approach","Anjos LRBD, Costa VAF, Neves BJ, Junqueira-Kipnis AP, Kipnis A.","World J Microbiol Biotechnol. 2023 Aug 9;39(10):273. doi: 10.1007/s11274-023-03718-w.","Anjos LRBD","World J Microbiol Biotechnol","2023","2023/08/08","","","10.1007/s11274-023-03718-w"
"37547327","A Mendelian randomization study for drug repurposing reveals bezafibrate and fenofibric acid as potential osteoporosis treatments","Li XH, Pang WW, Zhang Y, Liu DY, Yi QR, Wang N, Zhang FR, Deng Y, Chen XD, Greenbaum J, Xiao HM, Deng HW, Tan LJ.","Front Pharmacol. 2023 Jul 20;14:1211302. doi: 10.3389/fphar.2023.1211302. eCollection 2023.","Li XH","Front Pharmacol","2023","2023/08/07","PMC10397407","","10.3389/fphar.2023.1211302"
"37542020","Repositioning the existing drugs for neuroinflammation: a fusion of computational approach and biological validation to counter the Parkinson's disease progression","Tiwari H, Kumar A, Barik MR, Kaur H, Mahajan S, Shukla MK, Gupta M, Yadav G, Nargotra A.","Mol Divers. 2023 Aug 4. doi: 10.1007/s11030-023-10708-5. Online ahead of print.","Tiwari H","Mol Divers","2023","2023/08/04","","","10.1007/s11030-023-10708-5"
"37535616","Improving prediction of drug-target interactions based on fusing multiple features with data balancing and feature selection techniques","Khojasteh H, Pirgazi J, Ghanbari Sorkhi A.","PLoS One. 2023 Aug 3;18(8):e0288173. doi: 10.1371/journal.pone.0288173. eCollection 2023.","Khojasteh H","PLoS One","2023","2023/08/03","PMC10399861","","10.1371/journal.pone.0288173"
"37517604","Comparison and summary of in silico prediction tools for CYP450-mediated drug metabolism","Zhai J, Man VH, Ji B, Cai L, Wang J.","Drug Discov Today. 2023 Oct;28(10):103728. doi: 10.1016/j.drudis.2023.103728. Epub 2023 Jul 28.","Zhai J","Drug Discov Today","2023","2023/07/30","PMC10543639","NIHMS1925707","10.1016/j.drudis.2023.103728"
"37462883","Integrative analysis of genes reveals endoplasmic reticulum stress-related immune responses involved in dilated cardiomyopathy with fibrosis","Li W, Liu P, Liu H, Zhang F, Fu Y.","Apoptosis. 2023 Oct;28(9-10):1406-1421. doi: 10.1007/s10495-023-01871-z. Epub 2023 Jul 18.","Li W","Apoptosis","2023","2023/07/18","PMC10425499","","10.1007/s10495-023-01871-z"
"37448726","PopTradeOff: A database for exploring population-specificity of adaptive evolution, disease susceptibility, and drug responsiveness","Tang J, Zhang H, Zhang H, Zhu H.","Comput Struct Biotechnol J. 2023 Jun 10;21:3443-3451. doi: 10.1016/j.csbj.2023.06.008. eCollection 2023.","Tang J","Comput Struct Biotechnol J","2023","2023/07/14","PMC10338148","","10.1016/j.csbj.2023.06.008"
"37439496","Identifying Differences in the Performance of Machine Learning Models for Off-Targets Trained on Publicly Available and Proprietary Data Sets","Smajić A, Rami I, Sosnin S, Ecker GF.","Chem Res Toxicol. 2023 Aug 21;36(8):1300-1312. doi: 10.1021/acs.chemrestox.3c00042. Epub 2023 Jul 13.","Smajić A","Chem Res Toxicol","2023","2023/07/13","PMC10445286","","10.1021/acs.chemrestox.3c00042"
"37433981","Comparative Genomics of Pesticide-Degrading Enterococcus Symbionts of Spodoptera frugiperda (Lepidoptera: Noctuidae) Leads to the Identification of Two New Species and the Reappraisal of Insect-Associated Enterococcus Species","Gomes AFF, de Almeida LG, Cônsoli FL.","Microb Ecol. 2023 Jul 11. doi: 10.1007/s00248-023-02264-0. Online ahead of print.","Gomes AFF","Microb Ecol","2023","2023/07/11","","","10.1007/s00248-023-02264-0"
"37415294","Characterizing RNA-binding ligands on structures, chemical information, binding affinity and drug-likeness","Fan C, Wang X, Ling T, Yang Y, Zhao H.","RNA Biol. 2023 Jan;20(1):431-443. doi: 10.1080/15476286.2023.2231708.","Fan C","RNA Biol","2023","2023/07/07","PMC10332223","","10.1080/15476286.2023.2231708"
"37391853","Benzylpenicillin concentrations in umbilical cord blood and plasma of premature neonates following intrapartum doses for group B streptococcal prophylaxis","Samb A, Dierikx TH, Bijleveld YA, de Haan TR, Hodiamont CJ, van Leeuwen E, van Kaam AHLC, Mathôt RAA, Visser DH.","Matern Health Neonatol Perinatol. 2023 Jul 1;9(1):9. doi: 10.1186/s40748-023-00163-3.","Samb A","Matern Health Neonatol Perinatol","2023","2023/06/30","PMC10314388","","10.1186/s40748-023-00163-3"
"37368467","Network-Based Prediction of Side Effects of Repurposed Antihypertensive Sartans against COVID-19 via Proteome and Drug-Target Interactomes","Kiouri DP, Ntallis C, Kelaidonis K, Peana M, Tsiodras S, Mavromoustakos T, Giuliani A, Ridgway H, Moore GJ, Matsoukas JM, Chasapis CT.","Proteomes. 2023 Jun 8;11(2):21. doi: 10.3390/proteomes11020021.","Kiouri DP","Proteomes","2023","2023/06/27","PMC10305495","","10.3390/proteomes11020021"
"37365631","Development of complemented comprehensive networks for rapid screening of repurposable drugs applicable to new emerging disease outbreaks","Nam Y, Lucas A, Yun JS, Lee SM, Park JW, Chen Z, Lee B, Ning X, Shen L, Verma A, Kim D.","J Transl Med. 2023 Jun 26;21(1):415. doi: 10.1186/s12967-023-04223-2.","Nam Y","J Transl Med","2023","2023/06/26","PMC10291757","","10.1186/s12967-023-04223-2"
"37361694","Molecular docking in organic, inorganic, and hybrid systems: a tutorial review","Mohanty M, Mohanty PS.","Monatsh Chem. 2023 Jun 6:1-25. doi: 10.1007/s00706-023-03076-1. Online ahead of print.","Mohanty M","Monatsh Chem","2023","2023/06/26","PMC10243279","","10.1007/s00706-023-03076-1"
"37323900","Therapeutic interventions alter ecological interactions among cystic fibrosis airway microbiota","Ho PM, Nazeer RR, Welch M.","Front Microbiol. 2023 May 30;14:1178131. doi: 10.3389/fmicb.2023.1178131. eCollection 2023.","Ho PM","Front Microbiol","2023","2023/06/16","PMC10265647","","10.3389/fmicb.2023.1178131"
"37317103","Advances in Antimicrobial Peptide Discovery via Machine Learning and Delivery via Nanotechnology","Sowers A, Wang G, Xing M, Li B.","Microorganisms. 2023 Apr 26;11(5):1129. doi: 10.3390/microorganisms11051129.","Sowers A","Microorganisms","2023","2023/06/15","PMC10223199","","10.3390/microorganisms11051129"
"37298178","Recent Advances in Computer-Aided Structure-Based Drug Design on Ion Channels","Pliushcheuskaya P, Künze G.","Int J Mol Sci. 2023 May 25;24(11):9226. doi: 10.3390/ijms24119226.","Pliushcheuskaya P","Int J Mol Sci","2023","2023/06/10","PMC10253043","","10.3390/ijms24119226"
"37290059","PLBD: protein-ligand binding database of thermodynamic and kinetic intrinsic parameters","Lingė D, Gedgaudas M, Merkys A, Petrauskas V, Vaitkus A, Grybauskas A, Paketurytė V, Zubrienė A, Zakšauskas A, Mickevičiūtė A, Smirnovienė J, Baranauskienė L, Čapkauskaitė E, Dudutienė V, Urniežius E, Konovalovas A, Kazlauskas E, Shubin K, Schiöth HB, Chen WY, Ladbury JE, Gražulis S, Matulis D.","Database (Oxford). 2023 Jun 8;2023:baad040. doi: 10.1093/database/baad040.","Lingė D","Database (Oxford)","2023","2023/06/08","PMC10250011","","10.1093/database/baad040"
"37275772","FLONE: fully Lorentz network embedding for inferring novel drug targets","Yue Y, McDonald D, Hao L, Lei H, Butler MS, He S.","Bioinform Adv. 2023 May 24;3(1):vbad066. doi: 10.1093/bioadv/vbad066. eCollection 2023.","Yue Y","Bioinform Adv","2023","2023/06/05","PMC10235194","","10.1093/bioadv/vbad066"
"37255841","Discovery of novel inhibitor of 11 beta-hydroxysteroid dehydrogenase type 1 using in silico structure-based screening approach for the treatment of type 2 diabetes","Devang N, Banjan B, V K P.","J Diabetes Metab Disord. 2023 Mar 6;22(1):657-672. doi: 10.1007/s40200-023-01191-8. eCollection 2023 Jun.","Devang N","J Diabetes Metab Disord","2023","2023/05/31","PMC10225457","","10.1007/s40200-023-01191-8"
"37242626","An Automated Customizable Live Web Crawler for Curation of Comparative Pharmacokinetic Data: An Intelligent Compilation of Research-Based Comprehensive Article Repository","Ampadi Ramachandran R, Tell LA, Rai S, Millagaha Gedara NI, Xu X, Riviere JE, Jaberi-Douraki M.","Pharmaceutics. 2023 Apr 30;15(5):1384. doi: 10.3390/pharmaceutics15051384.","Ampadi Ramachandran R","Pharmaceutics","2023","2023/05/27","PMC10223110","","10.3390/pharmaceutics15051384"
"37237656","Biomedical Relation Extraction Using Dependency Graph and Decoder-Enhanced Transformer Model","Kim S, Yoon J, Kwon O.","Bioengineering (Basel). 2023 May 12;10(5):586. doi: 10.3390/bioengineering10050586.","Kim S","Bioengineering (Basel)","2023","2023/05/27","PMC10215465","","10.3390/bioengineering10050586"
"37235230","Unknown Organofluorine Mixtures in U.S. Adult Serum:Contribution from Pharmaceuticals?","Pennoyer EH, Heiger-Bernays W, Aro R, Yeung LWY, Schlezinger JJ, Webster TF.","Toxics. 2023 Apr 27;11(5):416. doi: 10.3390/toxics11050416.","Pennoyer EH","Toxics","2023","2023/05/26","PMC10221009","","10.3390/toxics11050416"
"37221264","Identification of Probucol as a candidate for combination therapy with Metformin for Type 2 diabetes","Guttapadu R, Korla K, Uk S, Annam V, Ashok P, Chandra N.","NPJ Syst Biol Appl. 2023 May 23;9(1):18. doi: 10.1038/s41540-023-00275-8.","Guttapadu R","NPJ Syst Biol Appl","2023","2023/05/23","PMC10206066","","10.1038/s41540-023-00275-8"
"37213942","Aspirin vs Clopidogrel: Antiplatelet Agent of Choice for Those With Recent Bleeding or at Risk for Gastrointestinal Bleed","Gosavi S, Krishnan G, Acharya RV.","Cureus. 2023 Apr 20;15(4):e37890. doi: 10.7759/cureus.37890. eCollection 2023 Apr.","Gosavi S","Cureus","2023","2023/05/22","PMC10199733","","10.7759/cureus.37890"
"37195983","Biologic targets of prescription medications and risk of neurodegenerative disease in United States Medicare beneficiaries","Song Y, Racette BA, Camacho-Soto A, Searles Nielsen S.","PLoS One. 2023 May 17;18(5):e0285011. doi: 10.1371/journal.pone.0285011. eCollection 2023.","Song Y","PLoS One","2023","2023/05/17","PMC10191296","","10.1371/journal.pone.0285011"
"37195939","Parameterization of the miniPEG-Modified γPNA Backbone: Toward Induced γPNA Duplex Dissociation","Tamez A, Nilsson L, Mihailescu MR, Evanseck JD.","J Chem Theory Comput. 2023 Jun 13;19(11):3346-3358. doi: 10.1021/acs.jctc.2c01163. Epub 2023 May 17.","Tamez A","J Chem Theory Comput","2023","2023/05/17","PMC10269335","","10.1021/acs.jctc.2c01163"
"37192420","α-Vinylation of Ester Equivalents via Main Group Catalysis for the Construction of Quaternary Centers","Williams CG, Nistanaki SK, Wells CW, Nelson HM.","Org Lett. 2023 May 26;25(20):3591-3595. doi: 10.1021/acs.orglett.3c00535. Epub 2023 May 16.","Williams CG","Org Lett","2023","2023/05/16","PMC10226172","","10.1021/acs.orglett.3c00535"
"37179635","When Machine Learning and Deep Learning Come to the Big Data in Food Chemistry","Tseng YJ, Chuang PJ, Appell M.","ACS Omega. 2023 Apr 25;8(18):15854-15864. doi: 10.1021/acsomega.2c07722. eCollection 2023 May 9.","Tseng YJ","ACS Omega","2023","2023/05/14","PMC10173424","","10.1021/acsomega.2c07722"
"37170680","Physiologically based pharmacokinetic modeling of levetiracetam to predict the exposure in hepatic and renal impairment and elderly populations","Shen C, Shao W, Wang W, Sun H, Wang X, Geng K, Wang X, Xie H.","CPT Pharmacometrics Syst Pharmacol. 2023 Jul;12(7):1001-1015. doi: 10.1002/psp4.12971. Epub 2023 Jun 2.","Shen C","CPT Pharmacometrics Syst Pharmacol","2023","2023/05/12","PMC10349187","","10.1002/psp4.12971"
"37163139","Interactome-Based Machine Learning Predicts Potential Therapeutics for COVID-19","Ghosh N, Saha I, Gambin A.","ACS Omega. 2023 Apr 4;8(15):13840-13854. doi: 10.1021/acsomega.3c00030. eCollection 2023 Apr 18.","Ghosh N","ACS Omega","2023","2023/05/10","PMC10084923","","10.1021/acsomega.3c00030"
"37133296","Finding melanoma drugs through a probabilistic knowledge graph","McCusker JP, Dumontier M, Yan R, He S, Dordick JS, McGuinness DL.","PeerJ Comput Sci. 2017 Feb 13;3:e106. doi: 10.7717/peerj-cs.106. eCollection 2017.","McCusker JP","PeerJ Comput Sci","2017","2023/05/03","PMC10151034","","10.7717/peerj-cs.106"
"37112302","Development and Validation of an Explainable Machine Learning-Based Prediction Model for Drug-Food Interactions from Chemical Structures","Kha QH, Le VH, Hung TNK, Nguyen NTK, Le NQK.","Sensors (Basel). 2023 Apr 13;23(8):3962. doi: 10.3390/s23083962.","Kha QH","Sensors (Basel)","2023","2023/04/28","PMC10143839","","10.3390/s23083962"
"37107600","RNA Sequencing in Hypoxia-Adapted T98G Glioblastoma Cells Provides Supportive Evidence for IRE1 as a Potential Therapeutic Target","White BE, Liu Y, Hakonarson H, Buono RJ.","Genes (Basel). 2023 Mar 31;14(4):841. doi: 10.3390/genes14040841.","White BE","Genes (Basel)","2023","2023/04/28","PMC10138146","","10.3390/genes14040841"
"37104478","Proposing novel natural compounds against Alzheimer's disease targeting acetylcholinesterase","Girgin M, Isik S, Kantarci-Carsibasi N.","PLoS One. 2023 Apr 27;18(4):e0284994. doi: 10.1371/journal.pone.0284994. eCollection 2023.","Girgin M","PLoS One","2023","2023/04/27","PMC10138233","","10.1371/journal.pone.0284994"
"37096060","Knowledge Mapping of Drug Repositioning's Theme and Development","Lang X, Liu J, Zhang G, Feng X, Dan W.","Drug Des Devel Ther. 2023 Apr 18;17:1157-1174. doi: 10.2147/DDDT.S405906. eCollection 2023.","Lang X","Drug Des Devel Ther","2023","2023/04/25","PMC10122475","","10.2147/DDDT.S405906"
"37082021","Kinetic analysis of antibody binding to integral membrane proteins stabilized in SMALPs","Sharma P, Plant M, Lam SK, Chen Q.","BBA Adv. 2021 Aug 5;1:100022. doi: 10.1016/j.bbadva.2021.100022. eCollection 2021.","Sharma P","BBA Adv","2021","2023/04/21","PMC10074945","","10.1016/j.bbadva.2021.100022"
"37078238","FKBP5 blockade may provide a new horizon for the treatment of stress-associated disorders: An in-silico study","Asadi-Pooya AA, Malekpour M, Zamiri B, Kashkooli M, Firouzabadi N.","Epilepsia Open. 2023 Jun;8(2):633-640. doi: 10.1002/epi4.12749. Epub 2023 Apr 27.","Asadi-Pooya AA","Epilepsia Open","2023","2023/04/20","PMC10235572","","10.1002/epi4.12749"
"37077174","A novel method to identify and characterize personalized functional driver lncRNAs in cancer samples","Zheng X, Li F, Zhao H, Tang Y, Xue K, Zhang X, Liang W, Zhao R, Lv X, Song X, Zhang C, Xu Y, Zhang Y.","Comput Struct Biotechnol J. 2023 Mar 24;21:2471-2482. doi: 10.1016/j.csbj.2023.03.041. eCollection 2023.","Zheng X","Comput Struct Biotechnol J","2023","2023/04/20","PMC10106482","","10.1016/j.csbj.2023.03.041"
"37064951","Molecular Mechanism of the Therapeutic Effect of Peach Blossom against Constipation: An Exploratory Study Based on Network Pharmacology Analysis and Molecular Docking Verification","Ma B, Ning J, Wang F, Zheng H, Han L.","Evid Based Complement Alternat Med. 2023 Apr 6;2023:8577485. doi: 10.1155/2023/8577485. eCollection 2023.","Ma B","Evid Based Complement Alternat Med","2023","2023/04/17","PMC10101742","","10.1155/2023/8577485"
"37061563","SYNDEEP: a deep learning approach for the prediction of cancer drugs synergy","Torkamannia A, Omidi Y, Ferdousi R.","Sci Rep. 2023 Apr 15;13(1):6184. doi: 10.1038/s41598-023-33271-3.","Torkamannia A","Sci Rep","2023","2023/04/15","PMC10105711","","10.1038/s41598-023-33271-3"
"37036837","Proteogenomic analysis of Serratia marcescens using computational subtractive genomics approach","D'Souza SE, Khan K, Uddin R.","PLoS One. 2023 Apr 10;18(4):e0283993. doi: 10.1371/journal.pone.0283993. eCollection 2023.","D'Souza SE","PLoS One","2023","2023/04/10","PMC10085029","","10.1371/journal.pone.0283993"
"37032902","Toward novel treatment against filariasis: Insight into genome-wide co-evolutionary analysis of filarial nematodes and Wolbachia","Wangwiwatsin A, Kulwong S, Phetcharaburanin J, Namwat N, Klanrit P, Loilome W, Maleewong W, Reid AJ.","Front Microbiol. 2023 Mar 22;14:1052352. doi: 10.3389/fmicb.2023.1052352. eCollection 2023.","Wangwiwatsin A","Front Microbiol","2023","2023/04/10","PMC10073474","","10.3389/fmicb.2023.1052352"
"37017513","Macrocycles in Drug Discovery─Learning from the Past for the Future","Garcia Jimenez D, Poongavanam V, Kihlberg J.","J Med Chem. 2023 Apr 27;66(8):5377-5396. doi: 10.1021/acs.jmedchem.3c00134. Epub 2023 Apr 5.","Garcia Jimenez D","J Med Chem","2023","2023/04/05","PMC10150360","","10.1021/acs.jmedchem.3c00134"
"37016421","Current status and perspectives of interventional clinical trials for brain metastases: analysis of ClinicalTrials.gov","Tini P, Marampon F, Giraffa M, Bucelli S, Niyazi M, Belka C, Minniti G.","Radiat Oncol. 2023 Apr 4;18(1):62. doi: 10.1186/s13014-023-02243-2.","Tini P","Radiat Oncol","2023","2023/04/04","PMC10074717","","10.1186/s13014-023-02243-2"
"37015906","Investigating the potential anti-depressive mechanisms of statins: a transcriptomic and Mendelian randomization analysis","Jiang JC, Hu C, McIntosh AM, Shah S.","Transl Psychiatry. 2023 Apr 4;13(1):110. doi: 10.1038/s41398-023-02403-8.","Jiang JC","Transl Psychiatry","2023","2023/04/04","PMC10073189","","10.1038/s41398-023-02403-8"
"37007045","Network pharmacology, molecular docking, and experimental validation to explore the potential mechanism of Long Mu Qing Xin mixture for the treatment of attention deficit hyperactivity disorder","Li X, Xiao Z, Pu W, Jiang Z, Wang S, Zhang Y.","Front Pharmacol. 2023 Mar 17;14:1144907. doi: 10.3389/fphar.2023.1144907. eCollection 2023.","Li X","Front Pharmacol","2023","2023/04/03","PMC10063801","","10.3389/fphar.2023.1144907"
"36966195","Non-steroidal anti-inflammatory drug target gene associations with major depressive disorders: a Mendelian randomisation study integrating GWAS, eQTL and mQTL Data","He Q, Wu KCH, Bennett AN, Fan B, Liu J, Huang R, Kong APS, Tian X, Kwok MKM, Chan KHK.","Pharmacogenomics J. 2023 Jul;23(4):95-104. doi: 10.1038/s41397-023-00302-1. Epub 2023 Mar 25.","He Q","Pharmacogenomics J","2023","2023/03/25","PMC10382318","","10.1038/s41397-023-00302-1"
"36960209","Anti-cancer potential of synergistic phytochemical combinations is influenced by the genetic profile of prostate cancer cell lines","Gano CA, Fatima S, Failes TW, Arndt GM, Sajinovic M, Mahns D, Saedisomeolia A, Coorssen JR, Bucci J, de Souza P, Vafaee F, Scott KF.","Front Nutr. 2023 Mar 7;10:1119274. doi: 10.3389/fnut.2023.1119274. eCollection 2023.","Gano CA","Front Nutr","2023","2023/03/24","PMC10029761","","10.3389/fnut.2023.1119274"
"36952396","New workflow predicts drug targets against SARS-CoV-2 via metabolic changes in infected cells","Leonidou N, Renz A, Mostolizadeh R, Dräger A.","PLoS Comput Biol. 2023 Mar 23;19(3):e1010903. doi: 10.1371/journal.pcbi.1010903. eCollection 2023 Mar.","Leonidou N","PLoS Comput Biol","2023","2023/03/23","PMC10035753","","10.1371/journal.pcbi.1010903"
"36950105","COVID-19Base v3: Update of the knowledgebase for drugs and biomedical entities linked to COVID-19","Basit SA, Qureshi R, Musleh S, Guler R, Rahman MS, Biswas KH, Alam T.","Front Public Health. 2023 Mar 6;11:1125917. doi: 10.3389/fpubh.2023.1125917. eCollection 2023.","Basit SA","Front Public Health","2023","2023/03/23","PMC10025554","","10.3389/fpubh.2023.1125917"
"36917350","Genome-wide analysis of genetic pleiotropy and causal genes across three age-related ocular disorders","Yao X, Yang H, Han H, Kou X, Jiang Y, Luo M, Zhou Y, Wang J, Fan X, Wang X, Li MJ, Yan H.","Hum Genet. 2023 Apr;142(4):507-522. doi: 10.1007/s00439-023-02542-4. Epub 2023 Mar 14.","Yao X","Hum Genet","2023","2023/03/14","","","10.1007/s00439-023-02542-4"
"36905464","Effect of Silibinin on the Expression of Mir-20b, Bcl2L11, and Erbb2 in Breast Cancer Cell Lines","Ranapour S, Motamed N.","Mol Biotechnol. 2023 Dec;65(12):1979-1990. doi: 10.1007/s12033-023-00702-5. Epub 2023 Mar 11.","Ranapour S","Mol Biotechnol","2023","2023/03/11","","","10.1007/s12033-023-00702-5"
"36899930","An Innovative Drug Repurposing Approach to Restrain Endometrial Cancer Metastatization","Torricelli F, Sauta E, Manicardi V, Mandato VD, Palicelli A, Ciarrocchi A, Manzotti G.","Cells. 2023 Mar 3;12(5):794. doi: 10.3390/cells12050794.","Torricelli F","Cells","2023","2023/03/11","PMC10001006","","10.3390/cells12050794"
