PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37691632","Feeding of fish oil and medium-chain triglycerides to canines impacts circulating structural and energetic lipids, endocannabinoids, and non-lipid metabolite profiles","Jackson MI, Jewell DE.","Front Vet Sci. 2023 Aug 24;10:1168703. doi: 10.3389/fvets.2023.1168703. eCollection 2023.","Jackson MI","Front Vet Sci","2023","2023/09/11","PMC10484482","","10.3389/fvets.2023.1168703"
"37679991","Xiaoyi Yusi decoction improves fertilization and embryo transfer outcomes in patients with endometriosis","Wenjing J, Huaying J, Lihua Y, Yuanhong SA, Jimei X, Hongqi S, Jingyan S, Zhengao S.","J Tradit Chin Med. 2023 Oct;43(5):1026-1033. doi: 10.19852/j.cnki.jtcm.2023.05.006.","Wenjing J","J Tradit Chin Med","2023","2023/09/08","PMC10465826","","10.19852/j.cnki.jtcm.2023.05.006"
"37653396","Comparative polar and lipid plasma metabolomics differentiate KSHV infection and disease states","Privatt SR, Braga CP, Johnson A, Lidenge SJ, Berry L, Ngowi JR, Ngalamika O, Chapple AG, Mwaiselage J, Wood C, West JT, Adamec J.","Cancer Metab. 2023 Aug 31;11(1):13. doi: 10.1186/s40170-023-00316-0.","Privatt SR","Cancer Metab","2023","2023/08/31","PMC10470137","","10.1186/s40170-023-00316-0"
"37644353","Metabolomics of head and neck cancer in biofluids: an integrative systematic review","Chuchueva N, Carta F, Nguyen HN, Luevano J, Lewis IA, Rios-Castillo I, Fanos V, King E, Swistushkin V, Reshetov I, Rusetsky Y, Shestakova K, Moskaleva N, Mariani C, Castillo-Carniglia A, Grapov D, Fahrmann J, La Frano MR, Puxeddu R, Appolonova SA, Brito A.","Metabolomics. 2023 Aug 29;19(9):77. doi: 10.1007/s11306-023-02038-2.","Chuchueva N","Metabolomics","2023","2023/08/29","","","10.1007/s11306-023-02038-2"
"37626999","Transcription and Metabolic Profiling Analysis of Three Discolorations in a Day of Hibiscus mutabilis","Zhu Z, Zeng X, Shi X, Ma J, Liu X, Li Q.","Biology (Basel). 2023 Aug 10;12(8):1115. doi: 10.3390/biology12081115.","Zhu Z","Biology (Basel)","2023","2023/08/26","PMC10452391","","10.3390/biology12081115"
"37623844","Metabolomic Profiling of Aqueous Humor from Pathological Myopia Patients with Choroidal Neovascularization","Wei Q, Yu Z, Zhou X, Gong R, Jiang R, Xu G, Liu W.","Metabolites. 2023 Jul 30;13(8):900. doi: 10.3390/metabo13080900.","Wei Q","Metabolites","2023","2023/08/25","PMC10456621","","10.3390/metabo13080900"
"37616057","Investigating causal associations among gut microbiota, gut microbiota-derived metabolites, and gestational diabetes mellitus: a bidirectional Mendelian randomization study","Wu X, Lin D, Li Q, Cai J, Huang H, Xiang T, Tan H.","Aging (Albany NY). 2023 Aug 23;15(16):8345-8366. doi: 10.18632/aging.204973. Epub 2023 Aug 23.","Wu X","Aging (Albany NY)","2023","2023/08/24","PMC10497006","","10.18632/aging.204973"
"37612821","Metabolic Differences in Diabetic Kidney Disease Patients with Normoalbuminuria versus Moderately Increased Albuminuria","Hallan SI, Øvrehus MA, Darshi M, Montemayor D, Langlo KA, Bruheim P, Sharma K; CRIC Study Investigators.","Kidney360. 2023 Oct 1;4(10):1407-1418. doi: 10.34067/KID.0000000000000248. Epub 2023 Aug 24.","Hallan SI","Kidney360","2023","2023/08/24","PMC10615383","","10.34067/KID.0000000000000248"
"37612700","A comparative analyses of lipid ratios representing desaturase enzyme activity between preterm and term infants within the first ten weeks of life","Kasim HH, Olga L, Snowden S, Cropp E, Koulman A, Beardsall K.","Lipids Health Dis. 2023 Aug 23;22(1):133. doi: 10.1186/s12944-023-01862-8.","Kasim HH","Lipids Health Dis","2023","2023/08/23","PMC10463436","","10.1186/s12944-023-01862-8"
"37612353","Cocaine hydrochloride, cocaine methiodide and methylenedioxypyrovalerone (MDPV) cause distinct alterations in the structure and composition of the gut microbiota","Angoa-Pérez M, Zagorac B, Francescutti DM, Shaffer ZD, Theis KR, Kuhn DM.","Sci Rep. 2023 Aug 23;13(1):13754. doi: 10.1038/s41598-023-40892-1.","Angoa-Pérez M","Sci Rep","2023","2023/08/23","PMC10447462","","10.1038/s41598-023-40892-1"
"37609905","Bifidobacterium infantis utilizes N-acetylglucosamine-containing human milk oligosaccharides as a nitrogen source","Li S, You X, Rani A, Özcan E, Sela DA.","Gut Microbes. 2023 Dec;15(2):2244721. doi: 10.1080/19490976.2023.2244721.","Li S","Gut Microbes","2023","2023/08/23","PMC10448974","","10.1080/19490976.2023.2244721"
"37609242","Disposition and Metabolomic Effects of 2,2',5,5'-Tetrachlorobiphenyl in Female Rats Following Intraperitoneal Exposure","Bullert A, Li X, Zhang C, Lee K, Pulliam CF, Cagle BS, Doorn JA, Klingelhutz AJ, Robertson LW, Lehmler HJ.","bioRxiv. 2023 Aug 9:2023.06.19.544952. doi: 10.1101/2023.06.19.544952. Preprint.","Bullert A","bioRxiv","2023","2023/08/23","PMC10441371","","10.1101/2023.06.19.544952"
"37599819","Metabolic reprogramming of the glutathione biosynthesis modulates the resistance of Salmonella Derby to ceftriaxone","Ji J, Wu S, Sheng L, Sun J, Ye Y, Zhang Y, Zhang Y, Gong Y, Zhou J, Sun X.","iScience. 2023 Jul 3;26(8):107263. doi: 10.1016/j.isci.2023.107263. eCollection 2023 Aug 18.","Ji J","iScience","2023","2023/08/21","PMC10432962","","10.1016/j.isci.2023.107263"
"37587486","Warburg effect enhanced by AKR1B10 promotes acquired resistance to pemetrexed in lung cancer-derived brain metastasis","Duan W, Liu W, Xia S, Zhou Y, Tang M, Xu M, Lin M, Li X, Wang Q.","J Transl Med. 2023 Aug 16;21(1):547. doi: 10.1186/s12967-023-04403-0.","Duan W","J Transl Med","2023","2023/08/16","PMC10428599","","10.1186/s12967-023-04403-0"
"37581432","The PCOS-NAFLD Multidisease Phenotype Occurred in Medaka Fish Four Generations after the Removal of Bisphenol A Exposure","Chakraborty S, Anand S, Coe S, Reh B, Bhandari RK.","Environ Sci Technol. 2023 Aug 29;57(34):12602-12619. doi: 10.1021/acs.est.3c01922. Epub 2023 Aug 15.","Chakraborty S","Environ Sci Technol","2023","2023/08/15","PMC10469501","","10.1021/acs.est.3c01922"
"37576304","Metabolomic approach for phytochemical assessment of Murraya koenigii fruits during different maturity stages","Aroor MS, Dadwal V, Joshi R, Gupta M.","Heliyon. 2023 Jul 29;9(8):e18688. doi: 10.1016/j.heliyon.2023.e18688. eCollection 2023 Aug.","Aroor MS","Heliyon","2023","2023/08/14","PMC10415817","","10.1016/j.heliyon.2023.e18688"
"37572994","Disposition and metabolomic effects of 2,2',5,5'-tetrachlorobiphenyl in female rats following intraperitoneal exposure","Bullert A, Li X, Chunyun Z, Lee K, Pulliam CF, Cagle BS, Doorn JA, Klingelhutz AJ, Robertson LW, Lehmler HJ.","Environ Toxicol Pharmacol. 2023 Sep;102:104245. doi: 10.1016/j.etap.2023.104245. Epub 2023 Aug 11.","Bullert A","Environ Toxicol Pharmacol","2023","2023/08/12","PMC10562985","NIHMS1925652","10.1016/j.etap.2023.104245"
"37543666","Hyperfructosemia in sleep disordered breathing: metabolome analysis of Nagahama study","Nakatsuka Y, Murase K, Sonomura K, Tabara Y, Nagasaki T, Hamada S, Matsumoto T, Minami T, Kanai O, Takeyama H, Sunadome H, Takahashi N, Nakamoto I, Tanizawa K, Handa T, Sato TA, Komenami N, Wakamura T, Morita S, Takeuchi O, Nakayama T, Hirai T, Kamatani Y, Matsuda F, Chin K.","Sci Rep. 2023 Aug 5;13(1):12735. doi: 10.1038/s41598-023-40002-1.","Nakatsuka Y","Sci Rep","2023","2023/08/05","PMC10404271","","10.1038/s41598-023-40002-1"
"37512972","Intelligent Biological Networks: Improving Anti-Microbial Resistance Resilience through Nutritional Interventions to Understand Protozoal Gut Infections","Karpe AV, Beale DJ, Tran CD.","Microorganisms. 2023 Jul 13;11(7):1800. doi: 10.3390/microorganisms11071800.","Karpe AV","Microorganisms","2023","2023/07/29","PMC10383877","","10.3390/microorganisms11071800"
"37501930","HDL functionality is dependent on hepatocyte stress defense factors Nrf1 and Nrf2","Trites MJ, Stebbings BM, Aoki H, Phanse S, Akl MG, Li L, Babu M, Widenmaier SB.","Front Physiol. 2023 Jul 12;14:1212785. doi: 10.3389/fphys.2023.1212785. eCollection 2023.","Trites MJ","Front Physiol","2023","2023/07/28","PMC10369849","","10.3389/fphys.2023.1212785"
"37432339","Serum, Urine, and Fecal Metabolome Alterations in the Gut Microbiota in Response to Lifestyle Interventions in Pediatric Obesity: A Non-Randomized Clinical Trial","Lee Y, Cho JY, Cho KY.","Nutrients. 2023 May 4;15(9):2184. doi: 10.3390/nu15092184.","Lee Y","Nutrients","2023","2023/07/11","PMC10180968","","10.3390/nu15092184"
"37410228","A Drug Repurposing Pipeline Based on Bladder Cancer Integrated Proteotranscriptomics Signatures","Mokou M, Narayanasamy S, Stroggilos R, Balaur IA, Vlahou A, Mischak H, Frantzi M.","Methods Mol Biol. 2023;2684:59-99. doi: 10.1007/978-1-0716-3291-8_4.","Mokou M","Methods Mol Biol","2023","2023/07/06","","","10.1007/978-1-0716-3291-8_4"
"37399212","Yeast NDI1 reconfigures neuronal metabolism and prevents the unfolded protein response in mitochondrial complex I deficiency","Granat L, Knorr DY, Ranson DC, Hamer EL, Chakrabarty RP, Mattedi F, Fort-Aznar L, Hirth F, Sweeney ST, Vagnoni A, Chandel NS, Bateman JM.","PLoS Genet. 2023 Jul 3;19(7):e1010793. doi: 10.1371/journal.pgen.1010793. eCollection 2023 Jul.","Granat L","PLoS Genet","2023","2023/07/03","PMC10348588","","10.1371/journal.pgen.1010793"
"37388276","The Regulation Network of Glycerolipid Metabolism as Coregulators of Immunotherapy-Related Myocarditis","Yang X, Duan X, Xia Z, Huang R, He K, Xiang G.","Cardiovasc Ther. 2023 Jun 21;2023:8774971. doi: 10.1155/2023/8774971. eCollection 2023.","Yang X","Cardiovasc Ther","2023","2023/06/30","PMC10307211","","10.1155/2023/8774971"
"37373157","Lipidome Investigation of Carnosine Effect on Nude Mice Skin to Prevent UV-A Damage","Zoanni B, Aiello G, Negre-Salvayre A, Aldini G, Carini M, D'Amato A.","Int J Mol Sci. 2023 Jun 11;24(12):10009. doi: 10.3390/ijms241210009.","Zoanni B","Int J Mol Sci","2023","2023/06/28","PMC10297840","","10.3390/ijms241210009"
"37367864","Early Differentiation Signatures in Human Induced Pluripotent Stem Cells Determined by Non-Targeted Metabolomics Analysis","Abdalkader R, Chaleckis R, Fujita T.","Metabolites. 2023 May 29;13(6):706. doi: 10.3390/metabo13060706.","Abdalkader R","Metabolites","2023","2023/06/27","PMC10301689","","10.3390/metabo13060706"
"37367590","Trichoderma harzianum Volatile Organic Compounds Regulated by the THCTF1 Transcription Factor Are Involved in Antifungal Activity and Beneficial Plant Responses","Rubio MB, Monti MM, Gualtieri L, Ruocco M, Hermosa R, Monte E.","J Fungi (Basel). 2023 Jun 11;9(6):654. doi: 10.3390/jof9060654.","Rubio MB","J Fungi (Basel)","2023","2023/06/27","PMC10302578","","10.3390/jof9060654"
"37359381","Unraveling the therapeutic mechanisms of dichloroacetic acid in lung cancer through integrated multi-omics approaches: metabolomics and transcriptomics","Feng M, Wang J, Zhou J.","Front Genet. 2023 Jun 8;14:1199566. doi: 10.3389/fgene.2023.1199566. eCollection 2023.","Feng M","Front Genet","2023","2023/06/26","PMC10285292","","10.3389/fgene.2023.1199566"
"37358459","Metabolite Alterations and Interactions with Microbiota in Helicobacter pylori-Associated Gastric Lesions","Peng L, Guo Y, Gerhard M, Gao JJ, Liu ZC, Mejías-Luque R, Zhang L, Vieth M, Ma JL, Liu WD, Li ZX, Zhou T, Li WQ, You WC, Zhang Y, Pan KF.","Microbiol Spectr. 2023 Aug 17;11(4):e0534722. doi: 10.1128/spectrum.05347-22. Epub 2023 Jun 26.","Peng L","Microbiol Spectr","2023","2023/06/26","PMC10434277","","10.1128/spectrum.05347-22"
"37333640","Administration of Bifidobacterium animalis subsp. lactis strain BB-12(®) in healthy children: characterization, functional composition, and metabolism of the gut microbiome","Vizioli C, Jaime-Lara R, Daniel SG, Franks A, Diallo AF, Bittinger K, Tan TP, Merenstein DJ, Brooks B, Joseph PV, Maki KA.","Front Microbiol. 2023 May 12;14:1165771. doi: 10.3389/fmicb.2023.1165771. eCollection 2023.","Vizioli C","Front Microbiol","2023","2023/06/19","PMC10275293","","10.3389/fmicb.2023.1165771"
"37324728","Metaproteomics profiling of the microbial communities in fermentation starters (Daqu) during multi-round production of Chinese liquor","Zhao J, Yang Y, Teng M, Zheng J, Wang B, Mallawaarachchi V, Lin Y, Fang Z, Shen C, Yu S, Yang F, Qiao L, Wang L.","Front Nutr. 2023 Jun 1;10:1139836. doi: 10.3389/fnut.2023.1139836. eCollection 2023.","Zhao J","Front Nutr","2023","2023/06/16","PMC10267310","","10.3389/fnut.2023.1139836"
"37310758","Low-dose vanadium pentoxide perturbed lung metabolism associated with inflammation and fibrosis signaling in male animal and in vitro models","He X, Jarrell ZR, Smith MR, Ly VT, Hu X, Sueblinvong V, Liang Y, Orr M, Go YM, Jones DP.","Am J Physiol Lung Cell Mol Physiol. 2023 Aug 1;325(2):L215-L232. doi: 10.1152/ajplung.00303.2022. Epub 2023 Jun 13.","He X","Am J Physiol Lung Cell Mol Physiol","2023","2023/06/13","PMC10396228","","10.1152/ajplung.00303.2022"
"37267948","Ferroptosis surveillance independent of GPX4 and differentially regulated by sex hormones","Liang D, Feng Y, Zandkarimi F, Wang H, Zhang Z, Kim J, Cai Y, Gu W, Stockwell BR, Jiang X.","Cell. 2023 Jun 22;186(13):2748-2764.e22. doi: 10.1016/j.cell.2023.05.003. Epub 2023 Jun 1.","Liang D","Cell","2023","2023/06/02","PMC10330611","NIHMS1901361","10.1016/j.cell.2023.05.003"
"37264059","Increased renal elimination of endogenous and synthetic pyrimidine nucleosides in concentrative nucleoside transporter 1 deficient mice","Persaud AK, Bernier MC, Massey MA, Agrawal S, Kaur T, Nayak D, Xie Z, Weadick B, Raj R, Hill K, Abbott N, Joshi A, Anabtawi N, Bryant C, Somogyi A, Cruz-Monserrate Z, Amari F, Coppola V, Sparreboom A, Baker SD, Unadkat JD, Phelps MA, Govindarajan R.","Nat Commun. 2023 Jun 1;14(1):3175. doi: 10.1038/s41467-023-38789-8.","Persaud AK","Nat Commun","2023","2023/06/01","PMC10235067","","10.1038/s41467-023-38789-8"
"37253111","Immunogenetic Metabolomics Reveals Key Enzymes That Modulate CAR T-cell Metabolism and Function","Renauer P, Park JJ, Bai M, Acosta A, Lee WH, Lin GH, Zhang Y, Dai X, Wang G, Errami Y, Wu T, Clark P, Ye L, Yang Q, Chen S.","Cancer Immunol Res. 2023 Aug 3;11(8):1068-1084. doi: 10.1158/2326-6066.CIR-22-0565.","Renauer P","Cancer Immunol Res","2023","2023/05/30","PMC10527769","NIHMS1905850","10.1158/2326-6066.CIR-22-0565"
"37237073","GC-MS based untargeted metabolomics reveals the metabolic response of earthworm (Eudrilus eugeniae) after chronic combinatorial exposure to three different pesticides","Malla MA, Dubey A, Kori RK, Sharma V, Kumar A, Yadav S, Kumari S.","Sci Rep. 2023 May 26;13(1):8583. doi: 10.1038/s41598-023-35225-1.","Malla MA","Sci Rep","2023","2023/05/26","PMC10220075","","10.1038/s41598-023-35225-1"
"37236669","A new metabolic model of Drosophila melanogaster and the integrative analysis of Parkinson's disease","Cesur MF, Basile A, Patil KR, Çakır T.","Life Sci Alliance. 2023 May 26;6(8):e202201695. doi: 10.26508/lsa.202201695. Print 2023 Aug.","Cesur MF","Life Sci Alliance","2023","2023/05/26","PMC10215973","","10.26508/lsa.202201695"
"37233711","Non-Targeted Metabolic Profiling of Cerebellum in Spina Bifida Fetal Rats","Thielen E, Oria M, Watanabe-Chailland M, Lampe K, Romick-Rosendale L, Peiro JL.","Metabolites. 2023 May 19;13(5):670. doi: 10.3390/metabo13050670.","Thielen E","Metabolites","2023","2023/05/26","PMC10223940","","10.3390/metabo13050670"
"37233686","Identification of Novel Biomarkers in Late Preterm Neonates with Respiratory Distress Syndrome (RDS) Using Urinary Metabolomic Analysis","Christopoulou I, Kostopoulou E, Matzarapi K, Chasapi SA, Spyroulias GA, Varvarigou A.","Metabolites. 2023 May 9;13(5):644. doi: 10.3390/metabo13050644.","Christopoulou I","Metabolites","2023","2023/05/26","PMC10223367","","10.3390/metabo13050644"
"37214338","Metabolic profiling reveals altered tryptophan metabolism in patients with kawasaki disease","Fan X, Li K, Guo X, Liao S, Zhang Q, Xu Y, Cui H, Zheng L, Xu M.","Front Mol Biosci. 2023 May 4;10:1180537. doi: 10.3389/fmolb.2023.1180537. eCollection 2023.","Fan X","Front Mol Biosci","2023","2023/05/22","PMC10192854","","10.3389/fmolb.2023.1180537"
"37212727","Variable Dose Rates in Realistic Radiation Exposures: Effects on Small Molecule Markers of Ionizing Radiation in the Murine Model","Pannkuk EL, Laiakis EC, Garty G, Ponnaiya B, Wu X, Shuryak I, Ghandhi SA, Amundson SA, Brenner DJ, Fornace AJ.","Radiat Res. 2023 Jul 1;200(1):1-12. doi: 10.1667/RADE-22-00211.1.","Pannkuk EL","Radiat Res","2023","2023/05/22","PMC10410530","NIHMS1919383","10.1667/RADE-22-00211.1"
"37189348","NMR-Based Metabolomics to Analyze the Effects of a Series of Monoamine Oxidases-B Inhibitors on U251 Cells","Guo Z, Gu J, Zhang M, Su F, Su W, Xie Y.","Biomolecules. 2023 Mar 27;13(4):600. doi: 10.3390/biom13040600.","Guo Z","Biomolecules","2023","2023/05/16","PMC10136171","","10.3390/biom13040600"
"37176166","Blood Metabolite Profiling of Antarctic Expedition Members: An (1)H NMR Spectroscopy-Based Study","Del Coco L, Greco M, Inguscio A, Munir A, Danieli A, Cossa L, Musarò D, Coscia MR, Fanizzi FP, Maffia M.","Int J Mol Sci. 2023 May 8;24(9):8459. doi: 10.3390/ijms24098459.","Del Coco L","Int J Mol Sci","2023","2023/05/13","PMC10179003","","10.3390/ijms24098459"
"37175828","Combined Transcriptome and Metabolome Analysis of Smooth Muscle of Myostatin Knockout Cattle","Gu M, Wang S, Di A, Wu D, Hai C, Liu X, Bai C, Su G, Yang L, Li G.","Int J Mol Sci. 2023 May 1;24(9):8120. doi: 10.3390/ijms24098120.","Gu M","Int J Mol Sci","2023","2023/05/13","PMC10178895","","10.3390/ijms24098120"
"37175760","Combined Transcriptome and Metabolome Analysis Reveals Adaptive Defense Responses to DON Induction in Potato","Zhao B, Yu H, Liu D, Wang J, Feng X, He F, Qi T, Du C, Wang L, Wang H, Li F.","Int J Mol Sci. 2023 Apr 29;24(9):8054. doi: 10.3390/ijms24098054.","Zhao B","Int J Mol Sci","2023","2023/05/13","PMC10179060","","10.3390/ijms24098054"
"37175716","Residual Humidity in Paraffin-Embedded Tissue Reduces Nucleic Acid Stability","Abuja PM, Pabst D, Bourgeois B, Loibner M, Ulz C, Kufferath I, Fackelmann U, Stumptner C, Kraemer R, Madl T, Zatloukal K.","Int J Mol Sci. 2023 Apr 28;24(9):8010. doi: 10.3390/ijms24098010.","Abuja PM","Int J Mol Sci","2023","2023/05/13","PMC10178321","","10.3390/ijms24098010"
"37175292","Structural and Functional Changes in Soybean Protein via Remote Plasma Treatments","Kim HJ, Bae JH, Lee S, Kim J, Jung S, Jo C, Lee JY, Seo JH, Park S.","Molecules. 2023 May 4;28(9):3882. doi: 10.3390/molecules28093882.","Kim HJ","Molecules","2023","2023/05/13","PMC10179772","","10.3390/molecules28093882"
"37174628","Integrated Omic Analysis Delineates Pathways Modulating Toxic TDP-43 Protein Aggregates in Amyotrophic Lateral Sclerosis","Rajaratnam S, Soman AP, Phalguna KS, Pradhan SS, Manjunath M, Rao RK, Dandamudi RB, Bhagavatham SKS, Pulukool SK, Rathnakumar S, Kocherlakota S, Pargaonkar A, Veeranna RP, Arumugam N, Almansour AI, Choudhary B, Sivaramakrishnan V.","Cells. 2023 Apr 24;12(9):1228. doi: 10.3390/cells12091228.","Rajaratnam S","Cells","2023","2023/05/13","PMC10177613","","10.3390/cells12091228"
"37174379","Isoflavone Content and Nutritional-Related Properties of Debittered Seeds from Two Andean Lupin (Lupinus mutabilis Sweet) Ecotypes Propagated in Two Soils","Urrego-Pava F, Coy-Barrera E.","Foods. 2023 Apr 28;12(9):1841. doi: 10.3390/foods12091841.","Urrego-Pava F","Foods","2023","2023/05/13","PMC10178703","","10.3390/foods12091841"
"37162520","HTLV-1 bZIP Factor-Induced Reprogramming of Lactate Metabolism and Epigenetic Status Promote Leukemic Cell Expansion","Toyoda K, Yasunaga JI, Shichijo T, Arima Y, Tsujita K, Tanaka A, Salah T, Zhang W, Hussein O, Sonoda M, Watanabe M, Kurita D, Nakashima K, Yamada K, Miyoshi H, Ohshima K, Matsuoka M.","Blood Cancer Discov. 2023 Sep 1;4(5):374-393. doi: 10.1158/2643-3230.BCD-22-0139.","Toyoda K","Blood Cancer Discov","2023","2023/05/10","PMC10473166","","10.1158/2643-3230.BCD-22-0139"
