PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37479985","Multi-omics quantitative data of tomato fruit unveils regulation modes of least variable metabolites","Moing A, Berton T, Roch L, Diarrassouba S, Bernillon S, Arrivault S, Deborde C, Maucourt M, Cabasson C, Bénard C, Prigent S, Jacob D, Gibon Y, Lemaire-Chamley M.","BMC Plant Biol. 2023 Jul 22;23(1):365. doi: 10.1186/s12870-023-04370-0.","Moing A","BMC Plant Biol","2023","2023/07/21","PMC10362748","","10.1186/s12870-023-04370-0"
"37367688","Antibacterial Activities and Life Cycle Stages of Asparagopsis armata: Implications of the Metabolome and Microbiome","Parchemin C, Raviglione D, Mejait A, Sasal P, Faliex E, Clerissi C, Tapissier-Bontemps N.","Mar Drugs. 2023 Jun 17;21(6):363. doi: 10.3390/md21060363.","Parchemin C","Mar Drugs","2023","2023/06/27","PMC10301895","","10.3390/md21060363"
"37110253","Metabarcoding and Metabolomics Reveal the Effect of the Invasive Alien Tree Miconia calvescens DC. on Soil Diversity on the Tropical Island of Mo'orea (French Polynesia)","Clerissi C, Chaïb S, Raviglione D, Espiau B, Bertrand C, Meyer JY.","Microorganisms. 2023 Mar 24;11(4):832. doi: 10.3390/microorganisms11040832.","Clerissi C","Microorganisms","2023","2023/04/28","PMC10144827","","10.3390/microorganisms11040832"
"37006253","Assessment of local and systemic signature of eosinophilic esophagitis (EoE) in children through multi-omics approaches","Adel-Patient K, Campeotto F, Grauso M, Guillon B, Moroldo M, Venot E, Dietrich C, Machavoine F, Castelli FA, Fenaille F, Molina TJ, Barbet P, Delacourt C, Leite-de-Moraes M, Lezmi G.","Front Immunol. 2023 Mar 15;14:1108895. doi: 10.3389/fimmu.2023.1108895. eCollection 2023.","Adel-Patient K","Front Immunol","2023","2023/04/03","PMC10050742","","10.3389/fimmu.2023.1108895"
"36992769","The impact of ethnicity and intra-pancreatic fat on the postprandial metabolome response to whey protein in overweight Asian Chinese and European Caucasian women with prediabetes","Joblin-Mills A, Wu Z, Fraser K, Jones B, Yip W, Lim JJ, Lu L, Sequeira I, Poppitt S.","Front Clin Diabetes Healthc. 2022 Oct 14;3:980856. doi: 10.3389/fcdhc.2022.980856. eCollection 2022.","Joblin-Mills A","Front Clin Diabetes Healthc","2022","2023/03/30","PMC10012149","","10.3389/fcdhc.2022.980856"
"36984754","Development of an Untargeted Metabolomics Strategy to Study the Metabolic Rewiring of Dendritic Cells upon Lipopolysaccharide Activation","Michieletto J, Delvaux A, Chu-Van E, Junot C, Fenaille F, Castelli FA.","Metabolites. 2023 Feb 21;13(3):311. doi: 10.3390/metabo13030311.","Michieletto J","Metabolites","2023","2023/03/29","PMC10058937","","10.3390/metabo13030311"
"36916532","Metabolomics meets systems immunology","Fu J, Zhu F, Xu CJ, Li Y.","EMBO Rep. 2023 Apr 5;24(4):e55747. doi: 10.15252/embr.202255747. Epub 2023 Mar 14.","Fu J","EMBO Rep","2023","2023/03/14","PMC10074123","","10.15252/embr.202255747"
"36903305","Advances in Ultra-High-Resolution Mass Spectrometry for Pharmaceutical Analysis","Deschamps E, Calabrese V, Schmitz I, Hubert-Roux M, Castagnos D, Afonso C.","Molecules. 2023 Feb 22;28(5):2061. doi: 10.3390/molecules28052061.","Deschamps E","Molecules","2023","2023/03/11","PMC10003995","","10.3390/molecules28052061"
"36871033","MAW: the reproducible Metabolome Annotation Workflow for untargeted tandem mass spectrometry","Zulfiqar M, Gadelha L, Steinbeck C, Sorokina M, Peters K.","J Cheminform. 2023 Mar 4;15(1):32. doi: 10.1186/s13321-023-00695-y.","Zulfiqar M","J Cheminform","2023","2023/03/04","PMC9985203","","10.1186/s13321-023-00695-y"
"36788015","Sympathetic nervous activation, mitochondrial dysfunction and outcome in acutely decompensated cirrhosis: the metabolomic prognostic models (CLIF-C MET)","Weiss E, de la Peña-Ramirez C, Aguilar F, Lozano JJ, Sánchez-Garrido C, Sierra P, Martin PI, Diaz JM, Fenaille F, Castelli FA, Gustot T, Laleman W, Albillos A, Alessandria C, Domenicali M, Caraceni P, Piano S, Saliba F, Zeuzem S, Gerbes AL, Wendon JA, Jansen C, Gu W, Papp M, Mookerjee R, Gambino CG, Jiménez C, Giovo I, Zaccherini G, Merli M, Putignano A, Uschner FE, Berg T, Bruns T, Trautwein C, Zipprich A, Bañares R, Presa J, Genesca J, Vargas V, Fernández J, Bernardi M, Angeli P, Jalan R, Claria J, Junot C, Moreau R, Trebicka J, Arroyo V.","Gut. 2023 Aug;72(8):1581-1591. doi: 10.1136/gutjnl-2022-328708. Epub 2023 Feb 14.","Weiss E","Gut","2023","2023/02/14","PMC10359524","","10.1136/gutjnl-2022-328708"
"36745241","Evaluating LC-HRMS metabolomics data processing software using FAIR principles for research software","Du X, Dastmalchi F, Ye H, Garrett TJ, Diller MA, Liu M, Hogan WR, Brochhausen M, Lemas DJ.","Metabolomics. 2023 Feb 6;19(2):11. doi: 10.1007/s11306-023-01974-3.","Du X","Metabolomics","2023","2023/02/06","","","10.1007/s11306-023-01974-3"
"36676938","EASY-FIA: A Readably Usable Standalone Tool for High-Resolution Mass Spectrometry Metabolomics Data Pre-Processing","Morabito A, De Simone G, Ferrario M, Falcetta F, Pastorelli R, Brunelli L.","Metabolites. 2022 Dec 21;13(1):13. doi: 10.3390/metabo13010013.","Morabito A","Metabolites","2022","2023/01/21","PMC9861133","","10.3390/metabo13010013"
"36519168","Advances in experimental and computational methodologies for the study of microbial-surface interactions at different omics levels","González-Plaza JJ, Furlan C, Rijavec T, Lapanje A, Barros R, Tamayo-Ramos JA, Suarez-Diez M.","Front Microbiol. 2022 Nov 28;13:1006946. doi: 10.3389/fmicb.2022.1006946. eCollection 2022.","González-Plaza JJ","Front Microbiol","2022","2022/12/15","PMC9744117","","10.3389/fmicb.2022.1006946"
"36445891","Untargeted metabolomics confirms the association between plasma branched chain amino acids and residual feed intake in beef heifers","Jorge-Smeding E, Polakof S, Bonnet M, Durand S, Centeno D, Pétéra M, Taussat S, Cantalapiedra-Hijar G.","PLoS One. 2022 Nov 29;17(11):e0277458. doi: 10.1371/journal.pone.0277458. eCollection 2022.","Jorge-Smeding E","PLoS One","2022","2022/11/29","PMC9707789","","10.1371/journal.pone.0277458"
"36421991","A Metabolomics-Based Toolbox to Assess and Compare the Metabolic Potential of Unexplored, Difficult-to-Grow Bacteria","Fiorini F, Bajerski F, Jeske O, Lepleux C, Overmann J, Brönstrup M.","Mar Drugs. 2022 Nov 14;20(11):713. doi: 10.3390/md20110713.","Fiorini F","Mar Drugs","2022","2022/11/24","PMC9698959","","10.3390/md20110713"
"36387192","Relevance of the TRIAP1/p53 axis in colon cancer cell proliferation and adaptation to glutamine deprivation","Nedara K, Reinhardt C, Lebraud E, Arena G, Gracia C, Buard V, Pioche-Durieu C, Castelli F, Colsch B, Bénit P, Rustin P, Albaud B, Gestraud P, Baulande S, Servant N, Deutsch E, Verbavatz JM, Brenner C, Milliat F, Modjtahedi N.","Front Oncol. 2022 Oct 31;12:958155. doi: 10.3389/fonc.2022.958155. eCollection 2022.","Nedara K","Front Oncol","2022","2022/11/17","PMC9661196","","10.3389/fonc.2022.958155"
"36335235","Using a multiomics approach to unravel a septic shock specific signature in skeletal muscle","Duceau B, Blatzer M, Bardon J, Chaze T, Giai Gianetto Q, Castelli F, Fenaille F, Duarte L, Lescot T, Tresallet C, Riou B, Matondo M, Langeron O, Rocheteau P, Chrétien F, Bouglé A.","Sci Rep. 2022 Nov 5;12(1):18776. doi: 10.1038/s41598-022-23544-8.","Duceau B","Sci Rep","2022","2022/11/06","PMC9637214","","10.1038/s41598-022-23544-8"
"36326449","Insights into the potential for mutualistic and harmful host-microbe interactions affecting brown alga freshwater acclimation","KleinJan H, Frioux C, Califano G, Aite M, Fremy E, Karimi E, Corre E, Wichard T, Siegel A, Boyen C, Dittami SM.","Mol Ecol. 2023 Feb;32(3):703-723. doi: 10.1111/mec.16766. Epub 2022 Nov 23.","KleinJan H","Mol Ecol","2023","2022/11/03","PMC10099861","","10.1111/mec.16766"
"36232991","The Plasma Oxylipin Signature Provides a Deep Phenotyping of Metabolic Syndrome Complementary to the Clinical Criteria","Dalle C, Tournayre J, Mainka M, Basiak-Rasała A, Pétéra M, Lefèvre-Arbogast S, Dalloux-Chioccioli J, Deschasaux-Tanguy M, Lécuyer L, Kesse-Guyot E, Fezeu LK, Hercberg S, Galan P, Samieri C, Zatońska K, Calder PC, Fiil Hjorth M, Astrup A, Mazur A, Bertrand-Michel J, Schebb NH, Szuba A, Touvier M, Newman JW, Gladine C.","Int J Mol Sci. 2022 Oct 2;23(19):11688. doi: 10.3390/ijms231911688.","Dalle C","Int J Mol Sci","2022","2022/10/14","PMC9570185","","10.3390/ijms231911688"
"36152164","Data Processing and Analysis in Mass Spectrometry-Based Metabolomics","Peralbo-Molina Á, Solà-Santos P, Perera-Lluna A, Chicano-Gálvez E.","Methods Mol Biol. 2023;2571:207-239. doi: 10.1007/978-1-0716-2699-3_20.","Peralbo-Molina Á","Methods Mol Biol","2023","2022/09/24","","","10.1007/978-1-0716-2699-3_20"
"36038542","The automated Galaxy-SynBioCAD pipeline for synthetic biology design and engineering","Hérisson J, Duigou T, du Lac M, Bazi-Kabbaj K, Sabeti Azad M, Buldum G, Telle O, El Moubayed Y, Carbonell P, Swainston N, Zulkower V, Kushwaha M, Baldwin GS, Faulon JL.","Nat Commun. 2022 Aug 29;13(1):5082. doi: 10.1038/s41467-022-32661-x.","Hérisson J","Nat Commun","2022","2022/08/29","PMC9424320","","10.1038/s41467-022-32661-x"
"36009502","Association of N-Acetyl Asparagine with QTc in Diabetes: A Metabolomics Study","Gravina G, Moey MYY, Prifti E, Ichou F, Bourron O, Balse E, Badillini F, Funck-Brentano C, Salem JE.","Biomedicines. 2022 Aug 12;10(8):1955. doi: 10.3390/biomedicines10081955.","Gravina G","Biomedicines","2022","2022/08/26","PMC9405979","","10.3390/biomedicines10081955"
"35897888","Metabolomics Approach on Non-Targeted Screening of 50 PPCPs in Lettuce and Maize","Xue W, Yang C, Liu M, Lin X, Wang M, Wang X.","Molecules. 2022 Jul 23;27(15):4711. doi: 10.3390/molecules27154711.","Xue W","Molecules","2022","2022/07/28","PMC9330060","","10.3390/molecules27154711"
"35893256","Impacts of Formula Supplemented with Milk Fat Globule Membrane on the Neurolipidome of Brain Regions of Piglets","Fraser K, Ryan L, Dilger RN, Dunstan K, Armstrong K, Peters J, Stirrat H, Haggerty N, MacGibbon AKH, Dekker J, Young W, Roy NC.","Metabolites. 2022 Jul 26;12(8):689. doi: 10.3390/metabo12080689.","Fraser K","Metabolites","2022","2022/07/27","PMC9330244","","10.3390/metabo12080689"
"35804309","MetHoS: a platform for large-scale processing, storage and analysis of metabolomics data","Tzanakis K, Nattkemper TW, Niehaus K, Albaum SP.","BMC Bioinformatics. 2022 Jul 8;23(1):267. doi: 10.1186/s12859-022-04793-w.","Tzanakis K","BMC Bioinformatics","2022","2022/07/08","PMC9270834","","10.1186/s12859-022-04793-w"
"35715522","Using MetaboAnalyst 5.0 for LC-HRMS spectra processing, multi-omics integration and covariate adjustment of global metabolomics data","Pang Z, Zhou G, Ewald J, Chang L, Hacariz O, Basu N, Xia J.","Nat Protoc. 2022 Aug;17(8):1735-1761. doi: 10.1038/s41596-022-00710-w. Epub 2022 Jun 17.","Pang Z","Nat Protoc","2022","2022/06/17","","","10.1038/s41596-022-00710-w"
"35699774","PeakForest: a multi-platform digital infrastructure for interoperable metabolite spectral data and metadata management","Paulhe N, Canlet C, Damont A, Peyriga L, Durand S, Deborde C, Alves S, Bernillon S, Berton T, Bir R, Bouville A, Cahoreau E, Centeno D, Costantino R, Debrauwer L, Delabrière A, Duperier C, Emery S, Flandin A, Hohenester U, Jacob D, Joly C, Jousse C, Lagree M, Lamari N, Lefebvre M, Lopez-Piffet C, Lyan B, Maucourt M, Migne C, Olivier MF, Rathahao-Paris E, Petriacq P, Pinelli J, Roch L, Roger P, Roques S, Tabet JC, Tremblay-Franco M, Traïkia M, Warnet A, Zhendre V, Rolin D, Jourdan F, Thévenot E, Moing A, Jamin E, Fenaille F, Junot C, Pujos-Guillot E, Giacomoni F.","Metabolomics. 2022 Jun 14;18(6):40. doi: 10.1007/s11306-022-01899-3.","Paulhe N","Metabolomics","2022","2022/06/14","PMC9197906","","10.1007/s11306-022-01899-3"
"35629925","Early Metabolomic Markers of Acute Low-Dose Exposure to Uranium in Rats","Grison S, Habchi B, Gloaguen C, Kereselidze D, Elie C, Martin JC, Souidi M.","Metabolites. 2022 May 7;12(5):421. doi: 10.3390/metabo12050421.","Grison S","Metabolites","2022","2022/05/28","PMC9147032","","10.3390/metabo12050421"
"35629918","The Human Meconium Metabolome and Its Evolution during the First Days of Life","Bekhti N, Castelli F, Paris A, Guillon B, Junot C, Moiron C, Fenaille F, Adel-Patient K.","Metabolites. 2022 May 5;12(5):414. doi: 10.3390/metabo12050414.","Bekhti N","Metabolites","2022","2022/05/28","PMC9147484","","10.3390/metabo12050414"
"35466851","An overview of technologies for MS-based proteomics-centric multi-omics","Rajczewski AT, Jagtap PD, Griffin TJ.","Expert Rev Proteomics. 2022 Mar;19(3):165-181. doi: 10.1080/14789450.2022.2070476. Epub 2022 May 2.","Rajczewski AT","Expert Rev Proteomics","2022","2022/04/25","PMC9613604","NIHMS1806996","10.1080/14789450.2022.2070476"
"35305174","Trypanosoma brucei: Metabolomics for analysis of cellular metabolism and drug discovery","Fall F, Mamede L, Schioppa L, Ledoux A, De Tullio P, Michels P, Frédérich M, Quetin-Leclercq J.","Metabolomics. 2022 Mar 19;18(4):20. doi: 10.1007/s11306-022-01880-0.","Fall F","Metabolomics","2022","2022/03/19","","","10.1007/s11306-022-01880-0"
"35269848","LC-MS Analysis Revealed the Significantly Different Metabolic Profiles in Spent Culture Media of Human Embryos with Distinct Morphology, Karyotype and Implantation Outcomes","Eldarov C, Gamisonia A, Chagovets V, Ibragimova L, Yarigina S, Smolnikova V, Kalinina E, Makarova N, Zgoda V, Sukhikh G, Bobrov M.","Int J Mol Sci. 2022 Feb 28;23(5):2706. doi: 10.3390/ijms23052706.","Eldarov C","Int J Mol Sci","2022","2022/03/10","PMC8911215","","10.3390/ijms23052706"
"35241402","Urinary metabolomic profiling from spontaneous tolerant kidney transplanted recipients shows enrichment in tryptophan-derived metabolites","Colas L, Royer AL, Massias J, Raux A, Chesneau M, Kerleau C, Guerif P, Giral M, Guitton Y, Brouard S; DIVAT Consortium.","EBioMedicine. 2022 Mar;77:103844. doi: 10.1016/j.ebiom.2022.103844. Epub 2022 Feb 28.","Colas L","EBioMedicine","2022","2022/03/04","PMC9034456","","10.1016/j.ebiom.2022.103844"
"35183130","The impact of chitosan on the early metabolomic response of wheat to infection by Fusarium graminearum","Deshaies M, Lamari N, Ng CKY, Ward P, Doohan FM.","BMC Plant Biol. 2022 Feb 19;22(1):73. doi: 10.1186/s12870-022-03451-w.","Deshaies M","BMC Plant Biol","2022","2022/02/20","PMC8857839","","10.1186/s12870-022-03451-w"
"35106469","Deep models of integrated multiscale molecular data decipher the endothelial cell response to ionizing radiation","Morilla I, Chan P, Caffin F, Svilar L, Selbonne S, Ladaigue S, Buard V, Tarlet G, Micheau B, Paget V, François A, Souidi M, Martin JC, Vaudry D, Benadjaoud MA, Milliat F, Guipaud O.","iScience. 2021 Dec 30;25(1):103685. doi: 10.1016/j.isci.2021.103685. eCollection 2022 Jan 21.","Morilla I","iScience","2021","2022/02/02","PMC8786676","","10.1016/j.isci.2021.103685"
"34952956","Optimization of metabolomic data processing using NOREVA","Fu J, Zhang Y, Wang Y, Zhang H, Liu J, Tang J, Yang Q, Sun H, Qiu W, Ma Y, Li Z, Zheng M, Zhu F.","Nat Protoc. 2022 Jan;17(1):129-151. doi: 10.1038/s41596-021-00636-9. Epub 2021 Dec 24.","Fu J","Nat Protoc","2022","2021/12/25","","","10.1038/s41596-021-00636-9"
"34885738","A Validated HPLC-PDA-HRMS Method to Investigate the Biological Stability and Metabolism of Antiparasitic Triterpenic Esters","Schioppa L, Fall F, Ortiz S, Poupaert JH, Quetin-Leclercq J.","Molecules. 2021 Nov 26;26(23):7154. doi: 10.3390/molecules26237154.","Schioppa L","Molecules","2021","2021/12/10","PMC8659078","","10.3390/molecules26237154"
"34862403","ProMetIS, deep phenotyping of mouse models by combined proteomics and metabolomics analysis","Imbert A, Rompais M, Selloum M, Castelli F, Mouton-Barbosa E, Brandolini-Bunlon M, Chu-Van E, Joly C, Hirschler A, Roger P, Burger T, Leblanc S, Sorg T, Ouzia S, Vandenbrouck Y, Médigue C, Junot C, Ferro M, Pujos-Guillot E, de Peredo AG, Fenaille F, Carapito C, Herault Y, Thévenot EA.","Sci Data. 2021 Dec 3;8(1):311. doi: 10.1038/s41597-021-01095-3.","Imbert A","Sci Data","2021","2021/12/04","PMC8642540","","10.1038/s41597-021-01095-3"
"34642825","A mix of functional amino acids and grape polyphenols promotes the growth of piglets, modulates the gut microbiota in vivo and regulates epithelial homeostasis in intestinal organoids","Beaumont M, Lencina C, Painteaux L, Viémon-Desplanque J, Phornlaphat O, Lambert W, Chalvon-Demersay T.","Amino Acids. 2022 Oct;54(10):1357-1369. doi: 10.1007/s00726-021-03082-9. Epub 2021 Oct 12.","Beaumont M","Amino Acids","2022","2021/10/13","","","10.1007/s00726-021-03082-9"
"34628633","Liquid Chromatography-Mass Spectrometry for Clinical Metabolomics: An Overview","Furlani IL, da Cruz Nunes E, Canuto GAB, Macedo AN, Oliveira RV.","Adv Exp Med Biol. 2021;1336:179-213. doi: 10.1007/978-3-030-77252-9_10.","Furlani IL","Adv Exp Med Biol","2021","2021/10/10","","","10.1007/978-3-030-77252-9_10"
"34552265","Mass spectrometry-based metabolomics in microbiome investigations","Bauermeister A, Mannochio-Russo H, Costa-Lotufo LV, Jarmusch AK, Dorrestein PC.","Nat Rev Microbiol. 2022 Mar;20(3):143-160. doi: 10.1038/s41579-021-00621-9. Epub 2021 Sep 22.","Bauermeister A","Nat Rev Microbiol","2022","2021/09/23","PMC9578303","NIHMS1824907","10.1038/s41579-021-00621-9"
"34528664","ISA API: An open platform for interoperable life science experimental metadata","Johnson D, Batista D, Cochrane K, Davey RP, Etuk A, Gonzalez-Beltran A, Haug K, Izzo M, Larralde M, Lawson TN, Minotto A, Moreno P, Nainala VC, O'Donovan C, Pireddu L, Roger P, Shaw F, Steinbeck C, Weber RJM, Sansone SA, Rocca-Serra P.","Gigascience. 2021 Sep 16;10(9):giab060. doi: 10.1093/gigascience/giab060.","Johnson D","Gigascience","2021","2021/09/16","PMC8444265","","10.1093/gigascience/giab060"
"34493210","Reproducibility of mass spectrometry based metabolomics data","Ghosh T, Philtron D, Zhang W, Kechris K, Ghosh D.","BMC Bioinformatics. 2021 Sep 7;22(1):423. doi: 10.1186/s12859-021-04336-9.","Ghosh T","BMC Bioinformatics","2021","2021/09/08","PMC8424977","","10.1186/s12859-021-04336-9"
"34459931","Safety assessment of cosmetics by read across applied to metabolomics data of in vitro skin and liver models","Jacques C, Jamin EL, Jouanin I, Canlet C, Tremblay-Franco M, Martin JF, Zalko D, Brunel Y, Bessou-Touya S, Debrauwer L, Ferret PJ, Duplan H.","Arch Toxicol. 2021 Oct;95(10):3303-3322. doi: 10.1007/s00204-021-03136-7. Epub 2021 Aug 30.","Jacques C","Arch Toxicol","2021","2021/08/30","","","10.1007/s00204-021-03136-7"
"34321638","Statistical analysis in metabolic phenotyping","Blaise BJ, Correia GDS, Haggart GA, Surowiec I, Sands C, Lewis MR, Pearce JTM, Trygg J, Nicholson JK, Holmes E, Ebbels TMD.","Nat Protoc. 2021 Sep;16(9):4299-4326. doi: 10.1038/s41596-021-00579-1. Epub 2021 Jul 28.","Blaise BJ","Nat Protoc","2021","2021/07/29","","","10.1038/s41596-021-00579-1"
"34305649","Application of Metabolomics to Identify Hepatic Biomarkers of Foie Gras Qualities in Duck","Mozduri Z, Lo B, Marty-Gasset N, Masoudi AA, Arroyo J, Morisson M, Canlet C, Bonnet A, Bonnefont CMD.","Front Physiol. 2021 Jul 7;12:694809. doi: 10.3389/fphys.2021.694809. eCollection 2021.","Mozduri Z","Front Physiol","2021","2021/07/26","PMC8293271","","10.3389/fphys.2021.694809"
"34299389","Optimization of Sample Preparation for Metabolomics Exploration of Urine, Feces, Blood and Saliva in Humans Using Combined NMR and UHPLC-HRMS Platforms","Martias C, Baroukh N, Mavel S, Blasco H, Lefèvre A, Roch L, Montigny F, Gatien J, Schibler L, Dufour-Rainfray D, Nadal-Desbarats L, Emond P.","Molecules. 2021 Jul 6;26(14):4111. doi: 10.3390/molecules26144111.","Martias C","Molecules","2021","2021/07/24","PMC8305469","","10.3390/molecules26144111"
"34244531","Untargeted metabolomics approach to discriminate mistletoe commercial products","Vanhaverbeke C, Touboul D, Elie N, Prévost M, Meunier C, Michelland S, Cunin V, Ma L, Vermijlen D, Delporte C, Pochet S, Le Gouellec A, Sève M, Van Antwerpen P, Souard F.","Sci Rep. 2021 Jul 9;11(1):14205. doi: 10.1038/s41598-021-93255-z.","Vanhaverbeke C","Sci Rep","2021","2021/07/10","PMC8270909","","10.1038/s41598-021-93255-z"
"34205639","Right Ventricle Remodeling Metabolic Signature in Experimental Pulmonary Hypertension Models of Chronic Hypoxia and Monocrotaline Exposure","Hautbergue T, Antigny F, Boët A, Haddad F, Masson B, Lambert M, Delaporte A, Menager JB, Savale L, Pavec JL, Fadel E, Humbert M, Junot C, Fenaille F, Colsch B, Mercier O.","Cells. 2021 Jun 21;10(6):1559. doi: 10.3390/cells10061559.","Hautbergue T","Cells","2021","2021/07/02","PMC8235667","","10.3390/cells10061559"
"34197462","POMAShiny: A user-friendly web-based workflow for metabolomics and proteomics data analysis","Castellano-Escuder P, González-Domínguez R, Carmona-Pontaque F, Andrés-Lacueva C, Sánchez-Pla A.","PLoS Comput Biol. 2021 Jul 1;17(7):e1009148. doi: 10.1371/journal.pcbi.1009148. eCollection 2021 Jul.","Castellano-Escuder P","PLoS Comput Biol","2021","2021/07/01","PMC8279420","","10.1371/journal.pcbi.1009148"
"34078434","Weaning-associated feed deprivation stress causes microbiota disruptions in a novel mucin-containing in vitro model of the piglet colon (MPigut-IVM)","Gresse R, Chaucheyras-Durand F, Denis S, Beaumont M, Van de Wiele T, Forano E, Blanquet-Diot S.","J Anim Sci Biotechnol. 2021 Jun 2;12(1):75. doi: 10.1186/s40104-021-00584-0.","Gresse R","J Anim Sci Biotechnol","2021","2021/06/03","PMC8170946","","10.1186/s40104-021-00584-0"
"34071212","Extending the Lipidome Coverage by Combining Different Mass Spectrometric Platforms: An Innovative Strategy to Answer Chemical Food Safety Issues","Marchand J, Guitton Y, Martineau E, Royer AL, Balgoma D, Le Bizec B, Giraudeau P, Dervilly G.","Foods. 2021 May 28;10(6):1218. doi: 10.3390/foods10061218.","Marchand J","Foods","2021","2021/06/02","PMC8230090","","10.3390/foods10061218"
"34026726","iMAP: A Web Server for Metabolomics Data Integrative Analysis","Zhou D, Zhu W, Sun T, Wang Y, Chi Y, Chen T, Lin J.","Front Chem. 2021 May 5;9:659656. doi: 10.3389/fchem.2021.659656. eCollection 2021.","Zhou D","Front Chem","2021","2021/05/24","PMC8133432","","10.3389/fchem.2021.659656"
"34019663","MetaboAnalyst 5.0: narrowing the gap between raw spectra and functional insights","Pang Z, Chong J, Zhou G, de Lima Morais DA, Chang L, Barrette M, Gauthier C, Jacques PÉ, Li S, Xia J.","Nucleic Acids Res. 2021 Jul 2;49(W1):W388-W396. doi: 10.1093/nar/gkab382.","Pang Z","Nucleic Acids Res","2021","2021/05/21","PMC8265181","","10.1093/nar/gkab382"
