PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37570868","Identification of Bacterial Metabolites Modulating Breast Cancer Cell Proliferation and Epithelial-Mesenchymal Transition","Ujlaki G, Kovács T, Vida A, Kókai E, Rauch B, Schwarcz S, Mikó E, Janka E, Sipos A, Hegedűs C, Uray K, Nagy P, Bai P.","Molecules. 2023 Aug 5;28(15):5898. doi: 10.3390/molecules28155898.","Ujlaki G","Molecules","2023","2023/08/12","PMC10420980","","10.3390/molecules28155898"
"37546939","Drug screening in human physiologic medium identifies uric acid as an inhibitor of rigosertib efficacy","Rawat V, DeLear P, Prashanth P, Ozgurses ME, Tebeje A, Burns PA, Conger KO, Solís C, Hasnain Y, Novikova A, Endress JE, González-Sánchez P, Dong W, Stephanopoulos G, DeNicola GM, Harris IS, Sept D, Mason FM, Coloff JL.","bioRxiv. 2023 Jul 28:2023.07.26.550731. doi: 10.1101/2023.07.26.550731. Preprint.","Rawat V","bioRxiv","2023","2023/08/07","PMC10402161","","10.1101/2023.07.26.550731"
"37533448","Simultaneous quantitation of multiple myeloma related dietary metabolites in serum using HILIC-LC-MS/MS","Wang M, Zhang R, Zhang S, Zhou X, Song Y, Wang Q.","Food Nutr Res. 2023 Jul 28;67. doi: 10.29219/fnr.v67.9135. eCollection 2023.","Wang M","Food Nutr Res","2023","2023/08/03","PMC10392861","","10.29219/fnr.v67.9135"
"37504125","The Development and Evaluation of Reagentless Glucose Biosensors Using Dendritic Gold Nanostructures as a Promising Sensing Platform","German N, Popov A, Ramanaviciene A.","Biosensors (Basel). 2023 Jul 13;13(7):727. doi: 10.3390/bios13070727.","German N","Biosensors (Basel)","2023","2023/07/28","PMC10377297","","10.3390/bios13070727"
"37447198","Metabolomic Profiling in Children with Celiac Disease: Beyond the Gluten-Free Diet","Martín-Masot R, Jiménez-Muñoz M, Herrador-López M, Navas-López VM, Obis E, Jové M, Pamplona R, Nestares T.","Nutrients. 2023 Jun 25;15(13):2871. doi: 10.3390/nu15132871.","Martín-Masot R","Nutrients","2023","2023/07/14","PMC10346311","","10.3390/nu15132871"
"37446354","Extracellular Succinate: A Physiological Messenger and a Pathological Trigger","Wu KK.","Int J Mol Sci. 2023 Jul 6;24(13):11165. doi: 10.3390/ijms241311165.","Wu KK","Int J Mol Sci","2023","2023/07/14","PMC10342291","","10.3390/ijms241311165"
"37394749","Phospholipid Removal for Enhanced Chemical Exposomics in Human Plasma","Sdougkou K, Xie H, Papazian S, Bonnefille B, Bergdahl IA, Martin JW.","Environ Sci Technol. 2023 Jul 18;57(28):10173-10184. doi: 10.1021/acs.est.3c00663. Epub 2023 Jul 2.","Sdougkou K","Environ Sci Technol","2023","2023/07/03","PMC10357568","","10.1021/acs.est.3c00663"
"37373470","The Crosstalk between Gut Microbiota and Nervous System: A Bidirectional Interaction between Microorganisms and Metabolome","Montagnani M, Bottalico L, Potenza MA, Charitos IA, Topi S, Colella M, Santacroce L.","Int J Mol Sci. 2023 Jun 19;24(12):10322. doi: 10.3390/ijms241210322.","Montagnani M","Int J Mol Sci","2023","2023/06/28","PMC10299104","","10.3390/ijms241210322"
"37333016","Quantitative plasma profiling by (1)H NMR-based metabolomics: impact of sample treatment","Madrid-Gambin F, Oller S, Marco S, Pozo ÓJ, Andres-Lacueva C, Llorach R.","Front Mol Biosci. 2023 Jun 2;10:1125582. doi: 10.3389/fmolb.2023.1125582. eCollection 2023.","Madrid-Gambin F","Front Mol Biosci","2023","2023/06/19","PMC10273206","","10.3389/fmolb.2023.1125582"
"37322230","Complement component C1q is an immunological rheostat that regulates Fc:Fc[Formula: see text]R interactions","So EC, Zhou H, Greenwell A, Burch EE, Ji Y, Mérigeon EY, Olsen HS, Bentzen SM, Block DS, Zhang X, Strome SE.","Immunogenetics. 2023 Aug;75(4):369-383. doi: 10.1007/s00251-023-01311-x. Epub 2023 Jun 15.","So EC","Immunogenetics","2023","2023/06/15","","","10.1007/s00251-023-01311-x"
"37237049","Plasma metabolomics of oral squamous cell carcinomas based on NMR and MS approaches provides biomarker identification and survival prediction","Polachini GM, de Castro TB, Smarra LFS, Henrique T, de Paula CHD, Severino P, López RVM, Carvalho AL, de Mattos Zeri AC, Silva IDCG, Tajara EH.","Sci Rep. 2023 May 26;13(1):8588. doi: 10.1038/s41598-023-34808-2.","Polachini GM","Sci Rep","2023","2023/05/26","PMC10220089","","10.1038/s41598-023-34808-2"
"37233646","Identification of Serum Metabolites as Prognostic Biomarkers Following Spinal Cord Injury: A Pilot Study","Bykowski EA, Petersson JN, Dukelow S, Ho C, Debert CT, Montina T, Metz GAS.","Metabolites. 2023 Apr 28;13(5):605. doi: 10.3390/metabo13050605.","Bykowski EA","Metabolites","2023","2023/05/26","PMC10224260","","10.3390/metabo13050605"
"37216157","Metabolic biomarkers in lung cancer screening and early diagnosis (Review)","Xu Y, Dong X, Qin C, Wang F, Cao W, Li J, Yu Y, Zhao L, Tan F, Chen W, Li N, He J.","Oncol Lett. 2023 May 3;25(6):265. doi: 10.3892/ol.2023.13851. eCollection 2023 Jun.","Xu Y","Oncol Lett","2023","2023/05/22","PMC10193366","","10.3892/ol.2023.13851"
"37210395","Plasma metabolomics reveals major changes in carbohydrate, lipid, and protein metabolism of abruptly weaned beef calves","González LA, Carvalho JGS, Kuinchtner BC, Dona AC, Baruselli PS, D'Occhio MJ.","Sci Rep. 2023 May 20;13(1):8176. doi: 10.1038/s41598-023-35383-2.","González LA","Sci Rep","2023","2023/05/20","PMC10199950","","10.1038/s41598-023-35383-2"
"37179982","Trends in Population-Based Studies: Molecular and Digital Epidemiology (Review)","Denisov NS, Kamenskikh EM, Fedorova OS.","Sovrem Tekhnologii Med. 2022;14(4):60-70. doi: 10.17691/stm2022.14.4.07. Epub 2022 Jul 29.","Denisov NS","Sovrem Tekhnologii Med","2022","2023/05/14","PMC10171044","","10.17691/stm2022.14.4.07"
"37131712","Metabolism of host lysophosphatidylcholine in Plasmodium falciparum-infected erythrocytes","Liu J, Dapper C, Klemba M.","bioRxiv. 2023 Apr 17:2023.04.17.537066. doi: 10.1101/2023.04.17.537066. Preprint.","Liu J","bioRxiv","2023","2023/05/03","PMC10153170","","10.1101/2023.04.17.537066"
"37095081","Metabolomic differentiation of benign vs malignant pulmonary nodules with high specificity via high-resolution mass spectrometry analysis of patient sera","Yao Y, Wang X, Guan J, Xie C, Zhang H, Yang J, Luo Y, Chen L, Zhao M, Huo B, Yu T, Lu W, Liu Q, Du H, Liu Y, Huang P, Luan T, Liu W, Hu Y.","Nat Commun. 2023 Apr 24;14(1):2339. doi: 10.1038/s41467-023-37875-1.","Yao Y","Nat Commun","2023","2023/04/24","PMC10126054","","10.1038/s41467-023-37875-1"
"37091170","Endometrial cancer diagnostic and prognostic algorithms based on proteomics, metabolomics, and clinical data: a systematic review","Romano A, Rižner TL, Werner HMJ, Semczuk A, Lowy C, Schröder C, Griesbeck A, Adamski J, Fishman D, Tokarz J.","Front Oncol. 2023 Apr 6;13:1120178. doi: 10.3389/fonc.2023.1120178. eCollection 2023.","Romano A","Front Oncol","2023","2023/04/24","PMC10118013","","10.3389/fonc.2023.1120178"
"37046788","NMR-Metabolomics Reveals a Metabolic Shift after Surgical Resection of Non-Small Cell Lung Cancer","Derveaux E, Geubbelmans M, Criel M, Demedts I, Himpe U, Tournoy K, Vercauter P, Johansson E, Valkenborg D, Vanhove K, Mesotten L, Adriaensens P, Thomeer M.","Cancers (Basel). 2023 Apr 3;15(7):2127. doi: 10.3390/cancers15072127.","Derveaux E","Cancers (Basel)","2023","2023/04/13","PMC10093525","","10.3390/cancers15072127"
"37009248","Phenylalanine metabolism and tetrahydrobiopterin bio-availability in COVID-19 and HIV","Mason S, van Reenen M, Rossouw T, Lindeque Z, Louw R.","Heliyon. 2023 Apr;9(4):e15010. doi: 10.1016/j.heliyon.2023.e15010. Epub 2023 Mar 28.","Mason S","Heliyon","2023","2023/04/03","PMC10043972","","10.1016/j.heliyon.2023.e15010"
"36994515","Liver metabolomic characteristics in three different rat models of deficiency based on ultra-performance liquid chromatography coupled to quadrupole time-of-flight mass spectrometry","Xingyao HU, Hongning L, Xiaojun Y, Zhong C, Liu FU, Ge L, Xuan C, Guangbin S.","J Tradit Chin Med. 2023 Apr;43(2):274-285. doi: 10.19852/j.cnki.jtcm.20230201.001.","Xingyao HU","J Tradit Chin Med","2023","2023/03/30","PMC10012192","","10.19852/j.cnki.jtcm.20230201.001"
"36984862","Human Milk Lipids and Small Metabolites: Maternal and Microbial Origins","Stinson LF, George AD.","Metabolites. 2023 Mar 13;13(3):422. doi: 10.3390/metabo13030422.","Stinson LF","Metabolites","2023","2023/03/29","PMC10054125","","10.3390/metabo13030422"
"36984819","Saliva Metabolomic Profile in Dental Medicine Research: A Narrative Review","Tzimas K, Pappa E.","Metabolites. 2023 Mar 3;13(3):379. doi: 10.3390/metabo13030379.","Tzimas K","Metabolites","2023","2023/03/29","PMC10052075","","10.3390/metabo13030379"
"36968283","GWAS and genetic and phenotypic correlations of plasma metabolites with complete blood count traits in healthy young pigs reveal implications for pig immune response","Dervishi E, Bai X, Dyck MK, Harding JCS, Fortin F, Dekkers JCM, Plastow G.","Front Mol Biosci. 2023 Mar 13;10:1140375. doi: 10.3389/fmolb.2023.1140375. eCollection 2023.","Dervishi E","Front Mol Biosci","2023","2023/03/27","PMC10034349","","10.3389/fmolb.2023.1140375"
"36949046","To metabolomics and beyond: a technological portfolio to investigate cancer metabolism","Danzi F, Pacchiana R, Mafficini A, Scupoli MT, Scarpa A, Donadelli M, Fiore A.","Signal Transduct Target Ther. 2023 Mar 22;8(1):137. doi: 10.1038/s41392-023-01380-0.","Danzi F","Signal Transduct Target Ther","2023","2023/03/23","PMC10033890","","10.1038/s41392-023-01380-0"
"36939720","Vitreous Fatty Amides and Acyl Carnitines Are Altered in Intermediate Age-Related Macular Degeneration","Yoon CK, Kim YA, Park UC, Kwon SH, Lee Y, Yoo HJ, Seo JH, Yu HG.","Invest Ophthalmol Vis Sci. 2023 Mar 1;64(3):28. doi: 10.1167/iovs.64.3.28.","Yoon CK","Invest Ophthalmol Vis Sci","2023","2023/03/20","PMC10043506","","10.1167/iovs.64.3.28"
"36909640","Screening in serum-derived medium reveals differential response to compounds targeting metabolism","Abbott KL, Ali A, Casalena D, Do BT, Ferreira R, Cheah JH, Soule CK, Deik A, Kunchok T, Schmidt DR, Renner S, Honeder SE, Wu M, Chan SH, Tseyang T, Greaves D, Hsu PP, Ng CW, Zhang CJ, Farsidjani A, Gramatikov IMT, Matheson NJ, Lewis CA, Clish CB, Rees MG, Roth JA, Griner LM, Muir A, Auld DS, Heiden MGV.","bioRxiv. 2023 Feb 27:2023.02.25.529972. doi: 10.1101/2023.02.25.529972. Preprint.","Abbott KL","bioRxiv","2023","2023/03/13","PMC10002634","","10.1101/2023.02.25.529972"
"36903413","Discovering Hair Biomarkers of Alzheimer's Disease Using High Resolution Mass Spectrometry-Based Untargeted Metabolomics","Su YH, Chang CW, Hsu JY, Li SW, Sung PS, Wang RH, Wu CH, Liao PC.","Molecules. 2023 Feb 25;28(5):2166. doi: 10.3390/molecules28052166.","Su YH","Molecules","2023","2023/03/11","PMC10004788","","10.3390/molecules28052166"
"36865102","SPA-STOCSY: An Automated Tool for Identification of Annotated and Non-Annotated Metabolites in High-Throughput NMR Spectra","Han X, Wang W, Ma LH, Al-Ramahi I, Botas J, MacKenzie K, Allen GI, Young DW, Liu Z, Maletic-Savatic M.","bioRxiv. 2023 Feb 22:2023.02.22.529564. doi: 10.1101/2023.02.22.529564. Preprint.","Han X","bioRxiv","2023","2023/03/03","PMC9980041","","10.1101/2023.02.22.529564"
"36837769","Optimized Fast Filtration-Based Sampling and Extraction Enables Precise and Absolute Quantification of the Escherichia coli Central Carbon Metabolome","Thorfinnsdottir LB, García-Calvo L, Bø GH, Bruheim P, Røst LM.","Metabolites. 2023 Jan 18;13(2):150. doi: 10.3390/metabo13020150.","Thorfinnsdottir LB","Metabolites","2023","2023/02/25","PMC9965072","","10.3390/metabo13020150"
"36768394","Trimethylamine N-Oxide Response to a Mixed Macronutrient Tolerance Test in a Cohort of Healthy United States Adults","James KL, Gertz ER, Kirschke CP, Allayee H, Huang L, Kable ME, Newman JW, Stephensen CB, Bennett BJ.","Int J Mol Sci. 2023 Jan 20;24(3):2074. doi: 10.3390/ijms24032074.","James KL","Int J Mol Sci","2023","2023/02/11","PMC9917175","","10.3390/ijms24032074"
"36756157","(1)H NMR-based metabolomics of paired tissue, serum and urine samples reveals an optimized panel of biofluids metabolic biomarkers for esophageal cancer","Ouyang T, Ma C, Zhao Y, Ye W, Zhao J, Cai R, Zhang H, Zheng P, Lin Y.","Front Oncol. 2023 Jan 23;13:1082841. doi: 10.3389/fonc.2023.1082841. eCollection 2023.","Ouyang T","Front Oncol","2023","2023/02/09","PMC9900168","","10.3389/fonc.2023.1082841"
"36689425","Serum metabolomic analysis of the dose-response effect of dietary choline in overweight male cats fed at maintenance energy requirements","Rankovic A, Godfrey H, Grant CE, Shoveller AK, Bakovic M, Kirby G, Verbrugghe A.","PLoS One. 2023 Jan 23;18(1):e0280734. doi: 10.1371/journal.pone.0280734. eCollection 2023.","Rankovic A","PLoS One","2023","2023/01/23","PMC9870128","","10.1371/journal.pone.0280734"
"36677054","The Implication of Mechanistic Approaches and the Role of the Microbiome in Polycystic Ovary Syndrome (PCOS): A Review","Mukherjee AG, Wanjari UR, Kannampuzha S, Murali R, Namachivayam A, Ganesan R, Dey A, Babu A, Renu K, Vellingiri B, Ramanathan G, Priya Doss C G, Elsherbiny N, Elsherbini AM, Alsamman AM, Zayed H, Gopalakrishnan AV.","Metabolites. 2023 Jan 14;13(1):129. doi: 10.3390/metabo13010129.","Mukherjee AG","Metabolites","2023","2023/01/21","PMC9863528","","10.3390/metabo13010129"
"36677000","Some Lessons Learned on the Impact of the Storage Conditions, Syringe Wash Solvent, and the Way of GC-MS Injection on the Reproducibility of Metabolomic Studies","Kurbatov I, Kiseleva O, Arzumanian V, Dolgalev G, Poverennaya E.","Metabolites. 2023 Jan 3;13(1):75. doi: 10.3390/metabo13010075.","Kurbatov I","Metabolites","2023","2023/01/21","PMC9866955","","10.3390/metabo13010075"
"36620683","Serum metabolic signatures of schizophrenia patients complicated with hepatitis B virus infection: A (1)H NMR-based metabolomics study","Lin C, Hu Q, Dong J, Wei Z, Li J, Chen Z.","Front Psychiatry. 2022 Dec 21;13:998709. doi: 10.3389/fpsyt.2022.998709. eCollection 2022.","Lin C","Front Psychiatry","2022","2023/01/09","PMC9810819","","10.3389/fpsyt.2022.998709"
"36579334","Applying multi-omics data to study the genetic background of bovine respiratory disease infection in feedlot crossbred cattle","Li J, Mukiibi R, Jiminez J, Wang Z, Akanno EC, Timsit E, Plastow GS.","Front Genet. 2022 Dec 12;13:1046192. doi: 10.3389/fgene.2022.1046192. eCollection 2022.","Li J","Front Genet","2022","2022/12/29","PMC9790935","","10.3389/fgene.2022.1046192"
"36575369","Genome-wide association study reveals the genetic determinism of serum biochemical indicators in ducks","Tang H, Zhang H, Liu D, Wang Z, Yu D, Fan W, Guo Z, Huang W, Hou S, Zhou Z.","BMC Genomics. 2022 Dec 27;23(1):856. doi: 10.1186/s12864-022-09080-9.","Tang H","BMC Genomics","2022","2022/12/27","PMC9795613","","10.1186/s12864-022-09080-9"
"36520220","The resting serum metabolome in response to short-term sprint interval training","Darragh IAJ, Aird TP, O'Sullivan A, Egan B, Carson BP.","Eur J Appl Physiol. 2023 Apr;123(4):867-876. doi: 10.1007/s00421-022-05115-x. Epub 2022 Dec 15.","Darragh IAJ","Eur J Appl Physiol","2023","2022/12/15","","","10.1007/s00421-022-05115-x"
"36515528","Plasma-Like Culture Medium for the Study of Viruses","Golikov MV, Bartosch B, Smirnova OA, Ivanova ON, Ivanov AV.","mBio. 2023 Feb 28;14(1):e0203522. doi: 10.1128/mbio.02035-22. Epub 2022 Dec 14.","Golikov MV","mBio","2023","2022/12/14","PMC9973327","","10.1128/mbio.02035-22"
"36514939","Shifting-corrected regularized regression for 1H NMR metabolomics identification and quantification","Vu T, Xu Y, Qiu Y, Powers R.","Biostatistics. 2022 Dec 12;24(1):140-160. doi: 10.1093/biostatistics/kxac015.","Vu T","Biostatistics","2022","2022/12/14","PMC9748598","","10.1093/biostatistics/kxac015"
"36453011","Fused in sarcoma undergoes cold denaturation: Implications for phase separation","Félix SS, Laurents DV, Oroz J, Cabrita EJ.","Protein Sci. 2023 Jan;32(1):e4521. doi: 10.1002/pro.4521.","Félix SS","Protein Sci","2023","2022/12/01","PMC9793971","","10.1002/pro.4521"
"36448045","Muscle-to-Brain Signaling Via Myokines and Myometabolites","Rai M, Demontis F.","Brain Plast. 2022 Oct 21;8(1):43-63. doi: 10.3233/BPL-210133. eCollection 2022.","Rai M","Brain Plast","2022","2022/11/30","PMC9661353","","10.3233/BPL-210133"
"36402552","Serum metabolomic characterization in pigs in relation to birth weight category and neonatal nutrition","Wellington MO, Rodrigues LA, Quinn MA, Panisson JC, Ferguson DP, Columbus DA.","J Anim Sci. 2023 Jan 3;101:skac386. doi: 10.1093/jas/skac386.","Wellington MO","J Anim Sci","2023","2022/11/19","PMC9976744","","10.1093/jas/skac386"
"36361650","Oxylipins Associated with D3-Creatine Muscle Mass/Weight and Physical Performance among Community-Dwelling Older Men","Marron MM, Orwoll ES, Cawthon PM, Lane NE, Newman AB, Cauley JA; Osteoporotic Fractures in Men (MrOS) Study Research Group.","Int J Mol Sci. 2022 Oct 25;23(21):12857. doi: 10.3390/ijms232112857.","Marron MM","Int J Mol Sci","2022","2022/11/11","PMC9655465","","10.3390/ijms232112857"
"36358924","Comparative Transcriptomics and Proteomics of Cancer Cell Lines Cultivated by Physiological and Commercial Media","Wang J, Peng W, Yu A, Fokar M, Mechref Y.","Biomolecules. 2022 Oct 27;12(11):1575. doi: 10.3390/biom12111575.","Wang J","Biomolecules","2022","2022/11/11","PMC9687725","","10.3390/biom12111575"
"36358271","Metabolome Profiling in Aging Studies","Balashova EE, Maslov DL, Trifonova OP, Lokhov PG, Archakov AI.","Biology (Basel). 2022 Oct 26;11(11):1570. doi: 10.3390/biology11111570.","Balashova EE","Biology (Basel)","2022","2022/11/11","PMC9687709","","10.3390/biology11111570"
"36355220","Metabolomics and NMR","McKay RT.","Handb Exp Pharmacol. 2023;277:73-116. doi: 10.1007/164_2022_616.","McKay RT","Handb Exp Pharmacol","2023","2022/11/10","","","10.1007/164_2022_616"
"36355163","Multi-Omics Investigation into Acute Myocardial Infarction: An Integrative Method Revealing Interconnections amongst the Metabolome, Lipidome, Glycome, and Metallome","Lim SY, Lim FLS, Criado-Navarro I, Yeo XH, Dayal H, Vemulapalli SD, Seah SJ, Laserna AKC, Yang X, Tan SH, Chan MY, Li SFY.","Metabolites. 2022 Nov 8;12(11):1080. doi: 10.3390/metabo12111080.","Lim SY","Metabolites","2022","2022/11/10","PMC9693522","","10.3390/metabo12111080"
"36319708","Longitudinal metabolomic profiles reveal sex-specific adjustments to long-duration spaceflight and return to Earth","Stroud JE, Gale MS, Zwart SR, Heer M, Smith SM, Montina T, Metz GAS.","Cell Mol Life Sci. 2022 Nov 1;79(11):578. doi: 10.1007/s00018-022-04566-x.","Stroud JE","Cell Mol Life Sci","2022","2022/11/02","","","10.1007/s00018-022-04566-x"
"36308549","Quantitative NMR Methods in Metabolomics","Nagana Gowda GA, Raftery D.","Handb Exp Pharmacol. 2023;277:143-164. doi: 10.1007/164_2022_612.","Nagana Gowda GA","Handb Exp Pharmacol","2023","2022/10/29","PMC9992124","NIHMS1868181","10.1007/164_2022_612"
"36295894","Cluster Analysis Statistical Spectroscopy for the Identification of Metabolites in (1)H NMR Metabolomics","Heinzmann SS, Waldenberger M, Peters A, Schmitt-Kopplin P.","Metabolites. 2022 Oct 19;12(10):992. doi: 10.3390/metabo12100992.","Heinzmann SS","Metabolites","2022","2022/10/27","PMC9607017","","10.3390/metabo12100992"
"36291805","Label-Free Surface Enhanced Raman Spectroscopy for Cancer Detection","Avci E, Yilmaz H, Sahiner N, Tuna BG, Cicekdal MB, Eser M, Basak K, Altıntoprak F, Zengin I, Dogan S, Çulha M.","Cancers (Basel). 2022 Oct 14;14(20):5021. doi: 10.3390/cancers14205021.","Avci E","Cancers (Basel)","2022","2022/10/27","PMC9600112","","10.3390/cancers14205021"
"36271165","Practical Aspects of NMR-Based Metabolomics","Wishart DS, Rout M, Lee BL, Berjanskii M, LeVatte M, Lipfert M.","Handb Exp Pharmacol. 2023;277:1-41. doi: 10.1007/164_2022_613.","Wishart DS","Handb Exp Pharmacol","2023","2022/10/21","","","10.1007/164_2022_613"
"36255398","Biochemical studies highlight determinants for metal selectivity in the Escherichia coli periplasmic solute binding protein NikA","Law WWH, Kanelis V, Zamble DB.","Metallomics. 2022 Nov 17;14(11):mfac084. doi: 10.1093/mtomcs/mfac084.","Law WWH","Metallomics","2022","2022/10/18","PMC9671101","","10.1093/mtomcs/mfac084"
"36232995","Impact of Acetate versus Citrate Dialysates on Intermediary Metabolism-A Targeted Metabolomics Approach","Broseta JJ, Roca M, Rodríguez-Espinosa D, López-Romero LC, Gómez-Bori A, Cuadrado-Payán E, Devesa-Such R, Soldevila A, Bea-Granell S, Sánchez-Pérez P, Hernández-Jaras J.","Int J Mol Sci. 2022 Oct 2;23(19):11693. doi: 10.3390/ijms231911693.","Broseta JJ","Int J Mol Sci","2022","2022/10/14","PMC9569767","","10.3390/ijms231911693"
"36214635","Monounsaturated and Diunsaturated Fatty Acids Sensitize Cervical Cancer to Radiation Therapy","Muhammad N, Ruiz F, Stanley J, Rashmi R, Cho K, Jayachandran K, Zahner MC, Huang Y, Zhang J, Markovina S, Patti GJ, Schwarz JK.","Cancer Res. 2022 Dec 16;82(24):4515-4527. doi: 10.1158/0008-5472.CAN-21-4369.","Muhammad N","Cancer Res","2022","2022/10/10","PMC9772149","NIHMS1852566","10.1158/0008-5472.CAN-21-4369"
"36189376","Metabolomic and transcriptomic study to understand changes in metabolic and immune responses in steers under heat stress","Eom JS, Park DS, Lee SJ, Gu BH, Lee SJ, Lee SS, Kim SH, Kim BW, Lee SS, Kim M.","Anim Nutr. 2022 Jul 14;11:87-101. doi: 10.1016/j.aninu.2022.06.012. eCollection 2022 Dec.","Eom JS","Anim Nutr","2022","2022/10/03","PMC9483736","","10.1016/j.aninu.2022.06.012"
"36090664","Microfluidics geometries involved in effective blood plasma separation","Maurya A, Murallidharan JS, Sharma A, Agarwal A.","Microfluid Nanofluidics. 2022;26(10):73. doi: 10.1007/s10404-022-02578-4. Epub 2022 Sep 4.","Maurya A","Microfluid Nanofluidics","2022","2022/09/12","PMC9440999","","10.1007/s10404-022-02578-4"
"36083569","An enzymatic assay with formate oxidase for point-of-care diagnosis of methanol poisoning","Lao YE, Heyerdahl F, Jacobsen D, Hovda KE.","Basic Clin Pharmacol Toxicol. 2022 Dec;131(6):547-554. doi: 10.1111/bcpt.13789. Epub 2022 Sep 17.","Lao YE","Basic Clin Pharmacol Toxicol","2022","2022/09/09","PMC9825986","","10.1111/bcpt.13789"
