PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37800842","Integrated bioinformatics analysis and network pharmacology to explore the potential mechanism of Patrinia heterophylla Bunge against acute promyelocytic leukemia","Feng L, Zhu S, Ma J, Hong Y, Wan M, Qiu Q, Li H, Li J.","Medicine (Baltimore). 2023 Oct 6;102(40):e35151. doi: 10.1097/MD.0000000000035151.","Feng L","Medicine (Baltimore)","2023","2023/10/06","PMC10553026","","10.1097/MD.0000000000035151"
"37799727","Mechanism of Bazhen decoction in the treatment of colorectal cancer based on network pharmacology, molecular docking, and experimental validation","Lu S, Sun X, Zhou Z, Tang H, Xiao R, Lv Q, Wang B, Qu J, Yu J, Sun F, Deng Z, Tian Y, Li C, Yang Z, Yang P, Rao B.","Front Immunol. 2023 Sep 20;14:1235575. doi: 10.3389/fimmu.2023.1235575. eCollection 2023.","Lu S","Front Immunol","2023","2023/10/06","PMC10548240","","10.3389/fimmu.2023.1235575"
"37790806","The international clinical trials registry platform (ICTRP): data integrity and the trends in clinical trials, diseases, and drugs","Namiot ED, Smirnovová D, Sokolov AV, Chubarev VN, Tarasov VV, Schiöth HB.","Front Pharmacol. 2023 Sep 18;14:1228148. doi: 10.3389/fphar.2023.1228148. eCollection 2023.","Namiot ED","Front Pharmacol","2023","2023/10/04","PMC10544909","","10.3389/fphar.2023.1228148"
"37789314","DrugRep-HeSiaGraph: when heterogenous siamese neural network meets knowledge graphs for drug repurposing","Ghorbanali Z, Zare-Mirakabad F, Salehi N, Akbari M, Masoudi-Nejad A.","BMC Bioinformatics. 2023 Oct 3;24(1):374. doi: 10.1186/s12859-023-05479-7.","Ghorbanali Z","BMC Bioinformatics","2023","2023/10/03","PMC10548718","","10.1186/s12859-023-05479-7"
"37780939","Empirical comparison and analysis of machine learning-based approaches for druggable protein identification","Shoombuatong W, Schaduangrat N, Nikom J.","EXCLI J. 2023 Aug 29;22:915-927. doi: 10.17179/excli2023-6410. eCollection 2023.","Shoombuatong W","EXCLI J","2023","2023/10/02","PMC10539545","","10.17179/excli2023-6410"
"37777789","Genetically proxied antidiabetic drugs targets and stroke risk","Zhu Y, Li M, Wang H, Yang F, Pang X, Du R, Zhang J, Huang X.","J Transl Med. 2023 Sep 30;21(1):681. doi: 10.1186/s12967-023-04565-x.","Zhu Y","J Transl Med","2023","2023/09/30","PMC10544120","","10.1186/s12967-023-04565-x"
"37773840","Molecular targets and mechanisms of Guanxinning tablet in treating atherosclerosis: Network pharmacology and molecular docking analysis","Niu C, Zhang P, Zhang L, Lin D, Lai H, Xiao D, Liu Y, Zhuang R, Li M, Ma L, Ye J, Pan Y.","Medicine (Baltimore). 2023 Sep 29;102(39):e35106. doi: 10.1097/MD.0000000000035106.","Niu C","Medicine (Baltimore)","2023","2023/09/29","PMC10545342","","10.1097/MD.0000000000035106"
"37772258","Identifying target ion channel-related genes to construct a diagnosis model for insulinoma","Mo S, Wang Y, Wu W, Zhao H, Jiang H, Qin S.","Front Genet. 2023 Sep 12;14:1181307. doi: 10.3389/fgene.2023.1181307. eCollection 2023.","Mo S","Front Genet","2023","2023/09/29","PMC10523017","","10.3389/fgene.2023.1181307"
"37768052","The MprF homolog LysX synthesizes lysyl-diacylglycerol contributing to antibiotic resistance and virulence","Gill CP, Phan C, Platt V, Worrell D, Andl T, Roy H.","Microbiol Spectr. 2023 Sep 28;11(5):e0142923. doi: 10.1128/spectrum.01429-23. Online ahead of print.","Gill CP","Microbiol Spectr","2023","2023/09/28","PMC10580965","","10.1128/spectrum.01429-23"
"37765069","Revolutionizing Medicinal Chemistry: The Application of Artificial Intelligence (AI) in Early Drug Discovery","Han R, Yoon H, Kim G, Lee H, Lee Y.","Pharmaceuticals (Basel). 2023 Sep 6;16(9):1259. doi: 10.3390/ph16091259.","Han R","Pharmaceuticals (Basel)","2023","2023/09/28","PMC10537003","","10.3390/ph16091259"
"37764518","Potential of Natural Phenolic Compounds as Antimicrobial Agents against Multidrug-Resistant Staphylococcus aureus in Chicken Meat","Morshdy AEMA, Abdallah KME, Abdallah HE, Algahtani FD, Elabbasy MT, Atique S, Ahmad K, Al-Najjar MAA, Abdallah HM, Mahmoud AFA.","Molecules. 2023 Sep 21;28(18):6742. doi: 10.3390/molecules28186742.","Morshdy AEMA","Molecules","2023","2023/09/28","PMC10535414","","10.3390/molecules28186742"
"37763281","Review of Predicting Synergistic Drug Combinations","Pan Y, Ren H, Lan L, Li Y, Huang T.","Life (Basel). 2023 Sep 7;13(9):1878. doi: 10.3390/life13091878.","Pan Y","Life (Basel)","2023","2023/09/28","PMC10533134","","10.3390/life13091878"
"37762354","Selection of Multi-Drug Targets against Drug-Resistant Mycobacterium tuberculosis XDR1219 Using the Hyperbolic Mapping of the Protein Interaction Network","Zahra NUA, Vagiona AC, Uddin R, Andrade-Navarro MA.","Int J Mol Sci. 2023 Sep 13;24(18):14050. doi: 10.3390/ijms241814050.","Zahra NUA","Int J Mol Sci","2023","2023/09/28","PMC10530867","","10.3390/ijms241814050"
"37762054","Development of a Macrophage-Related Risk Model for Metastatic Melanoma","Li Z, Zhang X, Jin Q, Zhang Q, Yue Q, Fujimoto M, Jin G.","Int J Mol Sci. 2023 Sep 6;24(18):13752. doi: 10.3390/ijms241813752.","Li Z","Int J Mol Sci","2023","2023/09/28","PMC10530689","","10.3390/ijms241813752"
"37759157","Fuzzy optimization for identifying antiviral targets for treating SARS-CoV-2 infection in the heart","Chu SW, Wang FS.","BMC Bioinformatics. 2023 Sep 27;24(1):364. doi: 10.1186/s12859-023-05487-7.","Chu SW","BMC Bioinformatics","2023","2023/09/27","PMC10537911","","10.1186/s12859-023-05487-7"
"37751957","Systematic comparison of Mendelian randomisation studies and randomised controlled trials using electronic databases","Sobczyk MK, Zheng J, Davey Smith G, Gaunt TR.","BMJ Open. 2023 Sep 26;13(9):e072087. doi: 10.1136/bmjopen-2023-072087.","Sobczyk MK","BMJ Open","2023","2023/09/26","PMC10533809","","10.1136/bmjopen-2023-072087"
"37751436","Suppression of migration and invasion by taraxerol in the triple-negative breast cancer cell line MDA-MB-231 via the ERK/Slug axis","Xia YT, Zhang YQ, Chen L, Min L, Huang D, Zhang Y, Li C, Li ZH.","PLoS One. 2023 Sep 26;18(9):e0291693. doi: 10.1371/journal.pone.0291693. eCollection 2023.","Xia YT","PLoS One","2023","2023/09/26","PMC10522031","","10.1371/journal.pone.0291693"
"37747647","Validation of quercetin in the treatment of colon cancer with diabetes via network pharmacology, molecular dynamics simulations, and in vitro experiments","Zhou W, Cao W, Wang M, Yang K, Zhang X, Liu Y, Zhang P, Zhang Z, Cao G, Chen B, Xiong M.","Mol Divers. 2023 Sep 25. doi: 10.1007/s11030-023-10725-4. Online ahead of print.","Zhou W","Mol Divers","2023","2023/09/25","","","10.1007/s11030-023-10725-4"
"37745719","A network pharmacology and molecular docking approach to reveal the mechanism of Chaihu Anxin Capsule in depression","Yang L, Zhao Y, Qu R, Fu Y, Zhou C, Yu J.","Front Endocrinol (Lausanne). 2023 Sep 7;14:1256045. doi: 10.3389/fendo.2023.1256045. eCollection 2023.","Yang L","Front Endocrinol (Lausanne)","2023","2023/09/25","PMC10513492","","10.3389/fendo.2023.1256045"
"37742003","Iterative machine learning-based chemical similarity search to identify novel chemical inhibitors","Durai P, Lee SJ, Lee JW, Pan CH, Park K.","J Cheminform. 2023 Sep 23;15(1):86. doi: 10.1186/s13321-023-00760-6.","Durai P","J Cheminform","2023","2023/09/23","PMC10517535","","10.1186/s13321-023-00760-6"
"37741276","Literature-based predictions of Mendelian disease therapies","Deisseroth CA, Lee WS, Kim J, Jeong HH, Dhindsa RS, Wang J, Zoghbi HY, Liu Z.","Am J Hum Genet. 2023 Oct 5;110(10):1661-1672. doi: 10.1016/j.ajhg.2023.08.018. Epub 2023 Sep 22.","Deisseroth CA","Am J Hum Genet","2023","2023/09/23","PMC10577072","","10.1016/j.ajhg.2023.08.018"
"37736187","DIY Virtual Chemical Libraries - Novel Starting Points for Drug Discovery","Takács G, Havasi D, Sándor M, Dohánics Z, Balogh GT, Kiss R.","ACS Med Chem Lett. 2023 Aug 30;14(9):1188-1197. doi: 10.1021/acsmedchemlett.3c00146. eCollection 2023 Sep 14.","Takács G","ACS Med Chem Lett","2023","2023/09/22","PMC10510501","","10.1021/acsmedchemlett.3c00146"
"37735436","Proteome-wide mendelian randomization study implicates therapeutic targets in common cancers","Ren F, Jin Q, Liu T, Ren X, Zhan Y.","J Transl Med. 2023 Sep 21;21(1):646. doi: 10.1186/s12967-023-04525-5.","Ren F","J Transl Med","2023","2023/09/22","PMC10512580","","10.1186/s12967-023-04525-5"
"37730555","Drug-target binding affinity prediction using message passing neural network and self supervised learning","Xia L, Xu L, Pan S, Niu D, Zhang B, Li Z.","BMC Genomics. 2023 Sep 20;24(1):557. doi: 10.1186/s12864-023-09664-z.","Xia L","BMC Genomics","2023","2023/09/20","PMC10510145","","10.1186/s12864-023-09664-z"
"37726845","Identification of novel protein biomarkers and drug targets for colorectal cancer by integrating human plasma proteome with genome","Sun J, Zhao J, Jiang F, Wang L, Xiao Q, Han F, Chen J, Yuan S, Wei J, Larsson SC, Zhang H, Dunlop MG, Farrington SM, Ding K, Theodoratou E, Li X.","Genome Med. 2023 Sep 19;15(1):75. doi: 10.1186/s13073-023-01229-9.","Sun J","Genome Med","2023","2023/09/19","PMC10508028","","10.1186/s13073-023-01229-9"
"37725353","BQsupports: systematic assessment of the support and novelty of new biomedical associations","Fernández-Torras A, Locatelli M, Bertoni M, Aloy P.","Bioinformatics. 2023 Sep 2;39(9):btad581. doi: 10.1093/bioinformatics/btad581.","Fernández-Torras A","Bioinformatics","2023","2023/09/19","PMC10521632","","10.1093/bioinformatics/btad581"
"37720780","Finding Lead Compounds for Dengue Antivirals from a Collection of Old Drugs through In Silico Target Prediction and Subsequent In Vitro Validation","Abdullah ZL, Chee HY, Yusof R, Mohd Fauzi F.","ACS Omega. 2023 Aug 28;8(36):32483-32497. doi: 10.1021/acsomega.3c02607. eCollection 2023 Sep 12.","Abdullah ZL","ACS Omega","2023","2023/09/18","PMC10500654","","10.1021/acsomega.3c02607"
"37719108","Identification of quality markers for Cyanotis arachnoidea and analysis of its physiological mechanism based on chemical pattern recognition, network pharmacology, and experimental validation","Hu J, Feng Y, Li B, Wang F, Qian Q, Tian W, Niu L, Wang X.","PeerJ. 2023 Sep 11;11:e15948. doi: 10.7717/peerj.15948. eCollection 2023.","Hu J","PeerJ","2023","2023/09/18","PMC10501370","","10.7717/peerj.15948"
"37717042","DrugMechDB: A Curated Database of Drug Mechanisms","Gonzalez-Cavazos AC, Tanska A, Mayers M, Carvalho-Silva D, Sridharan B, Rewers PA, Sankarlal U, Jagannathan L, Su AI.","Sci Data. 2023 Sep 16;10(1):632. doi: 10.1038/s41597-023-02534-z.","Gonzalez-Cavazos AC","Sci Data","2023","2023/09/16","PMC10505144","","10.1038/s41597-023-02534-z"
"37713070","Repurposing existing drugs for monkeypox: applications of virtual screening methods","Li V, Lee Y, Lee C, Kim H.","Genes Genomics. 2023 Nov;45(11):1347-1355. doi: 10.1007/s13258-023-01449-8. Epub 2023 Sep 15.","Li V","Genes Genomics","2023","2023/09/15","PMC10587275","","10.1007/s13258-023-01449-8"
"37711178","Micro-simulation insights into the functional and mechanistic understanding of glycyrrhizin against asthma","Qi JH, Xu DC, Wang XL, Cai DY, Wang Y, Zhou W.","Front Pharmacol. 2023 Aug 28;14:1220368. doi: 10.3389/fphar.2023.1220368. eCollection 2023.","Qi JH","Front Pharmacol","2023","2023/09/15","PMC10497961","","10.3389/fphar.2023.1220368"
"37710391","Drug repurposing based on differentially expressed genes suggests drug combinations with possible synergistic effects in treatment of lung adenocarcinoma","Yesharim L, Teimourian S.","Cancer Biol Ther. 2023 Dec 31;24(1):2253586. doi: 10.1080/15384047.2023.2253586.","Yesharim L","Cancer Biol Ther","2023","2023/09/15","PMC10506443","","10.1080/15384047.2023.2253586"
"37704909","Investigating the potential mechanism of quercetin against cervical cancer","Chu M, Ji H, Li K, Liu H, Peng M, Wang Z, Zhu X.","Discov Oncol. 2023 Sep 13;14(1):170. doi: 10.1007/s12672-023-00788-y.","Chu M","Discov Oncol","2023","2023/09/13","PMC10499770","","10.1007/s12672-023-00788-y"
"37704748","Identification of essential genes associated with SARS-CoV-2 infection as potential drug target candidates with machine learning algorithms","Taheri G, Habibi M.","Sci Rep. 2023 Sep 13;13(1):15141. doi: 10.1038/s41598-023-42127-9.","Taheri G","Sci Rep","2023","2023/09/13","PMC10499814","","10.1038/s41598-023-42127-9"
"37702942","Natural Language Processing for Drug Discovery Knowledge Graphs: Promises and Pitfalls","Jeynes JCG, James T, Corney M.","Methods Mol Biol. 2024;2716:223-240. doi: 10.1007/978-1-0716-3449-3_10.","Jeynes JCG","Methods Mol Biol","2024","2023/09/13","","","10.1007/978-1-0716-3449-3_10"
"37701513","Molecular docking analysis of mefluhybenamine with lung cancer targets","Alghamdi YS.","Bioinformation. 2022 Dec 31;18(12):1186-1191. doi: 10.6026/973206300181186. eCollection 2022.","Alghamdi YS","Bioinformation","2022","2023/09/13","PMC10492915","","10.6026/973206300181186"
