PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37594310","OTTM: an automated classification tool for translational drug discovery from omics data","Yang X, Zhang B, Wang S, Lu Y, Chen K, Luo C, Sun A, Zhang H.","Brief Bioinform. 2023 Sep 20;24(5):bbad301. doi: 10.1093/bib/bbad301.","Yang X","Brief Bioinform","2023","2023/08/18","PMC10516341","","10.1093/bib/bbad301"
"37565925","Network pharmacology-based strategic prediction and target identification of apocarotenoids and carotenoids from standardized Kashmir saffron (Crocus sativus L.) extract against polycystic ovary syndrome","Tiwari A, Modi SJ, Girme A, Hingorani L.","Medicine (Baltimore). 2023 Aug 11;102(32):e34514. doi: 10.1097/MD.0000000000034514.","Tiwari A","Medicine (Baltimore)","2023","2023/08/11","PMC10419424","","10.1097/MD.0000000000034514"
"37529368","Integrative analysis of functional genomic screening and clinical data identifies a protective role for spironolactone in severe COVID-19","Cousins HC, Kline AS, Wang C, Qu Y, Zengel J, Carette J, Wang M, Altman RB, Luo Y, Cong L.","Cell Rep Methods. 2023 May 29;3(7):100503. doi: 10.1016/j.crmeth.2023.100503. eCollection 2023 Jul 24.","Cousins HC","Cell Rep Methods","2023","2023/08/02","PMC10243122","","10.1016/j.crmeth.2023.100503"
"37514075","Montelukast and Telmisartan as Inhibitors of SARS-CoV-2 Omicron Variant","Mulgaonkar N, Wang H, Zhang J, Roundy CM, Tang W, Chaki SP, Pauvolid-Corrêa A, Hamer GL, Fernando S.","Pharmaceutics. 2023 Jul 5;15(7):1891. doi: 10.3390/pharmaceutics15071891.","Mulgaonkar N","Pharmaceutics","2023","2023/07/29","PMC10385313","","10.3390/pharmaceutics15071891"
"37509666","Computational Guided Drug Targets Identification against Extended-Spectrum Beta-Lactamase-Producing Multi-Drug Resistant Uropathogenic Escherichia coli","Kaur H, Modgil V, Chaudhary N, Mohan B, Taneja N.","Biomedicines. 2023 Jul 19;11(7):2028. doi: 10.3390/biomedicines11072028.","Kaur H","Biomedicines","2023","2023/07/29","PMC10377140","","10.3390/biomedicines11072028"
"37503262","Total network controllability analysis discovers explainable drugs for Covid-19 treatment","Wei X, Pan C, Zhang X, Zhang W.","Res Sq. 2023 Jul 14:rs.3.rs-3147521. doi: 10.21203/rs.3.rs-3147521/v1. Preprint.","Wei X","Res Sq","2023","2023/07/28","PMC10371104","","10.21203/rs.3.rs-3147521/v1"
"37502211","Generalizability of machine learning methods in detecting adverse drug events from clinical narratives in electronic medical records","Zitu MM, Zhang S, Owen DH, Chiang C, Li L.","Front Pharmacol. 2023 Jul 12;14:1218679. doi: 10.3389/fphar.2023.1218679. eCollection 2023.","Zitu MM","Front Pharmacol","2023","2023/07/28","PMC10368879","","10.3389/fphar.2023.1218679"
"37452347","Pharmacovariome scanning using whole pharmacogene resequencing coupled with deep computational analysis and machine learning for clinical pharmacogenomics","Tafazoli A, Mikros J, Khaghani F, Alimardani M, Rafigh M, Hemmati M, Siamoglou S, Golińska AK, Kamiński KA, Niemira M, Miltyk W, Patrinos GP.","Hum Genomics. 2023 Jul 14;17(1):62. doi: 10.1186/s40246-023-00508-1.","Tafazoli A","Hum Genomics","2023","2023/07/14","PMC10347842","","10.1186/s40246-023-00508-1"
"37441162","Hybrid neural network approaches to predict drug-target binding affinity for drug repurposing: screening for potential leads for Alzheimer's disease","Wu X, Li Z, Chen G, Yin Y, Chen CY.","Front Mol Biosci. 2023 Jun 27;10:1227371. doi: 10.3389/fmolb.2023.1227371. eCollection 2023.","Wu X","Front Mol Biosci","2023","2023/07/13","PMC10334190","","10.3389/fmolb.2023.1227371"
"37415294","Characterizing RNA-binding ligands on structures, chemical information, binding affinity and drug-likeness","Fan C, Wang X, Ling T, Yang Y, Zhao H.","RNA Biol. 2023 Jan;20(1):431-443. doi: 10.1080/15476286.2023.2231708.","Fan C","RNA Biol","2023","2023/07/07","PMC10332223","","10.1080/15476286.2023.2231708"
"37407927","MOKPE: drug-target interaction prediction via manifold optimization based kernel preserving embedding","Binatlı OC, Gönen M.","BMC Bioinformatics. 2023 Jul 5;24(1):276. doi: 10.1186/s12859-023-05401-1.","Binatlı OC","BMC Bioinformatics","2023","2023/07/05","PMC10324162","","10.1186/s12859-023-05401-1"
"37396659","Identifying potential drug-target interactions based on ensemble deep learning","Zhou L, Wang Y, Peng L, Li Z, Luo X.","Front Aging Neurosci. 2023 Jun 15;15:1176400. doi: 10.3389/fnagi.2023.1176400. eCollection 2023.","Zhou L","Front Aging Neurosci","2023","2023/07/03","PMC10309650","","10.3389/fnagi.2023.1176400"
"37396052","AI in drug discovery and its clinical relevance","Qureshi R, Irfan M, Gondal TM, Khan S, Wu J, Hadi MU, Heymach J, Le X, Yan H, Alam T.","Heliyon. 2023 Jul;9(7):e17575. doi: 10.1016/j.heliyon.2023.e17575. Epub 2023 Jun 26.","Qureshi R","Heliyon","2023","2023/07/03","PMC10302550","","10.1016/j.heliyon.2023.e17575"
"37368467","Network-Based Prediction of Side Effects of Repurposed Antihypertensive Sartans against COVID-19 via Proteome and Drug-Target Interactomes","Kiouri DP, Ntallis C, Kelaidonis K, Peana M, Tsiodras S, Mavromoustakos T, Giuliani A, Ridgway H, Moore GJ, Matsoukas JM, Chasapis CT.","Proteomes. 2023 Jun 8;11(2):21. doi: 10.3390/proteomes11020021.","Kiouri DP","Proteomes","2023","2023/06/27","PMC10305495","","10.3390/proteomes11020021"
"37363132","Coronaviruses SARS-CoV, MERS-CoV, and SARS-CoV-2 helicase inhibitors: a systematic review of invitro studies","Mehyar N.","J Virus Erad. 2023 Jun;9(2):100327. doi: 10.1016/j.jve.2023.100327. Epub 2023 May 26.","Mehyar N","J Virus Erad","2023","2023/06/26","PMC10214743","","10.1016/j.jve.2023.100327"
"37352252","Mpropred: A machine learning (ML) driven Web-App for bioactivity prediction of SARS-CoV-2 main protease (Mpro) antagonists","Ferdous N, Reza MN, Hossain MU, Mahmud S, Napis S, Chowdhury K, Mohiuddin AKM.","PLoS One. 2023 Jun 23;18(6):e0287179. doi: 10.1371/journal.pone.0287179. eCollection 2023.","Ferdous N","PLoS One","2023","2023/06/23","PMC10289339","","10.1371/journal.pone.0287179"
"37298256","Roles of Virtual Screening and Molecular Dynamics Simulations in Discovering and Understanding Antimalarial Drugs","Duay SS, Yap RCY, Gaitano AL 3rd, Santos JAA, Macalino SJY.","Int J Mol Sci. 2023 May 26;24(11):9289. doi: 10.3390/ijms24119289.","Duay SS","Int J Mol Sci","2023","2023/06/10","PMC10253467","","10.3390/ijms24119289"
"37274099","Drug repurposing for reducing the risk of cataract extraction in patients with diabetes mellitus: integration of artificial intelligence-based drug prediction and clinical corroboration","Gao Z, Gorenflo M, Kaelber DC, Monnier VM, Xu R.","Front Pharmacol. 2023 May 18;14:1181711. doi: 10.3389/fphar.2023.1181711. eCollection 2023.","Gao Z","Front Pharmacol","2023","2023/06/05","PMC10232753","","10.3389/fphar.2023.1181711"
"37265745","Magnoflorine Ameliorates Collagen-Induced Arthritis by Suppressing the Inflammation Response via the NF-κB/MAPK Signaling Pathways","Wang L, Li P, Zhou Y, Gu R, Lu G, Zhang C.","J Inflamm Res. 2023 May 27;16:2271-2296. doi: 10.2147/JIR.S406298. eCollection 2023.","Wang L","J Inflamm Res","2023","2023/06/02","PMC10231344","","10.2147/JIR.S406298"
"37255310","Nonlinear data fusion over Entity-Relation graphs for Drug-Target Interaction prediction","Mazzone E, Moreau Y, Fariselli P, Raimondi D.","Bioinformatics. 2023 Jun 1;39(6):btad348. doi: 10.1093/bioinformatics/btad348.","Mazzone E","Bioinformatics","2023","2023/05/31","PMC10265447","","10.1093/bioinformatics/btad348"
"37240165","Design and Identification of Inhibitors for the Spike-ACE2 Target of SARS-CoV-2","Bastos RS, de Lima LR, Neto MFA, Maryam, Yousaf N, Cruz JN, Campos JM, Kimani NM, Ramos RS, Santos CBR.","Int J Mol Sci. 2023 May 16;24(10):8814. doi: 10.3390/ijms24108814.","Bastos RS","Int J Mol Sci","2023","2023/05/27","PMC10218936","","10.3390/ijms24108814"
"37229202","LM-DTI: a tool of predicting drug-target interactions using the node2vec and network path score methods","Li J, Wang Y, Li Z, Lin H, Wu B.","Front Genet. 2023 May 9;14:1181592. doi: 10.3389/fgene.2023.1181592. eCollection 2023.","Li J","Front Genet","2023","2023/05/25","PMC10203599","","10.3389/fgene.2023.1181592"
"37213352","Advances and Prospects of Prolamine Corn Protein Zein as Promising Multifunctional Drug Delivery System for Cancer Treatment","Luo X, Wu S, Xiao M, Gu H, Zhang H, Chen J, Liu Y, Zhang C, Zhang J.","Int J Nanomedicine. 2023 May 15;18:2589-2621. doi: 10.2147/IJN.S402891. eCollection 2023.","Luo X","Int J Nanomedicine","2023","2023/05/22","PMC10198181","","10.2147/IJN.S402891"
"37211553","Major regulators of the multi-step metastatic process are potential therapeutic targets for breast cancer management","de Azevedo ALK, Carvalho TM, Mara CS, Giner IS, de Oliveira JC, Gradia DF, Cavalli IJ, Ribeiro EMSF.","Funct Integr Genomics. 2023 May 22;23(2):171. doi: 10.1007/s10142-023-01097-x.","de Azevedo ALK","Funct Integr Genomics","2023","2023/05/21","","","10.1007/s10142-023-01097-x"
"37205426","Association between circulating inflammatory markers and adult cancer risk: a Mendelian randomization analysis","Yarmolinsky J, Robinson JW, Mariosa D, Karhunen V, Huang J, Dimou N, Murphy N, Burrows K, Bouras E, Smith-Byrne K, Lewis SJ, Galesloot TE, Kiemeney LA, Vermeulen S, Martin P, Albanes D, Hou L, Newcomb PA, White E, Wolk A, Wu AH, Marchand LL, Phipps AI, Buchanan DD; International Lung Cancer Consortium, PRACTICAL consortium; Zhao SS, Gill D, Chanock SJ, Purdue MP, Smith GD, Brennan P, Herzig KH, Jarvelin MR, Dehghan A, Johansson M, Gunter MJ, Tsilidis KK, Martin RM.","medRxiv. 2023 May 5:2023.05.04.23289196. doi: 10.1101/2023.05.04.23289196. Preprint.","Yarmolinsky J","medRxiv","2023","2023/05/19","PMC10187459","","10.1101/2023.05.04.23289196"
"37174267","Surface Functionalization of Bioactive Hybrid Adsorbents for Enhanced Adsorption of Organic Dyes","Riyad YM, Elmorsi TM, Alam MG, Abel B.","Int J Environ Res Public Health. 2023 May 8;20(9):5750. doi: 10.3390/ijerph20095750.","Riyad YM","Int J Environ Res Public Health","2023","2023/05/13","PMC10177766","","10.3390/ijerph20095750"
"37128437","A knowledge graph-based disease-gene prediction system using multi-relational graph convolution networks","Gao Z, Pan Y, Ding P, Xu R.","AMIA Annu Symp Proc. 2023 Apr 29;2022:468-476. eCollection 2022.","Gao Z","AMIA Annu Symp Proc","2023","2023/05/02","PMC10148306","",""
"37112928","Antiviral Activity of Acetylsalicylic Acid against Bunyamwera Virus in Cell Culture","Fernández-Sánchez SY, Cerón-Carrasco JP, Risco C, Fernández de Castro I.","Viruses. 2023 Apr 11;15(4):948. doi: 10.3390/v15040948.","Fernández-Sánchez SY","Viruses","2023","2023/04/28","PMC10141918","","10.3390/v15040948"
"37091791","OncoRTT: Predicting novel oncology-related therapeutic targets using BERT embeddings and omics features","Thafar MA, Albaradei S, Uludag M, Alshahrani M, Gojobori T, Essack M, Gao X.","Front Genet. 2023 Apr 6;14:1139626. doi: 10.3389/fgene.2023.1139626. eCollection 2023.","Thafar MA","Front Genet","2023","2023/04/24","PMC10117673","","10.3389/fgene.2023.1139626"
"37078611","DeepAlloDriver: a deep learning-based strategy to predict cancer driver mutations","Song Q, Li M, Li Q, Lu X, Song K, Zhang Z, Wei J, Zhang L, Wei J, Ye Y, Zha J, Zhang Q, Gao Q, Long J, Liu X, Lu X, Zhang J.","Nucleic Acids Res. 2023 Jul 5;51(W1):W129-W133. doi: 10.1093/nar/gkad295.","Song Q","Nucleic Acids Res","2023","2023/04/20","PMC10320081","","10.1093/nar/gkad295"
"37061969","A Transcriptome-Based Precision Oncology Platform for Patient-Therapy Alignment in a Diverse Set of Treatment-Resistant Malignancies","Mundi PS, Dela Cruz FS, Grunn A, Diolaiti D, Mauguen A, Rainey AR, Guillan K, Siddiquee A, You D, Realubit R, Karan C, Ortiz MV, Douglass EF, Accordino M, Mistretta S, Brogan F, Bruce JN, Caescu CI, Carvajal RD, Crew KD, Decastro G, Heaney M, Henick BS, Hershman DL, Hou JY, Iwamoto FM, Jurcic JG, Kiran RP, Kluger MD, Kreisl T, Lamanna N, Lassman AB, Lim EA, Manji GA, McKhann GM, McKiernan JM, Neugut AI, Olive KP, Rosenblat T, Schwartz GK, Shu CA, Sisti MB, Tergas A, Vattakalam RM, Welch M, Wenske S, Wright JD, Canoll P, Hibshoosh H, Kalinsky K, Aburi M, Sims PA, Alvarez MJ, Kung AL, Califano A.","Cancer Discov. 2023 Jun 2;13(6):1386-1407. doi: 10.1158/2159-8290.CD-22-1020.","Mundi PS","Cancer Discov","2023","2023/04/16","PMC10239356","NIHMS1885688","10.1158/2159-8290.CD-22-1020"
"37047766","Molecular Docking and Dynamics Simulation Studies Predict Potential Anti-ADAR2 Inhibitors: Implications for the Treatment of Cancer, Neurological, Immunological and Infectious Diseases","Broni E, Striegel A, Ashley C, Sakyi PO, Peracha S, Velazquez M, Bebla K, Sodhi M, Kwofie SK, Ademokunwa A, Khan S, Miller WA 3rd.","Int J Mol Sci. 2023 Apr 5;24(7):6795. doi: 10.3390/ijms24076795.","Broni E","Int J Mol Sci","2023","2023/04/13","PMC10095294","","10.3390/ijms24076795"
"37047270","Cheminformatics-Based Study Identifies Potential Ebola VP40 Inhibitors","Broni E, Ashley C, Adams J, Manu H, Aikins E, Okom M, Miller WA 3rd, Wilson MD, Kwofie SK.","Int J Mol Sci. 2023 Mar 27;24(7):6298. doi: 10.3390/ijms24076298.","Broni E","Int J Mol Sci","2023","2023/04/13","PMC10094735","","10.3390/ijms24076298"
"37037463","Antibiotic resistance in Neisseria gonorrhoeae: broad-spectrum drug target identification using subtractive genomics","Omeershffudin UNM, Kumar S.","Genomics Inform. 2023 Mar;21(1):e5. doi: 10.5808/gi.22066. Epub 2023 Mar 31.","Omeershffudin UNM","Genomics Inform","2023","2023/04/10","PMC10085745","","10.5808/gi.22066"
"37031187","Improving the generalizability of protein-ligand binding predictions with AI-Bind","Chatterjee A, Walters R, Shafi Z, Ahmed OS, Sebek M, Gysi D, Yu R, Eliassi-Rad T, Barabási AL, Menichetti G.","Nat Commun. 2023 Apr 8;14(1):1989. doi: 10.1038/s41467-023-37572-z.","Chatterjee A","Nat Commun","2023","2023/04/08","PMC10082765","","10.1038/s41467-023-37572-z"
"36992133","Assessment of GO-Based Protein Interaction Affinities in the Large-Scale Human-Coronavirus Family Interactome","Bandyopadhyay SS, Halder AK, Saha S, Chatterjee P, Nasipuri M, Basu S.","Vaccines (Basel). 2023 Feb 25;11(3):549. doi: 10.3390/vaccines11030549.","Bandyopadhyay SS","Vaccines (Basel)","2023","2023/03/30","PMC10059867","","10.3390/vaccines11030549"
"36982771","Integrin β3-Mediated Cell Senescence Associates with Gut Inflammation and Intestinal Degeneration in Models of Alzheimer's Disease","Tun X, Wang EJ, Gao Z, Lundberg K, Xu R, Hu D.","Int J Mol Sci. 2023 Mar 16;24(6):5697. doi: 10.3390/ijms24065697.","Tun X","Int J Mol Sci","2023","2023/03/29","PMC10052535","","10.3390/ijms24065697"
"36946432","Drug repurposing for Mpox: Discovery of small molecules as potential inhibitors against DNA-dependent RNA polymerase using molecular modeling approach","Dutt M, Kumar A, Rout M, Dehury B, Martinez G, Ndishimye P, Kelvin AA, Kelvin DJ.","J Cell Biochem. 2023 May;124(5):701-715. doi: 10.1002/jcb.30397. Epub 2023 Mar 22.","Dutt M","J Cell Biochem","2023","2023/03/22","PMC10473176","","10.1002/jcb.30397"
"36943579","Combination of furosemide, gold, and dopamine as a potential therapy for breast cancer","Wang Z, Mehmood A, Yao J, Zhang H, Wang L, Al-Shehri M, Kaushik AC, Wei DQ.","Funct Integr Genomics. 2023 Mar 21;23(2):94. doi: 10.1007/s10142-023-01007-1.","Wang Z","Funct Integr Genomics","2023","2023/03/21","","","10.1007/s10142-023-01007-1"
"36932403","An integrated approach of network pharmacology, molecular docking, and experimental verification uncovers kaempferol as the effective modulator of HSD17B1 for treatment of endometrial cancer","Ruan GY, Ye LX, Lin JS, Lin HY, Yu LR, Wang CY, Mao XD, Zhang SH, Sun PM.","J Transl Med. 2023 Mar 17;21(1):204. doi: 10.1186/s12967-023-04048-z.","Ruan GY","J Transl Med","2023","2023/03/18","PMC10022092","","10.1186/s12967-023-04048-z"
"36892110","The curse and blessing of abundance-the evolution of drug interaction databases and their impact on drug network analysis","Udrescu M, Ardelean SM, Udrescu L.","Gigascience. 2022 Dec 28;12(1):giad011. doi: 10.1093/gigascience/giad011.","Udrescu M","Gigascience","2022","2023/03/09","PMC10023830","","10.1093/gigascience/giad011"
"36890446","The personalized cancer network explorer (PeCaX) as a visual analytics tool to support molecular tumor boards","Figaschewski M, Sürün B, Tiede T, Kohlbacher O.","BMC Bioinformatics. 2023 Mar 8;24(1):88. doi: 10.1186/s12859-023-05194-3.","Figaschewski M","BMC Bioinformatics","2023","2023/03/08","PMC9993744","","10.1186/s12859-023-05194-3"
"36884281","Supervised Relation Extraction Between Suicide-Related Entities and Drugs: Development and Usability Study of an Annotated PubMed Corpus","Karapetian K, Jeon SM, Kwon JW, Suh YK.","J Med Internet Res. 2023 Mar 8;25:e41100. doi: 10.2196/41100.","Karapetian K","J Med Internet Res","2023","2023/03/08","PMC10034613","","10.2196/41100"
"36869202","Network-informed discovery of multidrug combinations for ERα+/HER2-/PI3Kα-mutant breast cancer","Hany D, Zoetemelk M, Bhattacharya K, Nowak-Sliwinska P, Picard D.","Cell Mol Life Sci. 2023 Mar 3;80(3):80. doi: 10.1007/s00018-023-04730-x.","Hany D","Cell Mol Life Sci","2023","2023/03/03","PMC10032341","","10.1007/s00018-023-04730-x"
"36782212","Development and evaluation of a simple PCR assay and nested PCR for rapid detection of clarithromycin-resistant Helicobacter pylori from culture and directly from the biopsy samples in India","Karmakar BC, Paul S, Basak S, Ghosh M, Mukherjee P, Das R, Chaudhuri S, Dutta S, Mukhopadhyay AK.","Gut Pathog. 2023 Feb 14;15(1):7. doi: 10.1186/s13099-023-00530-7.","Karmakar BC","Gut Pathog","2023","2023/02/14","PMC9925366","","10.1186/s13099-023-00530-7"
"36768280","In Silico and In Vitro Inhibition of SARS-CoV-2 PL(pro) with Gramicidin D","Protić S, Kaličanin N, Sencanski M, Prodanović O, Milicevic J, Perovic V, Paessler S, Prodanović R, Glisic S.","Int J Mol Sci. 2023 Jan 19;24(3):1955. doi: 10.3390/ijms24031955.","Protić S","Int J Mol Sci","2023","2023/02/11","PMC9915632","","10.3390/ijms24031955"
"36737694","SSELM-neg: spherical search-based extreme learning machine for drug-target interaction prediction","Hu L, Fu C, Ren Z, Cai Y, Yang J, Xu S, Xu W, Tang D.","BMC Bioinformatics. 2023 Feb 3;24(1):38. doi: 10.1186/s12859-023-05153-y.","Hu L","BMC Bioinformatics","2023","2023/02/04","PMC9896467","","10.1186/s12859-023-05153-y"
"36719112","SWEET: a single-sample network inference method for deciphering individual features in disease","Chen HH, Hsueh CW, Lee CH, Hao TY, Tu TY, Chang LY, Lee JC, Lin CY.","Brief Bioinform. 2023 Mar 19;24(2):bbad032. doi: 10.1093/bib/bbad032.","Chen HH","Brief Bioinform","2023","2023/01/31","PMC10025435","","10.1093/bib/bbad032"
"36712665","Cellular mechanism of action of forsythiaside for the treatment of diabetic kidney disease","Xu C, Miao H, Chen X, Zhang H.","Front Pharmacol. 2023 Jan 13;13:1096536. doi: 10.3389/fphar.2022.1096536. eCollection 2022.","Xu C","Front Pharmacol","2023","2023/01/30","PMC9880420","","10.3389/fphar.2022.1096536"
"36707679","Virtual screening and molecular dynamics simulations provide insight into repurposing drugs against SARS-CoV-2 variants Spike protein/ACE2 interface","Pirolli D, Righino B, Camponeschi C, Ria F, Di Sante G, De Rosa MC.","Sci Rep. 2023 Jan 27;13(1):1494. doi: 10.1038/s41598-023-28716-8.","Pirolli D","Sci Rep","2023","2023/01/27","PMC9880937","","10.1038/s41598-023-28716-8"
"36687123","Modern drug discovery for inflammatory bowel disease: The role of computational methods","Johnson TO, Akinsanmi AO, Ejembi SA, Adeyemi OE, Oche JR, Johnson GI, Adegboyega AE.","World J Gastroenterol. 2023 Jan 14;29(2):310-331. doi: 10.3748/wjg.v29.i2.310.","Johnson TO","World J Gastroenterol","2023","2023/01/23","PMC9846937","","10.3748/wjg.v29.i2.310"
"36677520","Comparative Proteomics and Genome-Wide Druggability Analyses Prioritized Promising Therapeutic Targets against Drug-Resistant Leishmania tropica","Aiman S, Alzahrani AK, Ali F, Abida, Imran M, Kamal M, Usman M, Thabet HK, Li C, Khan A.","Microorganisms. 2023 Jan 16;11(1):228. doi: 10.3390/microorganisms11010228.","Aiman S","Microorganisms","2023","2023/01/21","PMC9860978","","10.3390/microorganisms11010228"
"36656546","Exploring the pharmacological mechanisms of Shuanghuanglian against T-cell acute lymphoblastic leukaemia through network pharmacology combined with molecular docking and experimental validation","Yang Y, Yang Y, Shen Y, Liu J, Zeng Y, Wei C, Liu C, Pan Y, Guo Q, Zhong F, Guo L, Liu W.","Pharm Biol. 2023 Dec;61(1):259-270. doi: 10.1080/13880209.2023.2168703.","Yang Y","Pharm Biol","2023","2023/01/19","PMC9858418","","10.1080/13880209.2023.2168703"
"36617654","Antimicrobial resistance in Klebsiella pneumoniae: identification of bacterial DNA adenine methyltransferase as a novel drug target from hypothetical proteins using subtractive genomics","Omeershffudin UNM, Kumar S.","Genomics Inform. 2022 Dec;20(4):e47. doi: 10.5808/gi.22067. Epub 2022 Dec 30.","Omeershffudin UNM","Genomics Inform","2022","2023/01/08","PMC9847377","","10.5808/gi.22067"
"36607965","Drug-drug interaction and acute kidney injury development: A correlation-based network analysis","Zhu W, Barreto EF, Li J, Lee HK, Kashani K.","PLoS One. 2023 Jan 6;18(1):e0279928. doi: 10.1371/journal.pone.0279928. eCollection 2023.","Zhu W","PLoS One","2023","2023/01/06","PMC9821414","","10.1371/journal.pone.0279928"
"36599209","Virtual screening of DrugBank database for hERG blockers using topological Laplacian-assisted AI models","Feng H, Wei GW.","Comput Biol Med. 2023 Feb;153:106491. doi: 10.1016/j.compbiomed.2022.106491. Epub 2022 Dec 28.","Feng H","Comput Biol Med","2023","2023/01/04","PMC10120853","NIHMS1888543","10.1016/j.compbiomed.2022.106491"
"36591238","Computational analysis to define efficacy & molecular mechanisms of 7, 4'- Dihydroxyflavone on eosinophilic esophagitis: Ex-vivo validation in human esophagus biopsies","Maskey AR, Wang ZZ, Chen X, Dunkin D, Yang N, Soffer G, Yuan Q, Li XM.","Front Immunol. 2022 Dec 15;13:1015437. doi: 10.3389/fimmu.2022.1015437. eCollection 2022.","Maskey AR","Front Immunol","2022","2023/01/02","PMC9797535","","10.3389/fimmu.2022.1015437"
"36581822","Graph regularized non-negative matrix factorization with prior knowledge consistency constraint for drug-target interactions prediction","Zhang J, Xie M.","BMC Bioinformatics. 2022 Dec 29;23(1):564. doi: 10.1186/s12859-022-05119-6.","Zhang J","BMC Bioinformatics","2022","2022/12/29","PMC9798666","","10.1186/s12859-022-05119-6"
"36579885","DFinder: a novel end-to-end graph embedding-based method to identify drug-food interactions","Wang T, Yang J, Xiao Y, Wang J, Wang Y, Zeng X, Wang Y, Peng J.","Bioinformatics. 2023 Jan 1;39(1):btac837. doi: 10.1093/bioinformatics/btac837.","Wang T","Bioinformatics","2023","2022/12/29","PMC9828147","","10.1093/bioinformatics/btac837"
"36570530","Potential bioactive compounds and mechanisms of Fibraurea recisa Pierre for the treatment of Alzheimer's disease analyzed by network pharmacology and molecular docking prediction","Wang S, Ma Y, Huang Y, Hu Y, Huang Y, Wu Y.","Front Aging Neurosci. 2022 Dec 8;14:1052249. doi: 10.3389/fnagi.2022.1052249. eCollection 2022.","Wang S","Front Aging Neurosci","2022","2022/12/26","PMC9772884","","10.3389/fnagi.2022.1052249"
