PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37623905","Automatic Assignment of Molecular Ion Species to Elemental Formulas in Gas Chromatography/Methane Chemical Ionization Accurate Mass Spectrometry","Wang S, Valdiviez L, Ye H, Fiehn O.","Metabolites. 2023 Aug 19;13(8):962. doi: 10.3390/metabo13080962.","Wang S","Metabolites","2023","2023/08/25","PMC10456597","","10.3390/metabo13080962"
"37548829","Non-target ROIMCR LC-MS analysis of the disruptive effects of TBT over time on the lipidomics of Daphnia magna","Jafari JM, Casas J, Barata C, Abdollahi H, Tauler R.","Metabolomics. 2023 Aug 7;19(8):70. doi: 10.1007/s11306-023-02030-w.","Jafari JM","Metabolomics","2023","2023/08/07","PMC10406683","","10.1007/s11306-023-02030-w"
"37520327","Metabolomic analysis reveals a differential adaptation process of the larval stages of Anisakis simplex to the host environment","Polak I, Stryiński R, Majewska M, Łopieńska-Biernat E.","Front Mol Biosci. 2023 Jul 13;10:1233586. doi: 10.3389/fmolb.2023.1233586. eCollection 2023.","Polak I","Front Mol Biosci","2023","2023/07/31","PMC10373882","","10.3389/fmolb.2023.1233586"
"37494356","SuperNatural inhibitors to reverse multidrug resistance emerged by ABCB1 transporter: Database mining, lipid-mediated molecular dynamics, and pharmacokinetics study","Ibrahim MAA, Abdeljawaad KAA, Abdelrahman AHM, Abdelhamid MMH, Naeem MA, Mekhemer GAH, Sidhom PA, Sayed SRM, Paré PW, Hegazy MF.","PLoS One. 2023 Jul 26;18(7):e0288919. doi: 10.1371/journal.pone.0288919. eCollection 2023.","Ibrahim MAA","PLoS One","2023","2023/07/26","PMC10370898","","10.1371/journal.pone.0288919"
"37492197","Metabolism of parathyroid organoids","Sekhar KR, Codreanu SG, Williams OC, Rathmell JC, Rathmell WK, McLean JA, Sherrod SD, Baregamian N.","Front Endocrinol (Lausanne). 2023 Jul 10;14:1223312. doi: 10.3389/fendo.2023.1223312. eCollection 2023.","Sekhar KR","Front Endocrinol (Lausanne)","2023","2023/07/26","PMC10364603","","10.3389/fendo.2023.1223312"
"37484473","How does the pattern of root metabolites regulating beneficial microorganisms change with different grazing pressures?","Yuan T, Ren W, Wang Z, Fry EL, Tang S, Yin J, Zhang J, Jia Z.","Front Plant Sci. 2023 Jul 6;14:1180576. doi: 10.3389/fpls.2023.1180576. eCollection 2023.","Yuan T","Front Plant Sci","2023","2023/07/24","PMC10361787","","10.3389/fpls.2023.1180576"
"37402717","Extensive diversity in RNA termination and regulation revealed by transcriptome mapping for the Lyme pathogen Borrelia burgdorferi","Petroni E, Esnault C, Tetreault D, Dale RK, Storz G, Adams PP.","Nat Commun. 2023 Jul 4;14(1):3931. doi: 10.1038/s41467-023-39576-1.","Petroni E","Nat Commun","2023","2023/07/04","PMC10319736","","10.1038/s41467-023-39576-1"
"37378680","Statistical considerations and database limitations in NMR-based metabolic profiling studies","Ross IL, Beardslee JA, Steil MM, Chihanga T, Kennedy MA.","Metabolomics. 2023 Jun 28;19(7):64. doi: 10.1007/s11306-023-02027-5.","Ross IL","Metabolomics","2023","2023/06/28","","","10.1007/s11306-023-02027-5"
"37371977","Resveratrol Mitigates Metabolism in Human Microglia Cells","Schlotterose L, Pravdivtseva MS, Ellermann F, Jansen O, Hövener JB, Sönnichsen FD, Cossais F, Lucius R, Hattermann K.","Antioxidants (Basel). 2023 Jun 9;12(6):1248. doi: 10.3390/antiox12061248.","Schlotterose L","Antioxidants (Basel)","2023","2023/06/28","PMC10294838","","10.3390/antiox12061248"
"37223816","Metabolome analysis reveals flavonoid changes during the leaf color transition in Populus × euramericana 'Zhonghuahongye'","Chen M, Chang C, Li H, Huang L, Zhou Z, Zhu J, Liu D.","Front Plant Sci. 2023 May 8;14:1162893. doi: 10.3389/fpls.2023.1162893. eCollection 2023.","Chen M","Front Plant Sci","2023","2023/05/24","PMC10200940","","10.3389/fpls.2023.1162893"
"37215911","Cannabis sativa L. modulates altered metabolic pathways involved in key metabolisms in human breast cancer (MCF-7) cells: A metabolomics study","Erukainure OL, Oyenihi OR, Amaku JF, Chukwuma CI, Nde AL, Salau VF, Matsabisa MG.","Heliyon. 2023 May 9;9(5):e16156. doi: 10.1016/j.heliyon.2023.e16156. eCollection 2023 May.","Erukainure OL","Heliyon","2023","2023/05/22","PMC10196869","","10.1016/j.heliyon.2023.e16156"
"37187520","(1)H NMR fecal metabolic phenotyping of periductal fibrosis- and cholangiocarcinoma-specific metabotypes defining perturbation in gut microbial-host co-metabolism","Treeriya R, Ho PN, Titapun A, Klanrit P, Suksawat M, Kulthawatsiri T, Sirirattanakul S, Loilome W, Namwat N, Wangwiwatsin A, Chamadol N, Khuntikeo N, Phetcharaburanin J.","PeerJ. 2023 May 9;11:e15386. doi: 10.7717/peerj.15386. eCollection 2023.","Treeriya R","PeerJ","2023","2023/05/15","PMC10178365","","10.7717/peerj.15386"
"37175828","Combined Transcriptome and Metabolome Analysis of Smooth Muscle of Myostatin Knockout Cattle","Gu M, Wang S, Di A, Wu D, Hai C, Liu X, Bai C, Su G, Yang L, Li G.","Int J Mol Sci. 2023 May 1;24(9):8120. doi: 10.3390/ijms24098120.","Gu M","Int J Mol Sci","2023","2023/05/13","PMC10178895","","10.3390/ijms24098120"
"37174059","Histidine Enhances the Anticancer Effect of Gemcitabine against Pancreatic Cancer via Disruption of Amino Acid Homeostasis and Oxidant-Antioxidant Balance","Kumar N, Rachagani S, Natarajan G, Crook A, Gopal T, Rajamanickam V, Kaushal JB, Nagabhishek SN, Powers R, Batra SK, Saraswathi V.","Cancers (Basel). 2023 May 3;15(9):2593. doi: 10.3390/cancers15092593.","Kumar N","Cancers (Basel)","2023","2023/05/13","PMC10177467","","10.3390/cancers15092593"
"37124524","Metabonomic analysis of tumor microenvironments: a mini-review","Zeng Z, Chen CX.","Front Oncol. 2023 Apr 14;13:1164266. doi: 10.3389/fonc.2023.1164266. eCollection 2023.","Zeng Z","Front Oncol","2023","2023/05/01","PMC10140396","","10.3389/fonc.2023.1164266"
"37110237","Urinary (1)H NMR Metabolomic Analysis of Prenatal Maternal Stress Due to a Natural Disaster Reveals Metabolic Risk Factors for Non-Communicable Diseases: The QF2011 Queensland Flood Study","Heynen JP, McHugh RR, Boora NS, Simcock G, Kildea S, Austin MP, Laplante DP, King S, Montina T, Metz GAS.","Metabolites. 2023 Apr 21;13(4):579. doi: 10.3390/metabo13040579.","Heynen JP","Metabolites","2023","2023/04/28","PMC10145263","","10.3390/metabo13040579"
"37110172","Demographic, Health and Lifestyle Factors Associated with the Metabolome in Older Women","Navarro SL, Nagana Gowda GA, Bettcher LF, Pepin R, Nguyen N, Ellenberger M, Zheng C, Tinker LF, Prentice RL, Huang Y, Yang T, Tabung FK, Chan Q, Loo RL, Liu S, Wactawski-Wende J, Lampe JW, Neuhouser ML, Raftery D.","Metabolites. 2023 Apr 3;13(4):514. doi: 10.3390/metabo13040514.","Navarro SL","Metabolites","2023","2023/04/28","PMC10143141","","10.3390/metabo13040514"
"37107179","Antagonistic Interactions in Mitochondria ROS Signaling Responses to Manganese","Fernandes J, Uppal K, Liu KH, Hu X, Orr M, Tran V, Go YM, Jones DP.","Antioxidants (Basel). 2023 Mar 25;12(4):804. doi: 10.3390/antiox12040804.","Fernandes J","Antioxidants (Basel)","2023","2023/04/28","PMC10134992","","10.3390/antiox12040804"
"37076926","Serum metabolomics profiling by proton nuclear magnetic resonance spectroscopy reveals sexual dimorphism and masculinization of intermediate metabolism in women with polycystic ovary syndrome (PCOS)","Escobar-Morreale HF, Martínez-García MÁ, Insenser M, Cañellas N, Correig X, Luque-Ramírez M.","Biol Sex Differ. 2023 Apr 19;14(1):21. doi: 10.1186/s13293-023-00507-w.","Escobar-Morreale HF","Biol Sex Differ","2023","2023/04/20","PMC10114375","","10.1186/s13293-023-00507-w"
"37076787","Seminal plasma biomarkers for predicting successful sperm retrieval in patients with nonobstructive azoospermia: a narrative review of human studies","Li J, Yang F, Dong L, Chang D, Yu X.","Basic Clin Androl. 2023 Apr 20;33(1):9. doi: 10.1186/s12610-023-00184-0.","Li J","Basic Clin Androl","2023","2023/04/19","PMC10116801","","10.1186/s12610-023-00184-0"
"37063275","Impact of a TAK-1 inhibitor as a single or as an add-on therapy to riociguat on the metabolic reprograming and pulmonary hypertension in the SUGEN5416/hypoxia rat model","Morales-Cano D, Izquierdo-García JL, Barreira B, Esquivel-Ruiz S, Callejo M, Pandolfi R, Villa-Valverde P, Rodríguez I, Cogolludo A, Ruiz-Cabello J, Perez-Vizcaino F, Moreno L.","Front Pharmacol. 2023 Mar 29;14:1021535. doi: 10.3389/fphar.2023.1021535. eCollection 2023.","Morales-Cano D","Front Pharmacol","2023","2023/04/17","PMC10090662","","10.3389/fphar.2023.1021535"
"37050085","Metabolomics Analysis Reveals Metabolites and Metabolic Pathways Involved in the Growth and Quality of Water Dropwort [Oenanthe javanica (Blume) DC.] under Nutrient Solution Culture","Feng K, Kan XY, Liu Q, Yan YJ, Sun N, Yang ZY, Zhao SP, Wu P, Li LJ.","Plants (Basel). 2023 Mar 27;12(7):1459. doi: 10.3390/plants12071459.","Feng K","Plants (Basel)","2023","2023/04/13","PMC10097307","","10.3390/plants12071459"
"36984792","Machine Learning in Automated Monitoring of Metabolic Changes Accompanying the Differentiation of Adipose-Tissue-Derived Human Mesenchymal Stem Cells Employing (1)H-(1)H TOCSY NMR","Migdadi L, Sharar N, Jafar H, Telfah A, Hergenröder R, Wöhler C.","Metabolites. 2023 Feb 27;13(3):352. doi: 10.3390/metabo13030352.","Migdadi L","Metabolites","2023","2023/03/29","PMC10055867","","10.3390/metabo13030352"
"36981225","Metabolic Variations among Three New Tea Varieties Cultivated in Shandong, China","Shen J, Wang H, Sun L, Fan K, Zhang X, Huang Q, Ding S, Wang Y, Ding Z.","Foods. 2023 Mar 18;12(6):1299. doi: 10.3390/foods12061299.","Shen J","Foods","2023","2023/03/29","PMC10048610","","10.3390/foods12061299"
"36970308","Omics Profiles of Non-GM Tubers from Transgrafted Potato with a GM Scion","Miyahara T, Nishiuchi T, Fujikawa N, Oguchi T, Kikuchi A, Taoka KI, Ogawa T, Honda K, Yamaguchi Y, Mochizuki T, Ohta D, Kodama H.","Food Saf (Tokyo). 2023 Feb 11;11(1):1-20. doi: 10.14252/foodsafetyfscj.D-22-00010. eCollection 2023 Mar.","Miyahara T","Food Saf (Tokyo)","2023","2023/03/27","PMC10034357","","10.14252/foodsafetyfscj.D-22-00010"
"36968379","Transcriptomics and metabolomics revealed that phosphate improves the cold tolerance of alfalfa","Wang Y, Sun Z, Wang Q, Xie J, Yu L.","Front Plant Sci. 2023 Mar 9;14:1100601. doi: 10.3389/fpls.2023.1100601. eCollection 2023.","Wang Y","Front Plant Sci","2023","2023/03/27","PMC10034057","","10.3389/fpls.2023.1100601"
"36959243","Comparison of hepatic responses to glucose perturbation between healthy and obese mice based on the edge type of network structures","Ito Y, Uda S, Kokaji T, Hirayama A, Soga T, Suzuki Y, Kuroda S, Kubota H.","Sci Rep. 2023 Mar 23;13(1):4758. doi: 10.1038/s41598-023-31547-2.","Ito Y","Sci Rep","2023","2023/03/24","PMC10036622","","10.1038/s41598-023-31547-2"
"36949046","To metabolomics and beyond: a technological portfolio to investigate cancer metabolism","Danzi F, Pacchiana R, Mafficini A, Scupoli MT, Scarpa A, Donadelli M, Fiore A.","Signal Transduct Target Ther. 2023 Mar 22;8(1):137. doi: 10.1038/s41392-023-01380-0.","Danzi F","Signal Transduct Target Ther","2023","2023/03/23","PMC10033890","","10.1038/s41392-023-01380-0"
"36917985","Endoplasmic reticulum stress in the intestinal epithelium initiates purine metabolite synthesis and promotes Th17 cell differentiation in the gut","Duan J, Matute JD, Unger LW, Hanley T, Schnell A, Lin X, Krupka N, Griebel P, Lambden C, Sit B, Grootjans J, Pyzik M, Sommer F, Kaiser S, Falk-Paulsen M, Grasberger H, Kao JY, Fuhrer T, Li H, Paik D, Lee Y, Refetoff S, Glickman JN, Paton AW, Bry L, Paton JC, Sauer U, Macpherson AJ, Rosenstiel P, Kuchroo VK, Waldor MK, Huh JR, Kaser A, Blumberg RS.","Immunity. 2023 May 9;56(5):1115-1131.e9. doi: 10.1016/j.immuni.2023.02.018. Epub 2023 Mar 13.","Duan J","Immunity","2023","2023/03/14","PMC10175221","NIHMS1880962","10.1016/j.immuni.2023.02.018"
"36902282","Participants in the Trans-Antarctic Winter Traverse Expedition Showed Increased Bacterial Load and Diversity in Saliva but Maintained Individual Differences within Stool Microbiota and Across Metabolite Fingerprints","Cameron SJS, Edwards A, Lambert RJ, Stroud M, Mur LAJ.","Int J Mol Sci. 2023 Mar 2;24(5):4850. doi: 10.3390/ijms24054850.","Cameron SJS","Int J Mol Sci","2023","2023/03/11","PMC10002533","","10.3390/ijms24054850"
"36882694","Comprehensive analysis of metabolome and transcriptome reveals the mechanism of color formation in different leave of Loropetalum Chinense var. Rubrum","Zhang X, Zhang L, Zhang D, Su D, Li W, Wang X, Chen Q, Cai W, Xu L, Cao F, Zhang D, Yu X, Li Y.","BMC Plant Biol. 2023 Mar 8;23(1):133. doi: 10.1186/s12870-023-04143-9.","Zhang X","BMC Plant Biol","2023","2023/03/07","PMC9993627","","10.1186/s12870-023-04143-9"
"36838710","An In Vitro Catalysis of Tea Polyphenols by Polyphenol Oxidase","Liu K, Chen Q, Luo H, Li R, Chen L, Jiang B, Liang Z, Wang T, Ma Y, Zhao M.","Molecules. 2023 Feb 10;28(4):1722. doi: 10.3390/molecules28041722.","Liu K","Molecules","2023","2023/02/25","PMC9959171","","10.3390/molecules28041722"
"36837886","Plasma Metabolite Signatures in Male Carriers of Genetic Variants Associated with Non-Alcoholic Fatty Liver Disease","Fernandes Silva L, Vangipurapu J, Oravilahti A, Männistö V, Laakso M.","Metabolites. 2023 Feb 13;13(2):267. doi: 10.3390/metabo13020267.","Fernandes Silva L","Metabolites","2023","2023/02/25","PMC9964056","","10.3390/metabo13020267"
"36835052","Transcriptome and Metabolome Analysis Reveals Salt-Tolerance Pathways in the Leaves and Roots of ZM-4 (Malus zumi) in the Early Stages of Salt Stress","Wang D, Wang K, Sun S, Yan P, Lu X, Liu Z, Li Q, Li L, Gao Y, Liu J.","Int J Mol Sci. 2023 Feb 11;24(4):3638. doi: 10.3390/ijms24043638.","Wang D","Int J Mol Sci","2023","2023/02/25","PMC9960305","","10.3390/ijms24043638"
"36803209","A generalized covariate-adjusted top-scoring pair algorithm with applications to diabetic kidney disease stage classification in the Chronic Renal Insufficiency Cohort (CRIC) Study","Kwan B, Fuhrer T, Montemayor D, Fink JC, He J, Hsu CY, Messer K, Nelson RG, Pu M, Ricardo AC, Rincon-Choles H, Shah VO, Ye H, Zhang J, Sharma K, Natarajan L.","BMC Bioinformatics. 2023 Feb 20;24(1):57. doi: 10.1186/s12859-023-05171-w.","Kwan B","BMC Bioinformatics","2023","2023/02/21","PMC9942303","","10.1186/s12859-023-05171-w"
"36771567","Metabolite Profiling and Bioactivities of Leaves, Stems, and Flowers of Rumex usambarensis (Dammer) Dammer, a Traditional African Medicinal Plant","Spaggiari C, Righetti L, Spadini C, Annunziato G, Nsanzurwimo A, Cabassi CS, Bruni R, Costantino G.","Plants (Basel). 2023 Jan 20;12(3):482. doi: 10.3390/plants12030482.","Spaggiari C","Plants (Basel)","2023","2023/02/11","PMC9921730","","10.3390/plants12030482"
"36733424","Temporal metabolic profiling of bone healing in a caprine tibia segmental defect model","Bow AJ, Rifkin RE, Priester C, Christopher CJ, Grzeskowiak RM, Hecht S, Adair SH, Mulon PY, Castro HF, Campagna SR, Anderson DE.","Front Vet Sci. 2023 Jan 17;9:1023650. doi: 10.3389/fvets.2022.1023650. eCollection 2022.","Bow AJ","Front Vet Sci","2023","2023/02/03","PMC9886884","","10.3389/fvets.2022.1023650"
"36713567","Plasma metabolomics, lipidomics and cytokinomics profiling predict disease recurrence in metastatic colorectal cancer patients undergoing liver resection","Costantini S, Di Gennaro E, Capone F, De Stefano A, Nasti G, Vitagliano C, Setola SV, Tatangelo F, Delrio P, Izzo F, Avallone A, Budillon A.","Front Oncol. 2023 Jan 11;12:1110104. doi: 10.3389/fonc.2022.1110104. eCollection 2022.","Costantini S","Front Oncol","2023","2023/01/30","PMC9875807","","10.3389/fonc.2022.1110104"
"36712141","Extensive diversity in RNA termination and regulation revealed by transcriptome mapping for the Lyme pathogen B. burgdorferi","Petroni E, Esnault C, Tetreault D, Dale RK, Storz G, Adams PP.","bioRxiv. 2023 Jan 4:2023.01.04.522626. doi: 10.1101/2023.01.04.522626. Preprint.","Petroni E","bioRxiv","2023","2023/01/30","PMC9881889","","10.1101/2023.01.04.522626"
"36707679","Virtual screening and molecular dynamics simulations provide insight into repurposing drugs against SARS-CoV-2 variants Spike protein/ACE2 interface","Pirolli D, Righino B, Camponeschi C, Ria F, Di Sante G, De Rosa MC.","Sci Rep. 2023 Jan 27;13(1):1494. doi: 10.1038/s41598-023-28716-8.","Pirolli D","Sci Rep","2023","2023/01/27","PMC9880937","","10.1038/s41598-023-28716-8"
"36703472","Spatial molecular-dynamically ordered NMR spectroscopy of intact bodies and heterogeneous systems","Ito K, Tsuboi Y, Kikuchi J.","Commun Chem. 2020 Jun 26;3(1):80. doi: 10.1038/s42004-020-0330-1.","Ito K","Commun Chem","2020","2023/01/27","PMC9814264","","10.1038/s42004-020-0330-1"
"36688653","Redox Regulation and Metabolic Dependency of Zika Virus Replication: Inhibition by Nrf2-Antioxidant Response and NAD(H) Antimetabolites","Sahoo BR, Crook AA, Pattnaik A, Torres-Gerena AD, Khalimonchuk O, Powers R, Franco R, Pattnaik AK.","J Virol. 2023 Feb 28;97(2):e0136322. doi: 10.1128/jvi.01363-22. Epub 2023 Jan 23.","Sahoo BR","J Virol","2023","2023/01/23","PMC9972919","","10.1128/jvi.01363-22"
"36685870","Metabolite profiling and transcriptome analyses provide insight into the regulatory network of graft incompatibility in litchi","Hou Y, Qin X, Qiu H, Li D, Xu N, Zhang S, Fang C, Li H.","Front Genet. 2023 Jan 5;13:1059333. doi: 10.3389/fgene.2022.1059333. eCollection 2022.","Hou Y","Front Genet","2023","2023/01/23","PMC9849251","","10.3389/fgene.2022.1059333"
"36655043","Diagnostic biomarker panels of osteoarthritis: UPLC-QToF/MS-based serum metabolic profiling","Lin X, He S, Wu S, Zhang T, Gong S, Minjie T, Gao Y.","PeerJ. 2023 Jan 13;11:e14563. doi: 10.7717/peerj.14563. eCollection 2023.","Lin X","PeerJ","2023","2023/01/19","PMC9841907","","10.7717/peerj.14563"
"36615700","Interplay between Cruciferous Vegetables and the Gut Microbiome: A Multi-Omic Approach","Bouranis JA, Beaver LM, Jiang D, Choi J, Wong CP, Davis EW, Williams DE, Sharpton TJ, Stevens JF, Ho E.","Nutrients. 2022 Dec 22;15(1):42. doi: 10.3390/nu15010042.","Bouranis JA","Nutrients","2022","2023/01/08","PMC9824405","","10.3390/nu15010042"
"36613792","Preclinical and Clinical Applications of Metabolomics and Proteomics in Glioblastoma Research","Ahmed M, Semreen AM, El-Huneidi W, Bustanji Y, Abu-Gharbieh E, Alqudah MAY, Alhusban A, Shara M, Abuhelwa AY, Soares NC, Semreen MH, Alzoubi KH.","Int J Mol Sci. 2022 Dec 25;24(1):348. doi: 10.3390/ijms24010348.","Ahmed M","Int J Mol Sci","2022","2023/01/08","PMC9820403","","10.3390/ijms24010348"
"36607958","A study of a diauxic growth experiment using an expanded dynamic flux balance framework","Karlsen E, Gylseth M, Schulz C, Almaas E.","PLoS One. 2023 Jan 6;18(1):e0280077. doi: 10.1371/journal.pone.0280077. eCollection 2023.","Karlsen E","PLoS One","2023","2023/01/06","PMC9821518","","10.1371/journal.pone.0280077"
"36593795","Pre-clinical Investigations of Therapeutic Markers Associated with Acute and Chronic Restraint Stress: A Nuclear Magnetic Resonance Based Contrast Metabolic Approach","Singh S, Tripathy S, Rawat A, Dubey D, Siddiqui SA, Ugale R, Kumar D, Prakash A.","Nanotheranostics. 2023 Jan 1;7(1):91-101. doi: 10.7150/ntno.76294. eCollection 2023.","Singh S","Nanotheranostics","2023","2023/01/03","PMC9760362","","10.7150/ntno.76294"
"36563663","Mobile genetic elements from the maternal microbiome shape infant gut microbial assembly and metabolism","Vatanen T, Jabbar KS, Ruohtula T, Honkanen J, Avila-Pacheco J, Siljander H, Stražar M, Oikarinen S, Hyöty H, Ilonen J, Mitchell CM, Yassour M, Virtanen SM, Clish CB, Plichta DR, Vlamakis H, Knip M, Xavier RJ.","Cell. 2022 Dec 22;185(26):4921-4936.e15. doi: 10.1016/j.cell.2022.11.023.","Vatanen T","Cell","2022","2022/12/23","PMC9869402","NIHMS1858871","10.1016/j.cell.2022.11.023"
"36533081","2-hydroxyisobutyric acid (2-HIBA) modulates ageing and fat deposition in Caenorhabditis elegans","Schifano E, Conta G, Preziosi A, Ferrante C, Batignani G, Mancini P, Tomassini A, Sciubba F, Scopigno T, Uccelletti D, Miccheli A.","Front Mol Biosci. 2022 Nov 23;9:986022. doi: 10.3389/fmolb.2022.986022. eCollection 2022.","Schifano E","Front Mol Biosci","2022","2022/12/19","PMC9749906","","10.3389/fmolb.2022.986022"
"36519168","Advances in experimental and computational methodologies for the study of microbial-surface interactions at different omics levels","González-Plaza JJ, Furlan C, Rijavec T, Lapanje A, Barros R, Tamayo-Ramos JA, Suarez-Diez M.","Front Microbiol. 2022 Nov 28;13:1006946. doi: 10.3389/fmicb.2022.1006946. eCollection 2022.","González-Plaza JJ","Front Microbiol","2022","2022/12/15","PMC9744117","","10.3389/fmicb.2022.1006946"
"36473057","CCS Predictor 2.0: An Open-Source Jupyter Notebook Tool for Filtering Out False Positives in Metabolomics","Rainey MA, Watson CA, Asef CK, Foster MR, Baker ES, Fernández FM.","Anal Chem. 2022 Dec 20;94(50):17456-17466. doi: 10.1021/acs.analchem.2c03491. Epub 2022 Dec 6.","Rainey MA","Anal Chem","2022","2022/12/06","PMC9772062","NIHMS1857027","10.1021/acs.analchem.2c03491"
"36432806","Essential Oils: Useful Tools in Storage-Pest Management","Cagáň Ľ, Apacsová Fusková M, Hlávková D, Skoková Habuštová O.","Plants (Basel). 2022 Nov 13;11(22):3077. doi: 10.3390/plants11223077.","Cagáň Ľ","Plants (Basel)","2022","2022/11/26","PMC9692832","","10.3390/plants11223077"
"36431222","Metabolomic Profiles on Antiblastic Cardiotoxicity: New Perspectives for Early Diagnosis and Cardioprotection","Fazzini L, Caggiari L, Deidda M, Onnis C, Saba L, Mercuro G, Cadeddu Dessalvi C.","J Clin Med. 2022 Nov 15;11(22):6745. doi: 10.3390/jcm11226745.","Fazzini L","J Clin Med","2022","2022/11/26","PMC9693331","","10.3390/jcm11226745"
