PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32212641","AutoTuner: High Fidelity and Robust Parameter Selection for Metabolomics Data Processing","McLean C, Kujawinski EB.","Anal Chem. 2020 Apr 21;92(8):5724-5732. doi: 10.1021/acs.analchem.9b04804. Epub 2020 Apr 8.","McLean C","Anal Chem","2020","2020/03/28","PMC7310949","","10.1021/acs.analchem.9b04804"
"31831744","Experiment design driven FAIRification of omics data matrices, an exemplar","Rocca-Serra P, Sansone SA.","Sci Data. 2019 Dec 12;6(1):271. doi: 10.1038/s41597-019-0286-0.","Rocca-Serra P","Sci Data","2019","2019/12/14","PMC6908569","","10.1038/s41597-019-0286-0"
"31797630","Assessment of coverage for endogenous metabolites and exogenous chemical compounds using an untargeted metabolomics platform","Kong SW, Hernandez-Ferrer C.","Pac Symp Biocomput. 2020;25:587-598.","Kong SW","Pac Symp Biocomput","2020","2019/12/05","PMC6910716","NIHMS1061501",""
"31774113","An omics perspective on drug target discovery platforms","Paananen J, Fortino V.","Brief Bioinform. 2020 Dec 1;21(6):1937-1953. doi: 10.1093/bib/bbz122.","Paananen J","Brief Bioinform","2020","2019/11/28","PMC7711264","","10.1093/bib/bbz122"
"31708958","Stable Isotope-Assisted Plant Metabolomics: Combination of Global and Tracer-Based Labeling for Enhanced Untargeted Profiling and Compound Annotation","Doppler M, Bueschl C, Kluger B, Koutnik A, Lemmens M, Buerstmayr H, Rechthaler J, Krska R, Adam G, Schuhmacher R.","Front Plant Sci. 2019 Oct 25;10:1366. doi: 10.3389/fpls.2019.01366. eCollection 2019.","Doppler M","Front Plant Sci","2019","2019/11/12","PMC6824187","","10.3389/fpls.2019.01366"
"31688925","Enzyme annotation in UniProtKB using Rhea","Morgat A, Lombardot T, Coudert E, Axelsen K, Neto TB, Gehant S, Bansal P, Bolleman J, Gasteiger E, de Castro E, Baratin D, Pozzato M, Xenarios I, Poux S, Redaschi N, Bridge A; UniProt Consortium.","Bioinformatics. 2020 Mar 1;36(6):1896-1901. doi: 10.1093/bioinformatics/btz817.","Morgat A","Bioinformatics","2020","2019/11/06","PMC7162351","","10.1093/bioinformatics/btz817"
"31459550","InterSpin: Integrated Supportive Webtools for Low- and High-Field NMR Analyses Toward Molecular Complexity","Yamada S, Ito K, Kurotani A, Yamada Y, Chikayama E, Kikuchi J.","ACS Omega. 2019 Feb 14;4(2):3361-3369. doi: 10.1021/acsomega.8b02714. eCollection 2019 Feb 28.","Yamada S","ACS Omega","2019","2019/08/29","PMC6648201","","10.1021/acsomega.8b02714"
"31444528","Circulating metabolites in progression to islet autoimmunity and type 1 diabetes","Lamichhane S, Kemppainen E, Trošt K, Siljander H, Hyöty H, Ilonen J, Toppari J, Veijola R, Hyötyläinen T, Knip M, Orešič M.","Diabetologia. 2019 Dec;62(12):2287-2297. doi: 10.1007/s00125-019-04980-0. Epub 2019 Aug 23.","Lamichhane S","Diabetologia","2019","2019/08/25","PMC6861356","","10.1007/s00125-019-04980-0"
"31440979","Perspectives on Data Analysis in Metabolomics: Points of Agreement and Disagreement from the 2018 ASMS Fall Workshop","Baker ES, Patti GJ.","J Am Soc Mass Spectrom. 2019 Oct;30(10):2031-2036. doi: 10.1007/s13361-019-02295-3. Epub 2019 Aug 22.","Baker ES","J Am Soc Mass Spectrom","2019","2019/08/24","PMC7310669","NIHMS1599623","10.1007/s13361-019-02295-3"
"31244651","In Silico Toxicology Data Resources to Support Read-Across and (Q)SAR","Pawar G, Madden JC, Ebbrell D, Firman JW, Cronin MTD.","Front Pharmacol. 2019 Jun 11;10:561. doi: 10.3389/fphar.2019.00561. eCollection 2019.","Pawar G","Front Pharmacol","2019","2019/06/28","PMC6580867","","10.3389/fphar.2019.00561"
"31178829","The Design of FluxML: A Universal Modeling Language for (13)C Metabolic Flux Analysis","Beyß M, Azzouzi S, Weitzel M, Wiechert W, Nöh K.","Front Microbiol. 2019 May 24;10:1022. doi: 10.3389/fmicb.2019.01022. eCollection 2019.","Beyß M","Front Microbiol","2019","2019/06/11","PMC6543931","","10.3389/fmicb.2019.01022"
"30874951","De novo structure determination of 3-((3-aminopropyl)amino)-4-hydroxybenzoic acid, a novel and abundant metabolite in Acinetobacter baylyi ADP1","Thomas M, Stuani L, Darii E, Lechaplais C, Pateau E, Tabet JC, Salanoubat M, Saaidi PL, Perret A.","Metabolomics. 2019 Mar 14;15(3):45. doi: 10.1007/s11306-019-1508-3.","Thomas M","Metabolomics","2019","2019/03/16","","","10.1007/s11306-019-1508-3"
"30842738","Assessing the Effectiveness of Direct Data Merging Strategy in Long-Term and Large-Scale Pharmacometabonomics","Cui X, Yang Q, Li B, Tang J, Zhang X, Li S, Li F, Hu J, Lou Y, Qiu Y, Xue W, Zhu F.","Front Pharmacol. 2019 Feb 20;10:127. doi: 10.3389/fphar.2019.00127. eCollection 2019.","Cui X","Front Pharmacol","2019","2019/03/08","PMC6391323","","10.3389/fphar.2019.00127"
"30841575","A Tool to Encourage Minimum Reporting Guideline Uptake for Data Analysis in Metabolomics","Considine EC, Salek RM.","Metabolites. 2019 Mar 5;9(3):43. doi: 10.3390/metabo9030043.","Considine EC","Metabolites","2019","2019/03/08","PMC6468746","","10.3390/metabo9030043"
"30364178","A Systems Analysis With ""Simplified Source-Sink Model"" Reveals Metabolic Reprogramming in a Pair of Source-to-Sink Organs During Early Fruit Development in Tomato by LED Light Treatments","Fukushima A, Hikosaka S, Kobayashi M, Nishizawa T, Saito K, Goto E, Kusano M.","Front Plant Sci. 2018 Oct 9;9:1439. doi: 10.3389/fpls.2018.01439. eCollection 2018.","Fukushima A","Front Plant Sci","2018","2018/10/27","PMC6191670","","10.3389/fpls.2018.01439"
"30352084","ConfeitoGUI: A toolkit for size-sensitive community detection from a correlation network","Ogata Y, Mannen K, Kotani Y, Kimura N, Sakurai N, Shibata D, Suzuki H.","PLoS One. 2018 Oct 23;13(10):e0206075. doi: 10.1371/journal.pone.0206075. eCollection 2018.","Ogata Y","PLoS One","2018","2018/10/24","PMC6198958","","10.1371/journal.pone.0206075"
"30272209","Updates in Rhea: SPARQLing biochemical reaction data","Lombardot T, Morgat A, Axelsen KB, Aimo L, Hyka-Nouspikel N, Niknejad A, Ignatchenko A, Xenarios I, Coudert E, Redaschi N, Bridge A.","Nucleic Acids Res. 2019 Jan 8;47(D1):D596-D600. doi: 10.1093/nar/gky876.","Lombardot T","Nucleic Acids Res","2019","2018/10/02","PMC6324061","","10.1093/nar/gky876"
"30195437","Inferring Metabolic Mechanisms of Interaction within a Defined Gut Microbiota","Medlock GL, Carey MA, McDuffie DG, Mundy MB, Giallourou N, Swann JR, Kolling GL, Papin JA.","Cell Syst. 2018 Sep 26;7(3):245-257.e7. doi: 10.1016/j.cels.2018.08.003. Epub 2018 Sep 5.","Medlock GL","Cell Syst","2018","2018/09/10","PMC6166237","NIHMS1505769","10.1016/j.cels.2018.08.003"
"30190574","DES-Mutation: System for Exploring Links of Mutations and Diseases","Kordopati V, Salhi A, Razali R, Radovanovic A, Tifratene F, Uludag M, Li Y, Bokhari A, AlSaieedi A, Bin Raies A, Van Neste C, Essack M, Bajic VB.","Sci Rep. 2018 Sep 6;8(1):13359. doi: 10.1038/s41598-018-31439-w.","Kordopati V","Sci Rep","2018","2018/09/08","PMC6127254","","10.1038/s41598-018-31439-w"
"30124809","Balancing sufficiency and impact in reporting standards for mass spectrometry imaging experiments","Gustafsson OJR, Winderbaum LJ, Condina MR, Boughton BA, Hamilton BR, Undheim EAB, Becker M, Hoffmann P.","Gigascience. 2018 Oct 1;7(10):giy102. doi: 10.1093/gigascience/giy102.","Gustafsson OJR","Gigascience","2018","2018/08/21","PMC6203951","","10.1093/gigascience/giy102"
"30006587","Dynamics of Plasma Lipidome in Progression to Islet Autoimmunity and Type 1 Diabetes - Type 1 Diabetes Prediction and Prevention Study (DIPP)","Lamichhane S, Ahonen L, Dyrlund TS, Kemppainen E, Siljander H, Hyöty H, Ilonen J, Toppari J, Veijola R, Hyötyläinen T, Knip M, Oresic M.","Sci Rep. 2018 Jul 13;8(1):10635. doi: 10.1038/s41598-018-28907-8.","Lamichhane S","Sci Rep","2018","2018/07/15","PMC6045612","","10.1038/s41598-018-28907-8"
"29805321","The Cellosaurus, a Cell-Line Knowledge Resource","Bairoch A.","J Biomol Tech. 2018 Jul;29(2):25-38. doi: 10.7171/jbt.18-2902-002. Epub 2018 May 10.","Bairoch A","J Biomol Tech","2018","2018/05/29","PMC5945021","","10.7171/jbt.18-2902-002"
"29257137","Ash leaf metabolomes reveal differences between trees tolerant and susceptible to ash dieback disease","Sambles CM, Salmon DL, Florance H, Howard TP, Smirnoff N, Nielsen LR, McKinney LV, Kjær ED, Buggs RJA, Studholme DJ, Grant M.","Sci Data. 2017 Dec 19;4:170190. doi: 10.1038/sdata.2017.190.","Sambles CM","Sci Data","2017","2017/12/20","PMC5735976","","10.1038/sdata.2017.190"
"29217119","Panomics for Precision Medicine","Sandhu C, Qureshi A, Emili A.","Trends Mol Med. 2018 Jan;24(1):85-101. doi: 10.1016/j.molmed.2017.11.001. Epub 2017 Dec 5.","Sandhu C","Trends Mol Med","2018","2017/12/09","PMC5839674","NIHMS921789","10.1016/j.molmed.2017.11.001"
"29186510","The European Bioinformatics Institute in 2017: data coordination and integration","Cook CE, Bergman MT, Cochrane G, Apweiler R, Birney E.","Nucleic Acids Res. 2018 Jan 4;46(D1):D21-D29. doi: 10.1093/nar/gkx1154.","Cook CE","Nucleic Acids Res","2018","2017/11/30","PMC5753251","","10.1093/nar/gkx1154"
"29140435","HMDB 4.0: the human metabolome database for 2018","Wishart DS, Feunang YD, Marcu A, Guo AC, Liang K, Vázquez-Fresno R, Sajed T, Johnson D, Li C, Karu N, Sayeeda Z, Lo E, Assempour N, Berjanskii M, Singhal S, Arndt D, Liang Y, Badran H, Grant J, Serra-Cayuela A, Liu Y, Mandal R, Neveu V, Pon A, Knox C, Wilson M, Manach C, Scalbert A.","Nucleic Acids Res. 2018 Jan 4;46(D1):D608-D617. doi: 10.1093/nar/gkx1089.","Wishart DS","Nucleic Acids Res","2018","2017/11/16","PMC5753273","","10.1093/nar/gkx1089"
"28968733","MetExploreViz: web component for interactive metabolic network visualization","Chazalviel M, Frainay C, Poupin N, Vinson F, Merlet B, Gloaguen Y, Cottret L, Jourdan F.","Bioinformatics. 2018 Jan 15;34(2):312-313. doi: 10.1093/bioinformatics/btx588.","Chazalviel M","Bioinformatics","2018","2017/10/03","PMC5860210","","10.1093/bioinformatics/btx588"
"28402395","mzML2ISA & nmrML2ISA: generating enriched ISA-Tab metadata files from metabolomics XML data","Larralde M, Lawson TN, Weber RJM, Moreno P, Haug K, Rocca-Serra P, Viant MR, Steinbeck C, Salek RM.","Bioinformatics. 2017 Aug 15;33(16):2598-2600. doi: 10.1093/bioinformatics/btx169.","Larralde M","Bioinformatics","2017","2017/04/13","PMC5870861","","10.1093/bioinformatics/btx169"
"28387604","DES-ncRNA: A knowledgebase for exploring information about human micro and long noncoding RNAs based on literature-mining","Salhi A, Essack M, Alam T, Bajic VP, Ma L, Radovanovic A, Marchand B, Schmeier S, Zhang Z, Bajic VB.","RNA Biol. 2017 Jul 3;14(7):963-971. doi: 10.1080/15476286.2017.1312243. Epub 2017 Apr 7.","Salhi A","RNA Biol","2017","2017/04/08","PMC5546543","","10.1080/15476286.2017.1312243"
"28378542","Predatory Publishing Is a Threat to Non-Mainstream Science","Gasparyan AY, Nurmashev B, Udovik EE, Koroleva AM, Kitas GD.","J Korean Med Sci. 2017 May;32(5):713-717. doi: 10.3346/jkms.2017.32.5.713.","Gasparyan AY","J Korean Med Sci","2017","2017/04/06","PMC5383601","","10.3346/jkms.2017.32.5.713"
"28148918","Mixing omics: combining genetics and metabolomics to study rheumatic diseases","Menni C, Zierer J, Valdes AM, Spector TD.","Nat Rev Rheumatol. 2017 Mar;13(3):174-181. doi: 10.1038/nrrheum.2017.5. Epub 2017 Feb 2.","Menni C","Nat Rev Rheumatol","2017","2017/02/03","","","10.1038/nrrheum.2017.5"
"27983674","Current and Future Perspectives on the Structural Identification of Small Molecules in Biological Systems","Dias DA, Jones OA, Beale DJ, Boughton BA, Benheim D, Kouremenos KA, Wolfender JL, Wishart DS.","Metabolites. 2016 Dec 15;6(4):46. doi: 10.3390/metabo6040046.","Dias DA","Metabolites","2016","2016/12/17","PMC5192452","","10.3390/metabo6040046"
"27643760","Increasing rigor in NMR-based metabolomics through validated and open source tools","Eghbalnia HR, Romero PR, Westler WM, Baskaran K, Ulrich EL, Markley JL.","Curr Opin Biotechnol. 2017 Feb;43:56-61. doi: 10.1016/j.copbio.2016.08.005. Epub 2016 Sep 16.","Eghbalnia HR","Curr Opin Biotechnol","2017","2016/09/20","PMC5305618","NIHMS834702","10.1016/j.copbio.2016.08.005"
